"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"82","David Moore",SEA,"at PHI","3 out of 5 stars","F","4.6"
"83","Chris Conley",JAC,"vs. CLE","4 out of 5 stars","F","4.6"
"84","Dez Bryant",BAL,"at PIT","5 out of 5 stars","F","4.6"
"85","N'Keal Harry",NE,"vs. ARI","4 out of 5 stars","F","4.5"
"86","Steven Sims",WAS,"at DAL","5 out of 5 stars","F","4.5"
"87","Greg Ward",PHI,"vs. SEA","5 out of 5 stars","F","4.4"
"88","Jalen Guyton",LAC,"at BUF","2 out of 5 stars","F","4.4"
"89","James Washington",PIT,"vs. BAL","2 out of 5 stars","F","4.3"
"90","Golden Tate",NYG,"at CIN","5 out of 5 stars","F","4.3"
"91","Richie James Jr.",SF,"at LAR","1 out of 5 stars","F","4.3"
"92","Cordarrelle Patterson",CHI,"at GB","2 out of 5 stars","F","4.2"
"93","Andy Isabella",ARI,"at NE","4 out of 5 stars","F","4.1"
"94","Olamide Zaccheaus",ATL,"vs. LV","4 out of 5 stars","F","4.0"
"95","KhaDarel Hodge",CLE,"at JAC","4 out of 5 stars","F","3.6"
"96","Gabriel Davis",BUF,"vs. LAC","2 out of 5 stars","F","3.4"
"97","Alshon Jeffery",PHI,"vs. SEA","5 out of 5 stars","F","3.3"
"98","Tre'Quan Smith",NO,"at DEN","2 out of 5 stars","F","3.3"
"99","Kendrick Bourne",SF,"at LAR","1 out of 5 stars","F","3.2"
"100","Quintez Cephus",DET,"vs. HOU","4 out of 5 stars","F","3.1"
"101","Bryan Edwards",LV,"at ATL","5 out of 5 stars","F","3.0"
"102","Sammy Watkins",KC,"at TB","4 out of 5 stars","F","3.0"
"103","Devin Duvernay",BAL,"at PIT","5 out of 5 stars","F","2.9"
"104","Isaiah Wright",WAS,"at DAL","5 out of 5 stars","F","2.9"
"105","Scotty Miller",TB,"vs. KC","2 out of 5 stars","F","2.9"
"106","Deonte Harris",NO,"at DEN","2 out of 5 stars","F","2.8"
"107","Marcus Johnson",IND,"vs. TEN","4 out of 5 stars","F","2.8"
"108","DaeSean Hamilton",DEN,"vs. NO","3 out of 5 stars","F","2.7"
"109","Laviska Shenault Jr.",JAC,"vs. CLE","4 out of 5 stars","F","2.7"
"110","Van Jefferson",LAR,"vs. SF","2 out of 5 stars","F","2.6"
"111","Malcolm Perry",MIA,"at NYJ","5 out of 5 stars","F","2.6"
"112","Freddie Swain",SEA,"at PHI","3 out of 5 stars","F","2.6"
"113","Auden Tate",CIN,"vs. NYG","4 out of 5 stars","F","2.5"
"114","Cedrick Wilson",DAL,"vs. WAS","2 out of 5 stars","F","2.5"
"115","Chad Beebe",MIN,"vs. CAR","1 out of 5 stars","F","2.3"
"116","Jamal Agnew",DET,"vs. HOU","4 out of 5 stars","F","2.3"
"117","Isaiah McKenzie",BUF,"vs. LAC","2 out of 5 stars","F","2.3"
"118","Tyron Johnson",LAC,"at BUF","2 out of 5 stars","F","2.2"
"119","Adam Humphries",TEN,"at IND","3 out of 5 stars","F","2.2"
"120","Austin Mack",NYG,"at CIN","5 out of 5 stars","F","2.1"
"121","Cam Batson",TEN,"at IND","3 out of 5 stars","F","2.1"
"122","Mohamed Sanu",DET,"vs. HOU","4 out of 5 stars","F","2.1"
"123","Christian Blake",ATL,"vs. LV","4 out of 5 stars","F","2.1"
"124","Ray-Ray McCloud",PIT,"vs. BAL","2 out of 5 stars","F","2.0"
"125","Mack Hollins",MIA,"at NYJ","5 out of 5 stars","F","2.0"
"126","Miles Boykin",BAL,"at PIT","5 out of 5 stars","F","1.9"
"127","DeMichael Harris",IND,"vs. TEN","4 out of 5 stars","F","1.9"
"128","Antonio Callaway",MIA,"at NYJ","5 out of 5 stars","F","1.9"
"129","Collin Johnson",JAC,"vs. CLE","4 out of 5 stars","F","1.8"
"130","Kalif Raymond",TEN,"at IND","3 out of 5 stars","F","1.8"
"131","Trent Taylor",SF,"at LAR","1 out of 5 stars","F","1.7"
"132","Donovan Peoples-Jones",CLE,"at JAC","4 out of 5 stars","F","1.6"
"133","Braxton Berrios",NYJ,"vs. MIA","3 out of 5 stars","F","1.6"
"134","Zay Jones",LV,"at ATL","5 out of 5 stars","F","1.4"
"135","Mike Thomas",CIN,"vs. NYG","4 out of 5 stars","F","1.4"
"136","Dontrelle Inman",WAS,"at DAL","5 out of 5 stars","F","1.3"
"137","Marquez Callaway",NO,"at DEN","2 out of 5 stars","F","1.3"
"138","Olabisi Johnson",MIN,"vs. CAR","1 out of 5 stars","F","1.3"
"139","Isaiah Ford",NE,"vs. ARI","4 out of 5 stars","F","1.3"
"140","Brandon Zylstra",CAR,"at MIN","4 out of 5 stars","F","1.3"
"141","Equanimeous St. Brown",GB,"vs. CHI","1 out of 5 stars","F","1.3"
"142","Tyler Johnson",TB,"vs. KC","2 out of 5 stars","F","1.3"
"143","Jeff Smith",NYJ,"vs. MIA","3 out of 5 stars","F","1.1"
"144","Riley Ridley",CHI,"at GB","2 out of 5 stars","F","1.1"
"145","Donte Moncrief",NE,"vs. ARI","4 out of 5 stars","F","1.1"
"146","Noah Brown",DAL,"vs. WAS","2 out of 5 stars","F","1.0"
"147","John Hightower",PHI,"vs. SEA","5 out of 5 stars","F","1.0"
"148","C.J. Board",NYG,"at CIN","5 out of 5 stars","F","1.0"
"149","James Proche",BAL,"at PIT","5 out of 5 stars","F","-"
"150","Brandon Powell",ATL,"vs. LV","4 out of 5 stars","F","-"
"151","Malik Taylor",GB,"vs. CHI","1 out of 5 stars","F","-"
"152","Robert Foster",WAS,"at DAL","5 out of 5 stars","F","-"
"153","K.J. Hill",LAC,"at BUF","2 out of 5 stars","F","-"
"154","Gunner Olszewski",NE,"vs. ARI","4 out of 5 stars","F","-"
"155","Darrius Shepherd",GB,"vs. CHI","1 out of 5 stars","F","-"
"156","Joe Reed",LAC,"at BUF","2 out of 5 stars","F","-"
"157","Trent Sherfield",ARI,"at NE","4 out of 5 stars","F","-"
"158","Andre Roberts",BUF,"vs. LAC","2 out of 5 stars","F","-"
"159","Diontae Spencer",DEN,"vs. NO","3 out of 5 stars","F","-"
"160","Pharoh Cooper",CAR,"at MIN","4 out of 5 stars","F","-"
