"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"96","Elijhaa Penny",NYG,"at SEA","3 out of 5 stars","F","0.6"
"97","Darwin Thompson",KC,"vs. DEN","2 out of 5 stars","F","0.6"
"98","AJ Dillon",GB,"vs. PHI","2 out of 5 stars","F","0.6"
"99","Jeremy Cox",DEN,"at KC","3 out of 5 stars","F","0.6"
"100","Khari Blasingame",TEN,"vs. CLE","3 out of 5 stars","F","0.5"
"101","Michael Burton",NO,"at ATL","1 out of 5 stars","F","0.5"
"102","Alex Collins",SEA,"vs. NYG","3 out of 5 stars","F","0.5"
"103","Lamar Miller",CHI,"vs. DET","5 out of 5 stars","F","0.4"
"104","Reggie Gilliam",BUF,"at SF","2 out of 5 stars","F","0.4"
"105","D.J. Foster",ARI,"vs. LAR","2 out of 5 stars","F","0.3"
"106","Keith Smith",ATL,"vs. NO","1 out of 5 stars","F","0.3"
"107","Scottie Phillips",HOU,"vs. IND","2 out of 5 stars","F","0.2"
"108","Artavis Pierce",CHI,"vs. DET","5 out of 5 stars","F","0.1"
"109","Andy Janovich",CLE,"at TEN","5 out of 5 stars","F","0.1"
"110","Anthony Sherman",KC,"vs. DEN","2 out of 5 stars","F","0.1"
"111","J.J. Taylor",NE,"at LAC","4 out of 5 stars","F","0.1"
"112","Jonathan Ward",ARI,"vs. LAR","2 out of 5 stars","F","0.1"
"113","Derek Watt",PIT,"vs. WAS","2 out of 5 stars","F","0.1"
"114","Patrick Ricard",BAL,"vs. DAL","3 out of 5 stars","F","0.1"
