"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"90","Darrynton Evans",TEN,"at JAC","5 out of 5 stars","F","1.5"
"91","C.J. Ham",MIN,"at TB","1 out of 5 stars","F","1.5"
"92","Jaylen Samuels",PIT,"at BUF","4 out of 5 stars","F","1.5"
"93","Corey Clement",PHI,"vs. NO","1 out of 5 stars","F","1.4"
"94","Salvon Ahmed",MIA,"vs. KC","3 out of 5 stars","F","1.4"
"95","Antonio Gibson",WAS,"at SF","2 out of 5 stars","F","1.3"
"96","Jakob Johnson",NE,"at LAR","2 out of 5 stars","F","1.4"
"97","D'Ernest Johnson",CLE,"vs. BAL","2 out of 5 stars","F","1.3"
"98","Elijhaa Penny",NYG,"vs. ARI","2 out of 5 stars","F","1.3"
"99","Jonathan Williams",DET,"vs. GB","5 out of 5 stars","F","1.3"
"100","Buddy Howell",HOU,"at CHI","2 out of 5 stars","F","1.3"
"101","Alec Ingold",LV,"vs. IND","3 out of 5 stars","F","1.3"
"102","Troymaine Pope",LAC,"vs. ATL","1 out of 5 stars","F","1.2"
"103","DeAndre Washington",MIA,"vs. KC","3 out of 5 stars","F","1.1"
"104","Trenton Cannon",CAR,"vs. DEN","2 out of 5 stars","F","1.1"
"105","Rodney Smith",CAR,"vs. DEN","2 out of 5 stars","F","-"
"106","LeSean McCoy",TB,"vs. MIN","2 out of 5 stars","F","-"
"107","Alex Armah",CAR,"vs. DEN","2 out of 5 stars","F","-"
"108","Michael Burton",NO,"at PHI","2 out of 5 stars","F","-"
"109","Qadree Ollison",ATL,"at LAC","4 out of 5 stars","F","-"
"110","Dwayne Washington",NO,"at PHI","2 out of 5 stars","F","-"
"111","Khari Blasingame",TEN,"at JAC","5 out of 5 stars","F","-"
"112","Reggie Gilliam",BUF,"vs. PIT","1 out of 5 stars","F","-"
"113","Keith Smith",ATL,"at LAC","4 out of 5 stars","F","-"
"114","Patrick Ricard",BAL,"at CLE","3 out of 5 stars","F","-"
"115","Matt Breida",MIA,"vs. KC","3 out of 5 stars","F","-"
"116","Jonathan Ward",ARI,"at NYG","3 out of 5 stars","F","-"
"117","Anthony Sherman",KC,"at MIA","3 out of 5 stars","F","-"
"118","Andy Janovich",CLE,"vs. BAL","2 out of 5 stars","F","-"
"119","T.J. Yeldon",BUF,"vs. PIT","1 out of 5 stars","F","-"
"120","Lamar Miller",CHI,"vs. HOU","5 out of 5 stars","F","-"
"121","Ke'Shawn Vaughn",TB,"vs. MIN","2 out of 5 stars","F","-"
"122","Travis Homer",SEA,"vs. NYJ","3 out of 5 stars","F","-"
"123","J.J. Taylor",NE,"at LAR","2 out of 5 stars","F","-"
"124","Dontrell Hilliard",CLE,"vs. BAL","2 out of 5 stars","F","-"
"125","Derek Watt",PIT,"at BUF","4 out of 5 stars","F","-"
