"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"73","Kyle Juszczyk",SF,"at NO","1 out of 5 stars","F","2.2"
"74","Samaje Perine",CIN,"at PIT","2 out of 5 stars","F","2.2"
"75","DeAndre Washington",MIA,"vs. LAC","3 out of 5 stars","F","2.1"
"76","D.J. Foster",ARI,"vs. BUF","5 out of 5 stars","F","2.1"
"77","Trenton Cannon",CAR,"vs. TB","2 out of 5 stars","F","2.1"
"78","LeSean McCoy",TB,"at CAR","4 out of 5 stars","F","2.0"
"79","Jaylen Samuels",PIT,"vs. CIN","3 out of 5 stars","F","2.0"
"80","Corey Clement",PHI,"at NYG","4 out of 5 stars","F","1.9"
"81","Carlos Hyde",SEA,"at LAR","2 out of 5 stars","F","1.7"
"82","Matt Breida",MIA,"vs. LAC","3 out of 5 stars","F","1.6"
"83","Royce Freeman",DEN,"at LV","4 out of 5 stars","F","1.6"
"84","Buddy Howell",HOU,"at CLE","3 out of 5 stars","F","1.6"
"85","Alec Ingold",LV,"vs. DEN","1 out of 5 stars","F","1.5"
"86","Alex Armah",CAR,"vs. TB","2 out of 5 stars","F","1.5"
"87","Justice Hill",BAL,"at NE","4 out of 5 stars","F","1.5"
"88","D'Ernest Johnson",CLE,"vs. HOU","5 out of 5 stars","F","1.4"
"89","C.J. Ham",MIN,"at CHI","2 out of 5 stars","F","1.4"
"90","Eno Benjamin",ARI,"vs. BUF","5 out of 5 stars","F","1.4"
"91","Jakob Johnson",NE,"vs. BAL","2 out of 5 stars","F","1.3"
"92","Sony Michel",NE,"vs. BAL","2 out of 5 stars","F","1.3"
"93","Ameer Abdullah",MIN,"at CHI","2 out of 5 stars","F","1.3"
"94","AJ Dillon",GB,"vs. JAC","5 out of 5 stars","F","1.3"
"95","Ke'Shawn Vaughn",TB,"at CAR","4 out of 5 stars","F","1.3"
"96","Dare Ogunbowale",JAC,"at GB","5 out of 5 stars","F","1.2"
"97","Michael Burton",NO,"vs. SF","1 out of 5 stars","F","1.1"
"98","Reggie Gilliam",BUF,"at ARI","2 out of 5 stars","F","1.1"
"99","Elijhaa Penny",NYG,"vs. PHI","2 out of 5 stars","F","1.1"
"100","Patrick Ricard",BAL,"at NE","4 out of 5 stars","F","1.0"
"101","Andy Janovich",CLE,"vs. HOU","5 out of 5 stars","F","0.9"
"102","Cullen Gillaspia",HOU,"at CLE","3 out of 5 stars","F","0.9"
"103","Dontrell Hilliard",CLE,"vs. HOU","5 out of 5 stars","F","0.8"
"104","Senorise Perry",TEN,"vs. IND","1 out of 5 stars","F","0.7"
"105","Reggie Bonnafon",CAR,"vs. TB","2 out of 5 stars","F","0.8"
"106","Austin Walter",SF,"at NO","1 out of 5 stars","F","0.7"
"107","Lynn Bowden Jr.",MIA,"vs. LAC","3 out of 5 stars","F","0.7"
"108","Trayveon Williams",CIN,"at PIT","2 out of 5 stars","F","0.2"
"109","Tevin Coleman",SF,"at NO","1 out of 5 stars","F","-"
"110","Devine Ozigbo",JAC,"at GB","5 out of 5 stars","F","-"
"111","Scottie Phillips",HOU,"at CLE","3 out of 5 stars","F","-"
"112","Dwayne Washington",NO,"vs. SF","1 out of 5 stars","F","-"
"113","Ty Montgomery",NO,"vs. SF","1 out of 5 stars","F","-"
"114","Khari Blasingame",TEN,"vs. IND","1 out of 5 stars","F","-"
"115","Johnathan Lovett",FA,"-","-","F","-"
"116","Artavis Pierce",CHI,"vs. MIN","3 out of 5 stars","F","-"
"117","Mike Boone",MIN,"at CHI","2 out of 5 stars","F","-"
"118","Jeremy Cox",DEN,"at LV","4 out of 5 stars","F","-"
"119","Jason Huntley",PHI,"at NYG","4 out of 5 stars","F","-"
"120","Chandler Cox",MIA,"vs. LAC","3 out of 5 stars","F","-"
