"Player","Team","Position","DK","FD","Std","Half","Full","DK Ceiling","FD Ceiling"
"DK Metcalf","SEA","WR","15.6","13.1","9.9","12.4","14.9","29.4","25.6"
"Aaron Rodgers","NYJ","QB","15.3","15.1","14.6","14.6","14.6","24.2","24.0"
"Zay Flowers","BAL","WR","14.8","12.2","9.1","11.7","14.3","28.2","24.3"
"George Pickens","PIT","WR","15.0","12.6","9.6","11.9","14.3","28.5","24.8"
"Garrett Wilson","NYJ","WR","14.7","12.0","8.8","11.5","14.2","27.5","23.4"
"Mike Evans","TB","WR","14.7","12.4","9.4","11.7","14.1","28.0","24.4"
"Jerome Ford","CLE","RB","14.5","12.8","10.8","12.4","14.0","27.5","25.1"
"Stefon Diggs","HOU","WR","14.4","11.8","8.8","11.4","14.0","27.3","23.4"
"Wan'Dale Robinson","NYG","WR","14.2","11.2","8.0","11.0","13.9","26.2","21.9"
"D'Andre Swift","CHI","RB","14.3","12.9","11.2","12.4","13.7","27.0","25.2"
"Chris Olave","NO","WR","14.2","11.7","8.6","11.1","13.6","27.0","23.1"
"Brandon Aiyuk","SF","WR","14.2","11.9","9.1","11.3","13.5","27.4","23.9"
"Terry McLaurin","WAS","WR","14.1","11.7","8.7","11.1","13.5","26.9","23.1"
"Amari Cooper","CLE","WR","13.9","11.6","8.8","11.1","13.4","26.8","23.2"
"Brian Thomas Jr.","JAX","WR","13.9","11.5","8.7","11.0","13.4","26.8","23.2"
"Christian Kirk","JAX","WR","13.8","11.3","8.3","10.8","13.3","26.7","22.8"
"De'Von Achane","MIA","RB","13.8","12.0","10.0","11.6","13.3","25.8","23.3"
"DJ Moore","CHI","WR","13.6","11.2","8.4","10.8","13.2","26.1","22.5"
"Brian Robinson","WAS","RB","13.9","12.8","11.3","12.2","13.2","27.6","26.2"
"Andy Dalton","CAR","QB","13.7","13.5","13.1","13.1","13.1","22.0","21.8"
"Dontayvion Wicks","GB","WR","13.6","11.4","8.6","10.8","13.0","26.4","22.9"
"James Conner","ARI","RB","13.5","12.2","10.6","11.8","12.9","25.9","24.2"
"Derek Carr","NO","QB","13.5","13.3","12.8","12.8","12.8","21.7","21.6"
"Keenan Allen","CHI","WR","13.0","10.5","7.7","10.2","12.7","24.4","20.7"
"Tee Higgins","CIN","WR","13.3","11.1","8.3","10.5","12.7","26.3","22.8"
"Rashid Shaheed","NO","WR","13.2","11.1","8.6","10.6","12.7","26.3","23.0"
"Josh Downs","IND","WR","12.9","10.4","7.5","10.0","12.5","24.3","20.5"
"Jaxon Smith-Njigba","SEA","WR","12.8","10.3","7.4","9.9","12.5","24.0","20.3"
"Zack Moss","CIN","RB","12.7","11.1","9.4","10.9","12.4","24.5","22.3"
"Gardner Minshew","LV","QB","12.9","12.7","12.4","12.4","12.4","20.5","20.3"
"Tyreek Hill","MIA","WR","12.8","10.5","7.9","10.2","12.4","24.7","21.3"
"Courtland Sutton","DEN","WR","12.7","10.4","7.7","10.0","12.3","24.2","20.7"
"Jake Ferguson","DAL","TE","12.4","9.7","6.9","9.6","12.2","22.2","18.2"
"Rachaad White","TB","RB","12.5","10.8","8.9","10.6","12.2","24.1","21.7"
"Alexander Mattison","LV","RB","12.7","11.4","9.6","10.8","12.1","23.9","22.1"
"Jordan Whittington","LA","WR","12.3","10.0","7.4","9.7","12.0","23.9","20.5"
"Tank Dell","HOU","WR","12.3","10.4","8.2","10.0","11.9","25.3","22.3"
"Javonte Williams","DEN","RB","12.2","10.8","9.0","10.4","11.8","23.5","21.5"
"Trey Sermon","IND","RB","12.1","11.1","9.8","10.7","11.7","23.9","22.5"
"Jakobi Meyers","LV","WR","12.0","9.6","7.0","9.3","11.6","22.9","19.4"
"Tyrone Tracy Jr.","NYG","RB","12.0","10.7","9.1","10.4","11.6","23.5","21.7"
"Tutu Atwell","LA","WR","11.8","9.9","7.6","9.5","11.4","23.9","20.9"
"Darnell Mooney","ATL","WR","11.7","9.6","7.2","9.2","11.3","23.1","19.9"
"Jacoby Brissett","NE","QB","11.6","11.4","11.3","11.3","11.3","20.0","19.8"
"Dalton Kincaid","BUF","TE","11.5","9.1","6.5","8.9","11.2","21.2","17.5"
"Brock Bowers","LV","TE","11.4","9.0","6.5","8.8","11.2","20.5","16.9"
"Cam Akers","HOU","RB","11.3","10.4","9.3","10.1","10.9","23.4","22.0"
"Kareem Hunt","KC","RB","11.1","10.0","8.7","9.7","10.8","22.3","20.7"
"Xavier Worthy","KC","WR","11.0","9.3","7.4","9.1","10.7","22.7","20.0"
"Tyler Lockett","SEA","WR","11.0","9.0","6.7","8.7","10.7","21.8","18.6"
"Rhamondre Stevenson","NE","RB","10.8","9.7","8.4","9.4","10.4","21.9","20.3"
"Ray-Ray McCloud","ATL","WR","10.5","8.5","6.3","8.3","10.3","21.0","17.9"
"Antonio Gibson","NE","RB","10.7","9.6","8.2","9.3","10.3","21.6","20.0"
"Xavier Legette","CAR","WR","10.3","8.4","6.3","8.2","10.1","20.6","17.6"
"Rico Dowdle","DAL","RB","10.4","9.3","8.1","9.1","10.1","20.8","19.3"
"Jerry Jeudy","CLE","WR","10.3","8.4","6.3","8.2","10.0","20.6","17.6"
"Jauan Jennings","SF","WR","10.2","8.5","6.5","8.2","9.9","21.0","18.2"
"George Kittle","SF","TE","10.0","8.3","6.4","8.1","9.8","19.9","17.0"
"Bucky Irving","TB","RB","10.1","9.1","7.8","8.8","9.8","21.0","19.4"
"Tucker Kraft","GB","TE","9.8","7.8","5.8","7.7","9.7","18.8","15.7"
"Trey McBride","ARI","TE","9.7","7.6","5.3","7.5","9.6","18.2","14.8"
"Jordan Addison","MIN","WR","9.8","8.1","6.3","7.9","9.5","20.2","17.6"
"Pat Freiermuth","PIT","TE","9.5","7.6","5.6","7.5","9.4","18.4","15.3"
"Gabe Davis","JAX","WR","9.5","8.0","6.2","7.7","9.3","20.0","17.4"
"Tre Tucker","LV","WR","9.5","7.8","5.9","7.6","9.3","19.5","16.8"
"Colby Parkinson","LA","TE","9.4","7.5","5.5","7.4","9.3","18.2","15.1"
"Austin Ekeler","WAS","RB","9.4","8.0","6.6","7.9","9.3","20.0","17.9"
"Jaylen Waddle","MIA","WR","9.4","7.6","5.7","7.5","9.2","19.1","16.4"
"Darius Slayton","NYG","WR","9.3","7.7","5.7","7.4","9.1","19.4","16.6"
"Curtis Samuel","BUF","WR","9.1","7.4","5.6","7.3","8.9","18.9","16.2"
"Harrison Butker","KC","K","8.9","8.9","8.9","8.9","8.9","15.2","15.2"
"Greg Dortch","ARI","WR","8.9","7.1","5.2","7.0","8.8","18.1","15.2"
"Keon Coleman","BUF","WR","9.0","7.5","5.8","7.3","8.8","18.8","16.3"
"Demarcus Robinson","LA","WR","9.0","7.5","5.8","7.3","8.8","19.0","16.5"
"Cairo Santos","CHI","K","8.7","8.7","8.7","8.7","8.7","15.1","15.1"
"Jake Moody","SF","K","8.7","8.7","8.7","8.7","8.7","14.6","14.6"
"David Njoku","CLE","TE","8.7","6.8","4.9","6.7","8.6","16.8","13.9"
"Braelon Allen","NYJ","RB","8.8","7.7","6.6","7.6","8.6","18.5","16.9"
"SEA DST","SEA","DST","8.6","8.6","8.6","8.6","8.6","16.0","16.0"
"Ka'imi Fairbairn","HOU","K","8.6","8.6","8.6","8.6","8.6","14.9","14.9"
"Chris Boswell","PIT","K","8.6","8.6","8.6","8.6","8.6","15.0","15.0"
"Justice Hill","BAL","RB","8.6","7.1","5.5","7.0","8.5","18.2","15.7"
"Chase Brown","CIN","RB","8.7","7.6","6.5","7.5","8.5","18.4","16.9"
"DEN DST","DEN","DST","8.5","8.5","8.5","8.5","8.5","15.8","15.8"
"Justin Tucker","BAL","K","8.4","8.4","8.4","8.4","8.4","14.3","14.3"
"Kyle Pitts","ATL","TE","8.4","6.9","5.3","6.8","8.3","17.0","14.5"
"Tyler Goodson","IND","RB","8.4","7.3","6.1","7.2","8.3","17.8","16.1"
"Cade Otton","TB","TE","8.4","6.6","4.8","6.6","8.3","16.2","13.4"
"Dustin Hopkins","CLE","K","8.3","8.3","8.3","8.3","8.3","14.7","14.7"
"Chase McLaughlin","TB","K","8.3","8.3","8.3","8.3","8.3","14.6","14.6"
"Michael Wilson","ARI","WR","8.4","6.9","5.2","6.7","8.2","17.6","15.0"
"Allen Lazard","NYJ","WR","8.4","6.8","5.2","6.7","8.2","17.5","15.0"
"Brayden Narveson","GB","K","8.2","8.2","8.2","8.2","8.2","14.1","14.1"
"Cam Little","JAX","K","8.2","8.2","8.2","8.2","8.2","14.3","14.3"
"Younghoe Koo","ATL","K","8.1","8.1","8.1","8.1","8.1","14.3","14.3"
"Brandon Aubrey","DAL","K","8.1","8.1","8.1","8.1","8.1","14.4","14.4"
"Jason Myers","SEA","K","8.1","8.1","8.1","8.1","8.1","14.2","14.2"
"Rome Odunze","CHI","WR","8.1","6.8","5.3","6.6","8.0","17.6","15.4"
"Bo Melton","GB","WR","8.2","7.0","5.6","6.8","8.0","18.6","16.5"
"Zach Charbonnet","SEA","RB","8.1","6.9","5.7","6.8","8.0","17.6","15.7"
"Eddy Pineiro","CAR","K","8.0","8.0","8.0","8.0","8.0","14.4","14.4"
"Evan McPherson","CIN","K","8.0","8.0","8.0","8.0","8.0","14.1","14.1"
"Will Reichard","MIN","K","8.0","8.0","8.0","8.0","8.0","14.0","14.0"
"MIA DST","MIA","DST","7.9","7.9","7.9","7.9","7.9","15.1","15.1"
"Greg Zuerlein","NYJ","K","7.9","7.9","7.9","7.9","7.9","14.1","14.1"
"WAS DST","WAS","DST","7.8","7.8","7.8","7.8","7.8","15.3","15.3"
"Tyler Bass","BUF","K","7.8","7.8","7.8","7.8","7.8","13.8","13.8"
"Jalen Tolbert","DAL","WR","7.9","6.4","4.9","6.3","7.7","16.5","14.2"
"Joshua Karty","LA","K","7.7","7.7","7.7","7.7","7.7","13.8","13.8"
"Mike Gesicki","CIN","TE","7.6","6.1","4.5","6.0","7.6","15.4","12.9"
"Hunter Henry","NE","TE","7.6","6.1","4.5","6.0","7.6","15.3","12.7"
"CHI DST","CHI","DST","7.6","7.6","7.6","7.6","7.6","15.1","15.1"
"Emanuel Wilson","GB","RB","7.6","6.9","6.0","6.7","7.5","17.1","15.9"
"Wil Lutz","DEN","K","7.5","7.5","7.5","7.5","7.5","13.6","13.6"
"Jason Sanders","MIA","K","7.5","7.5","7.5","7.5","7.5","13.6","13.6"
"Austin Seibert","WAS","K","7.5","7.5","7.5","7.5","7.5","13.4","13.4"
"Rashod Bateman","BAL","WR","7.6","6.3","4.9","6.2","7.4","16.6","14.5"
"Andrei Iosivas","CIN","WR","7.5","6.1","4.6","6.0","7.4","15.9","13.6"
"Jaleel McLaughlin","DEN","RB","7.6","6.7","5.8","6.6","7.4","16.4","15.1"
"Zach Ertz","WAS","TE","7.4","5.9","4.4","5.9","7.4","15.0","12.5"
"LV DST","LV","DST","7.4","7.4","7.4","7.4","7.4","14.8","14.8"
"NE DST","NE","DST","7.4","7.4","7.4","7.4","7.4","14.5","14.5"
"Cole Kmet","CHI","TE","7.3","5.8","4.3","5.8","7.3","14.8","12.4"
"Tyler Conklin","NYJ","TE","7.3","5.7","4.1","5.7","7.3","14.4","11.9"
"SF DST","SF","DST","7.3","7.3","7.3","7.3","7.3","14.7","14.7"
"Matt Prater","ARI","K","7.3","7.3","7.3","7.3","7.3","13.3","13.3"
"Matt Gay","IND","K","7.3","7.3","7.3","7.3","7.3","13.1","13.1"
"Joey Slye","NE","K","7.3","7.3","7.3","7.3","7.3","13.5","13.5"
"Samaje Perine","KC","RB","7.3","6.1","4.9","6.1","7.2","16.0","14.1"
"ATL DST","ATL","DST","7.2","7.2","7.2","7.2","7.2","14.5","14.5"
"Daniel Carlson","LV","K","7.2","7.2","7.2","7.2","7.2","13.3","13.3"
"Blake Grupe","NO","K","7.2","7.2","7.2","7.2","7.2","13.2","13.2"
"Brenton Strange","JAX","TE","7.1","5.7","4.3","5.7","7.1","14.7","12.3"
"Demario Douglas","NE","WR","7.1","5.7","4.1","5.6","7.1","15.2","12.7"
"JAX DST","JAX","DST","7.1","7.1","7.1","7.1","7.1","14.4","14.4"
"MIN DST","MIN","DST","7.1","7.1","7.1","7.1","7.1","14.2","14.2"
"Miles Sanders","CAR","RB","7.1","6.1","5.0","6.0","7.0","15.4","13.7"
"Mike Williams","NYJ","WR","7.1","5.9","4.5","5.7","7.0","15.4","13.2"
"Greg Joseph","NYG","K","7.0","7.0","7.0","7.0","7.0","12.9","12.9"
"Tyler Allgeier","ATL","RB","7.1","6.6","5.9","6.4","6.9","16.4","15.5"
"KC DST","KC","DST","6.9","6.9","6.9","6.9","6.9","13.9","13.9"
"NYJ DST","NYJ","DST","6.9","6.9","6.9","6.9","6.9","14.2","14.2"
"Mark Andrews","BAL","TE","6.9","5.7","4.5","5.6","6.8","14.7","12.7"
"Isaiah Likely","BAL","TE","6.8","5.6","4.2","5.5","6.8","14.3","12.1"
"Roschon Johnson","CHI","RB","6.9","6.2","5.3","6.1","6.8","15.8","14.6"
"Dalton Schultz","HOU","TE","6.9","5.5","4.1","5.4","6.8","14.1","11.8"
"CLE DST","CLE","DST","6.8","6.8","6.8","6.8","6.8","14.0","14.0"
"Lil'Jordan Humphrey","DEN","WR","6.7","5.3","3.9","5.3","6.7","14.2","11.9"
"Alec Pierce","IND","WR","6.9","5.8","4.5","5.6","6.7","15.5","13.5"
"BAL DST","BAL","DST","6.7","6.7","6.7","6.7","6.7","13.9","13.9"
"Jonathan Mingo","CAR","WR","6.7","5.4","4.0","5.3","6.6","14.5","12.3"
"Raheem Mostert","MIA","RB","6.7","6.1","5.4","6.0","6.6","15.2","14.2"
"Ja'Lynn Polk","NE","WR","6.7","5.4","4.1","5.4","6.6","14.6","12.4"
"CAR DST","CAR","DST","6.6","6.6","6.6","6.6","6.6","13.7","13.7"
"PIT DST","PIT","DST","6.6","6.6","6.6","6.6","6.6","13.5","13.5"
"DAL DST","DAL","DST","6.5","6.5","6.5","6.5","6.5","13.6","13.6"
"Elijah Moore","CLE","WR","6.2","5.0","3.8","5.0","6.2","13.8","11.7"
"BUF DST","BUF","DST","6.1","6.1","6.1","6.1","6.1","13.2","13.2"
"Noah Fant","SEA","TE","6.0","4.8","3.6","4.8","6.0","12.8","10.7"
"HOU DST","HOU","DST","6.0","6.0","6.0","6.0","6.0","13.1","13.1"
"GB DST","GB","DST","5.9","5.9","5.9","5.9","5.9","12.8","12.8"
"IND DST","IND","DST","5.9","5.9","5.9","5.9","5.9","12.9","12.9"
"Mack Hollins","BUF","WR","5.8","4.8","3.8","4.8","5.8","13.3","11.5"
"Johnny Mundt","MIN","TE","5.8","4.6","3.3","4.5","5.8","12.1","10.0"
"Theo Johnson","NYG","TE","5.8","4.6","3.4","4.6","5.8","12.5","10.4"
"NYG DST","NYG","DST","5.8","5.8","5.8","5.8","5.8","12.7","12.7"
"TB DST","TB","DST","5.8","5.8","5.8","5.8","5.8","12.5","12.5"
"Justin Watson","KC","WR","5.8","4.9","3.9","4.8","5.7","13.6","11.9"
"Ty Chandler","MIN","RB","5.8","5.2","4.6","5.1","5.6","13.7","12.9"
"Olamide Zaccheaus","WAS","WR","5.7","4.7","3.6","4.6","5.6","12.8","11.0"
"Josh Reynolds","DEN","WR","5.5","4.5","3.4","4.4","5.5","12.5","10.6"
"Carson Steele","KC","RB","5.4","4.8","4.2","4.8","5.4","12.8","11.8"
"Noah Gray","KC","TE","5.4","4.3","3.2","4.3","5.4","11.8","9.9"
"Juwan Johnson","NO","TE","5.4","4.3","3.2","4.3","5.4","11.6","9.7"
"LA DST","LA","DST","5.4","5.4","5.4","5.4","5.4","12.4","12.4"
"NO DST","NO","DST","5.4","5.4","5.4","5.4","5.4","12.1","12.1"
"Tommy Tremble","CAR","TE","5.3","4.2","3.1","4.2","5.3","11.5","9.5"
"JuJu Smith-Schuster","KC","WR","5.4","4.3","3.2","4.3","5.3","11.9","10.1"
"Kendrick Bourne","NE","WR","5.4","4.3","3.2","4.3","5.3","12.1","10.1"
"Van Jefferson","PIT","WR","5.4","4.4","3.5","4.4","5.3","12.5","10.8"
"CIN DST","CIN","DST","5.3","5.3","5.3","5.3","5.3","12.1","12.1"
"Erick All","CIN","TE","5.3","4.1","2.9","4.1","5.2","11.2","9.2"
"D'Onta Foreman","CLE","RB","5.4","5.1","4.8","5.0","5.2","13.2","12.7"
"Jalin Hyatt","NYG","WR","5.3","4.4","3.4","4.3","5.2","12.7","11.0"
"Sterling Shepard","TB","WR","5.2","4.2","3.1","4.1","5.2","11.9","10.1"
"Luke McCaffrey","WAS","WR","5.2","4.2","3.2","4.2","5.2","12.0","10.2"
"J.J. Taylor","HOU","RB","5.2","4.7","4.1","4.6","5.1","12.5","11.6"
"Ezekiel Elliott","DAL","RB","5.1","4.6","4.1","4.5","5.0","12.2","11.4"
"Tank Bigsby","JAX","RB","5.2","5.0","4.7","4.9","5.0","13.4","13.1"
"KaVontae Turpin","DAL","WR","4.7","4.0","3.2","3.9","4.7","11.9","10.5"
"Dare Ogunbowale","HOU","RB","4.7","3.7","2.7","3.7","4.7","10.5","8.7"
"Calvin Austin III","PIT","WR","4.7","3.8","2.9","3.8","4.6","11.2","9.6"
"Kyle Juszczyk","SF","RB","4.6","3.6","2.5","3.6","4.6","10.6","8.7"
"Nelson Agholor","BAL","WR","4.6","3.8","2.9","3.7","4.5","11.1","9.6"
"Greg Dulcich","DEN","TE","4.5","3.6","2.6","3.6","4.5","10.2","8.5"
"Malik Heath","GB","WR","4.5","3.7","2.9","3.7","4.5","10.9","9.4"
"Ameer Abdullah","LV","RB","4.5","3.8","3.1","3.8","4.5","10.6","9.3"
"Jamaal Williams","NO","RB","4.5","3.9","3.4","3.9","4.5","11.1","10.1"
"Dyami Brown","WAS","WR","4.5","3.8","3.0","3.7","4.5","11.2","9.7"
"Harrison Bryant","LV","TE","4.4","3.4","2.5","3.4","4.4","9.8","8.1"
"ARI DST","ARI","DST","4.4","4.4","4.4","4.4","4.4","11.0","11.0"
"Austin Hooper","NE","TE","4.4","3.4","2.5","3.4","4.3","9.8","8.1"
"Ty Johnson","BUF","RB","4.2","3.5","2.8","3.5","4.2","10.2","8.9"
"Eric Gray","NYG","RB","3.9","3.5","3.0","3.4","3.9","9.9","9.1"
"Dawson Knox","BUF","TE","3.9","3.1","2.4","3.1","3.8","9.3","7.9"
"Kylen Granson","IND","TE","3.8","3.0","2.3","3.0","3.8","9.0","7.5"
"Jalen Nailor","MIN","WR","3.8","3.2","2.6","3.2","3.8","10.2","9.1"
"DJ Turner","LV","WR","3.7","3.1","2.5","3.1","3.7","9.7","8.6"
"Aaron Shampklin","PIT","RB","3.7","3.2","2.6","3.2","3.7","9.4","8.4"
"Marquez Valdes-Scantling","BUF","WR","3.6","3.1","2.5","3.0","3.6","9.7","8.5"
"Hunter Luepke","DAL","RB","3.6","2.9","2.1","2.9","3.6","8.6","7.2"
"Jalen Brooks","DAL","WR","3.6","3.0","2.3","2.9","3.6","9.3","7.9"
"Ronnie Rivers","LA","RB","3.7","3.3","3.0","3.3","3.6","9.7","9.1"
"Emari Demercado","ARI","RB","3.5","2.9","2.3","2.9","3.5","8.7","7.5"
"Adonai Mitchell","IND","WR","3.5","3.0","2.4","2.9","3.5","9.6","8.5"
"Jonnu Smith","MIA","TE","3.4","2.7","1.9","2.6","3.4","8.0","6.5"
"Tyler Johnson","LA","WR","3.3","2.7","2.0","2.7","3.3","8.6","7.2"
"Ray Davis","BUF","RB","3.2","3.0","2.7","2.9","3.1","8.8","8.4"
"Luke Farrell","JAX","TE","3.1","2.5","1.8","2.5","3.1","7.9","6.6"
"Mecole Hardman","KC","WR","3.1","2.6","2.0","2.6","3.1","8.5","7.4"
"Odell Beckham Jr.","MIA","WR","3.0","2.5","2.0","2.5","3.0","8.4","7.4"
"Foster Moreau","NO","TE","3.0","2.4","1.7","2.4","3.0","7.4","6.1"
"Josh Oliver","MIN","TE","2.8","2.2","1.7","2.2","2.8","7.3","6.0"
"Mason Tipton","NO","WR","2.8","2.2","1.7","2.2","2.8","7.4","6.2"
"Elijah Higgins","ARI","TE","2.7","2.1","1.6","2.1","2.7","6.9","5.7"
"Jordan Akins","CLE","TE","2.6","2.1","1.5","2.1","2.6","6.8","5.6"
"Troy Franklin","DEN","WR","2.6","2.0","1.5","2.0","2.6","6.9","5.7"
"Ja'Tavion Sanders","CAR","TE","2.5","2.0","1.4","2.0","2.5","6.4","5.2"
"Brandon Powell","MIN","WR","2.5","2.0","1.5","2.0","2.5","7.0","5.9"
"Daniel Bellinger","NYG","TE","2.5","1.9","1.4","1.9","2.5","6.6","5.4"
"Parker Washington","JAX","WR","2.3","1.8","1.4","1.8","2.3","6.4","5.3"
"Darnell Washington","PIT","TE","2.3","1.9","1.4","1.9","2.3","6.4","5.3"
"AJ Barner","SEA","TE","2.3","1.9","1.4","1.9","2.3","6.3","5.3"
"Mo Alie-Cox","IND","TE","2.2","1.8","1.4","1.8","2.2","6.3","5.4"
"Jeremy Ruckert","NYJ","TE","2.2","1.7","1.2","1.7","2.1","5.8","4.7"
"Trey Benson","ARI","RB","2.1","2.0","1.9","2.0","2.0","6.4","6.2"
"Ben Sims","GB","TE","2.0","1.6","1.2","1.6","2.0","5.7","4.8"
"Jonathan Ward","PIT","RB","2.1","1.9","1.8","1.9","2.0","6.4","6.1"
"Isaac Guerendo","SF","RB","1.9","1.8","1.7","1.8","1.9","6.1","6.0"
"Jake Bobo","SEA","WR","1.9","1.6","1.2","1.6","1.9","5.8","4.9"
"Pharaoh Brown","SEA","TE","1.9","1.5","1.1","1.5","1.9","5.4","4.5"
"Skyy Moore","KC","WR","1.8","1.5","1.1","1.5","1.8","5.6","4.7"
"Isaiah Hodgins","NYG","WR","1.7","1.3","1.0","1.3","1.7","0.0","0.0"
"Khalil Herbert","CHI","RB","1.6","1.6","1.5","1.6","1.6","5.4","5.2"
"Drew Sample","CIN","TE","1.6","1.2","0.9","1.2","1.6","4.6","3.7"
"Cedric Tillman","CLE","WR","1.5","1.2","0.9","1.2","1.5","4.8","4.0"
"Deuce Vaughn","DAL","RB","1.5","1.4","1.3","1.4","1.5","4.9","4.7"
"Nate Adkins","DEN","TE","1.5","1.2","0.8","1.2","1.5","4.4","3.6"
"Adam Trautman","DEN","TE","1.5","1.2","0.9","1.2","1.5","4.5","3.7"
"Andrew Ogletree","IND","TE","1.5","1.3","1.0","1.3","1.5","4.8","4.1"
"JaMycal Hasty","NE","RB","1.6","1.4","1.3","1.4","1.5","5.0","4.7"
"Ihmir Smith-Marsette","NYG","WR","1.4","1.1","0.8","1.1","1.4","4.5","3.7"
"Cade Stover","HOU","TE","1.3","1.1","0.8","1.1","1.3","4.2","3.4"
"Evan Hull","IND","RB","1.3","1.2","1.1","1.2","1.3","4.4","4.1"
"D'Ernest Johnson","JAX","RB","1.4","1.3","1.3","1.3","1.3","4.5","4.4"
"Hunter Long","LA","TE","1.3","1.0","0.8","1.0","1.3","4.0","3.3"
"Alec Ingold","MIA","RB","1.3","1.1","0.9","1.1","1.3","4.1","3.5"
"Xavier Gipson","NYJ","WR","1.3","1.1","0.8","1.1","1.3","4.3","3.6"
"Kameron Johnson","TB","WR","1.3","1.1","0.9","1.1","1.3","4.6","4.0"
"Xavier Hutchinson","HOU","WR","1.2","1.0","0.8","1.0","1.2","4.2","3.5"
