Week-13-rankings-export

Overall Rank,Full Name,Team Abbreviation,Position,Position Rank,Bye Week,Injury Status
146,"Will Dissly","LAC","TE",14,5,"ACTIVE"
147,"Tank Bigsby","JAX","RB",39,12,"ACTIVE"
148,"Jerome Ford","CLE","RB",40,10,"ACTIVE"
149,"Tyler Lockett","SEA","WR",63,10,"ACTIVE"
150,"Justice Hill","BAL","RB",41,14,"ACTIVE"
151,"Ray-Ray McCloud III","ATL","WR",64,12,"ACTIVE"
152,"Zach Ertz","WAS","TE",15,14,"ACTIVE"
153,"Tucker Kraft","GB","TE",16,10,"ACTIVE"
154,"Mark Andrews","BAL","TE",17,14,"ACTIVE"
155,"Demarcus Robinson","LAR","WR",65,6,"ACTIVE"
156,"Kyle Pitts","ATL","TE",18,12,"ACTIVE"
157,"Cole Kmet","CHI","TE",19,7,"ACTIVE"
158,"Dawson Knox","BUF","TE",20,12,"ACTIVE"
159,"Tre Tucker","LV","WR",66,10,"ACTIVE"
160,"Braelon Allen","NYJ","RB",42,12,"ACTIVE"
161,"Kayshon Boutte","NE","WR",67,14,"ACTIVE"
162,"Dalton Schultz","HOU","TE",21,14,"ACTIVE"
163,"Jalen Tolbert","DAL","WR",68,7,"ACTIVE"
164,"Calvin Austin III","PIT","WR",69,9,"ACTIVE"
165,"Pat Freiermuth","PIT","TE",22,9,"ACTIVE"
166,"Zach Charbonnet","SEA","RB",43,10,"ACTIVE"
167,"Tyler Allgeier","ATL","RB",44,12,"ACTIVE"
168,"Kendrick Bourne","NE","WR",70,14,"ACTIVE"
169,"Jalen McMillan","TB","WR",71,11,"ACTIVE"
170,"Devin Singletary","NYG","RB",45,11,"ACTIVE"
171,"Antonio Gibson","NE","RB",46,14,"ACTIVE"
172,"Brandin Cooks","DAL","WR",72,7,"ACTIVE"
173,"Noah Gray","KC","TE",23,6,"ACTIVE"
174,"John Metchie III","HOU","WR",73,14,"ACTIVE"
175,"Kimani Vidal","LAC","RB",47,5,"ACTIVE"
176,"Luke Schoonmaker","DAL","TE",24,7,"ACTIVE"
177,"Juwan Johnson","NO","TE",25,12,"ACTIVE"
178,"Mike Gesicki","CIN","TE",26,12,"ACTIVE"
179,"Theo Johnson","NYG","TE",27,11,"ACTIVE"
180,"Darius Slayton","NYG","WR",74,11,"ACTIVE"
181,"Isaiah Likely","BAL","TE",28,14,"ACTIVE"
182,"Tyler Boyd","TEN","WR",75,5,"ACTIVE"
183,"Lil'Jordan Humphrey","DEN","WR",76,14,"ACTIVE"
184,"Tommy Tremble","CAR","TE",29,11,"ACTIVE"
185,"Sterling Shepard","TB","WR",77,11,"ACTIVE"
186,"Tim Patrick","DET","WR",78,5,"ACTIVE"
187,"Cam Akers","MIN","RB",48,6,"ACTIVE"
188,"Parker Washington","JAX","WR",79,12,"ACTIVE"
189,"Ricky Pearsall","SF","WR",80,9,"ACTIVE"
190,"Chigoziem Okonkwo","TEN","TE",30,5,"ACTIVE"
191,"Troy Franklin","DEN","WR",81,14,"ACTIVE"
192,"Marvin Mims Jr.","DEN","WR",82,14,"ACTIVE"
193,"Tyler Conklin","NYJ","TE",31,12,"ACTIVE"
194,"Ray Davis","BUF","RB",49,12,"ACTIVE"
195,"Foster Moreau","NO","TE",32,12,"ACTIVE"
196,"Austin Hooper","NE","TE",33,14,"ACTIVE"
197,"Noah Fant","SEA","TE",34,10,"ACTIVE"
198,"Jordan Akins","CLE","TE",35,10,"ACTIVE"
199,"Jalen Nailor","MIN","WR",83,6,"ACTIVE"
200,"Roschon Johnson","CHI","RB",50,7,"ACTIVE"
201,"Justin Watson","KC","WR",84,6,"ACTIVE"
202,"Jaleel McLaughlin","DEN","RB",51,14,"ACTIVE"
203,"JuJu Smith-Schuster","KC","WR",85,6,"ACTIVE"
204,"Sincere McCormick","LV","RB",52,10,"ACTIVE"
205,"Andrei Iosivas","CIN","WR",86,12,"ACTIVE"
206,"Jaylen Wright","MIA","RB",53,6,"ACTIVE"
207,"Mike Williams","PIT","WR",87,9,"ACTIVE"
208,"DJ Turner","LV","WR",88,10,"ACTIVE"
209,"Jahan Dotson","PHI","WR",89,5,"ACTIVE"
210,"Olamide Zaccheaus","WAS","WR",90,14,"ACTIVE"
211,"Trey Benson","ARI","RB",54,11,"ACTIVE"
212,"Audric Estime","DEN","RB",55,14,"ACTIVE"
213,"Emanuel Wilson","GB","RB",56,10,"ACTIVE"
214,"Jamari Thrash","CLE","WR",91,10,"ACTIVE"
215,"Raheem Mostert","MIA","RB",57,6,"ACTIVE"
216,"Chris Brooks","GB","RB",58,10,"ACTIVE"
217,"Bo Melton","GB","WR",92,10,"ACTIVE"
218,"Ezekiel Elliott","DAL","RB",59,7,"ACTIVE"
219,"Van Jefferson","PIT","WR",93,9,"ACTIVE"
220,"Tutu Atwell","LAR","WR",94,6,"ACTIVE"
221,"Diontae Johnson","BAL","WR",95,14,"ACTIVE"
222,"Devin Duvernay","JAX","WR",96,12,"ACTIVE"
223,"Kenneth Gainwell","PHI","RB",60,5,"ACTIVE"
224,"Jonathon Brooks","CAR","RB",61,11,"ACTIVE"
225,"Blake Corum","LAR","RB",62,6,"ACTIVE"
226,"Hassan Haskins","LAC","RB",63,5,"ACTIVE"
227,"KaVontae Turpin","DAL","WR",97,7,"ACTIVE"
228,"Emari Demercado","ARI","RB",64,11,"QUEST"
229,"Sean Tucker","TB","RB",65,11,"ACTIVE"
230,"Johnny Wilson","PHI","WR",98,5,"OUT"
231,"Dyami Brown","WAS","WR",99,14,"ACTIVE"
232,"Nelson Agholor","BAL","WR",100,14,"ACTIVE"
233,"Odell Beckham Jr.","MIA","WR",101,6,"ACTIVE"
234,"Jordan Mason","SF","RB",66,9,"ACTIVE"
235,"Samaje Perine","KC","RB",67,6,"ACTIVE"
236,"Cedrick Wilson Jr.","NO","WR",102,12,"ACTIVE"
237,"Khalil Herbert","CIN","RB",68,12,"ACTIVE"
238,"Malik Washington","MIA","WR",103,6,"ACTIVE"
239,"Dare Ogunbowale","HOU","RB",69,14,"ACTIVE"
240,"Ty Johnson","BUF","RB",70,12,"ACTIVE"
241,"Kevin Austin Jr.","NO","WR",104,12,"ACTIVE"
242,"JaMycal Hasty","NE","RB",71,14,"ACTIVE"
243,"Trey Sermon","IND","RB",72,14,"ACTIVE"
244,"Cordarrelle Patterson","PIT","RB",73,9,"ACTIVE"
245,"Jamaal Williams","NO","RB",74,12,"QUEST"
246,"Jordan Mims","NO","RB",75,12,"ACTIVE"
247,"Hunter Luepke","DAL","RB",76,7,"ACTIVE"
248,"Mack Hollins","BUF","WR",105,12,"ACTIVE"
249,"Dameon Pierce","HOU","RB",77,14,"ACTIVE"
250,"D'Ernest Johnson","JAX","RB",78,12,"ACTIVE"
251,"Tyler Goodson","IND","RB",79,14,"ACTIVE"
252,"Eric Gray","NYG","RB",80,11,"ACTIVE"
253,"Kyle Juszczyk","SF","RB",81,9,"ACTIVE"
254,"Keaton Mitchell","BAL","RB",82,14,"ACTIVE"
255,"Alec Ingold","MIA","RB",83,6,"ACTIVE"
256,"Michael Burton","DEN","RB",84,14,"ACTIVE"
257,"Craig Reynolds","DET","RB",85,5,"ACTIVE"
258,"Xavier Gipson","NYJ","WR",106,12,"ACTIVE"
259,"Deven Thompkins","CAR","WR",107,11,"ACTIVE"
260,"Greg Dortch","ARI","WR",108,11,"ACTIVE"
261,"Jermaine Burton","CIN","WR",109,12,"ACTIVE"
262,"Luke McCaffrey","WAS","WR",110,14,"ACTIVE"
263,"Malachi Corley","NYJ","WR",111,12,"ACTIVE"
264,"Ja'Lynn Polk","NE","WR",112,14,"ACTIVE"
265,"Robert Woods","HOU","WR",113,14,"ACTIVE"
266,"Jalen Reagor","LAC","WR",114,5,"ACTIVE"
267,"Darnell Washington","PIT","TE",36,9,"ACTIVE"
268,"Davis Allen","LAR","TE",37,6,"ACTIVE"
269,"Trey Palmer","TB","WR",115,11,"ACTIVE"
270,"Brevyn Spann-Ford","DAL","TE",38,7,"ACTIVE"
271,"Kylen Granson","IND","TE",39,14,"ACTIVE"
272,"Cade Stover","HOU","TE",40,14,"ACTIVE"
273,"Lucas Krull","DEN","TE",41,14,"ACTIVE"
274,"Colby Parkinson","LAR","TE",42,6,"ACTIVE"
275,"AJ Barner","SEA","TE",43,10,"ACTIVE"
276,"Michael Mayer","LV","TE",44,10,"ACTIVE"
277,"Brenton Strange","JAX","TE",45,12,"ACTIVE"
278,"Adam Trautman","DEN","TE",46,14,"ACTIVE"
279,"Josh Whyle","TEN","TE",47,5,"ACTIVE"
280,"Elijah Higgins","ARI","TE",48,11,"ACTIVE"
281,"Tanner Hudson","CIN","TE",49,12,"ACTIVE"
282,"Jeremy Ruckert","NYJ","TE",50,12,"ACTIVE"
