Week-16-rankings-export

Overall Rank,Full Name,Team Abbreviation,Position,Position Rank,Bye Week,Injury Status
83,"Breece Hall","NYJ","RB",18,12,"ACTIVE"
84,"Marvin Harrison Jr.","ARI","WR",31,11,"ACTIVE"
85,"Jerry Jeudy","CLE","WR",32,10,"ACTIVE"
86,"Kenneth Walker III","SEA","RB",19,10,"ACTIVE"
87,"Calvin Ridley","TEN","WR",33,5,"ACTIVE"
88,"Jayden Reed","GB","WR",34,10,"ACTIVE"
89,"Jonnu Smith","MIA","TE",4,6,"ACTIVE"
90,"Jameson Williams","DET","WR",35,5,"ACTIVE"
91,"Travis Kelce","KC","TE",5,6,"ACTIVE"
92,"Sam LaPorta","DET","TE",6,5,"ACTIVE"
93,"Tony Pollard","TEN","RB",20,5,"QUEST"
94,"Darnell Mooney","ATL","WR",36,12,"ACTIVE"
95,"Jerome Ford","CLE","RB",21,10,"ACTIVE"
96,"Tyrone Tracy","NYG","RB",22,11,"ACTIVE"
97,"Deebo Samuel","SF","WR",37,9,"ACTIVE"
98,"Kendre Miller","NO","RB",23,12,"ACTIVE"
99,"T.J. Hockenson","MIN","TE",7,6,"ACTIVE"
100,"Rhamondre Stevenson","NE","RB",24,14,"ACTIVE"
101,"D'Andre Swift","CHI","RB",25,7,"ACTIVE"
102,"Josh Downs","IND","WR",38,14,"ACTIVE"
103,"Romeo Doubs","GB","WR",39,10,"ACTIVE"
104,"Mark Andrews","BAL","TE",8,14,"ACTIVE"
105,"Christian Watson","GB","WR",40,10,"ACTIVE"
106,"Michael Pittman Jr.","IND","WR",41,14,"ACTIVE"
107,"Rachaad White","TB","RB",26,11,"ACTIVE"
108,"Travis Etienne Jr.","JAX","RB",27,12,"ACTIVE"
109,"Jalen McMillan","TB","WR",42,11,"ACTIVE"
110,"Isiah Pacheco","KC","RB",28,6,"ACTIVE"
111,"Patrick Taylor","SF","RB",29,9,"ACTIVE"
112,"Alexander Mattison","LV","RB",30,10,"ACTIVE"
113,"Rome Odunze","CHI","WR",43,7,"ACTIVE"
114,"DeAndre Hopkins","KC","WR",44,6,"ACTIVE"
115,"Hunter Henry","NE","TE",9,14,"ACTIVE"
116,"Xavier Worthy","KC","WR",45,6,"ACTIVE"
117,"Javonte Williams","DEN","RB",31,14,"ACTIVE"
118,"Jalen Coker","CAR","WR",46,11,"QUEST"
119,"Brenton Strange","JAX","TE",10,12,"ACTIVE"
120,"Najee Harris","PIT","RB",32,9,"ACTIVE"
121,"Tank Dell","HOU","WR",47,14,"ACTIVE"
122,"Ameer Abdullah","LV","RB",33,10,"ACTIVE"
123,"Jaylen Warren","PIT","RB",34,9,"ACTIVE"
124,"Quentin Johnston","LAC","WR",48,5,"ACTIVE"
125,"Tyjae Spears","TEN","RB",35,5,"ACTIVE"
126,"Rashod Bateman","BAL","WR",49,14,"PROB"
127,"Marquez Valdes-Scantling","NO","WR",50,12,"QUEST"
128,"Nick Westbrook-Ikhine","TEN","WR",51,5,"ACTIVE"
129,"Tank Bigsby","JAX","RB",36,12,"ACTIVE"
130,"Gus Edwards","LAC","RB",37,5,"ACTIVE"
131,"Amari Cooper","BUF","WR",52,12,"ACTIVE"
132,"Pat Freiermuth","PIT","TE",11,9,"ACTIVE"
133,"Keon Coleman","BUF","WR",53,12,"ACTIVE"
134,"Calvin Austin III","PIT","WR",54,9,"ACTIVE"
135,"Demario Douglas","NE","WR",55,14,"ACTIVE"
136,"Tre Tucker","LV","WR",56,10,"ACTIVE"
137,"Tucker Kraft","GB","TE",12,10,"ACTIVE"
138,"Zach Charbonnet","SEA","RB",38,10,"ACTIVE"
139,"Wan'Dale Robinson","NYG","WR",57,11,"ACTIVE"
140,"Joshua Palmer","LAC","WR",58,5,"ACTIVE"
141,"Elijah Moore","CLE","WR",59,10,"ACTIVE"
142,"Tim Patrick","DET","WR",60,5,"ACTIVE"
143,"Michael Wilson","ARI","WR",61,11,"ACTIVE"
144,"Ray-Ray McCloud III","ATL","WR",62,12,"ACTIVE"
145,"Dalton Kincaid","BUF","TE",13,12,"ACTIVE"
146,"David Njoku","CLE","TE",14,10,"QUEST"
147,"Kimani Vidal","LAC","RB",39,5,"ACTIVE"
148,"Tyler Allgeier","ATL","RB",40,12,"ACTIVE"
149,"Malik Washington","MIA","WR",63,6,"ACTIVE"
150,"Justice Hill","BAL","RB",41,14,"ACTIVE"
151,"Cedric Tillman","CLE","WR",64,10,"OUT"
152,"Jake Ferguson","DAL","TE",15,7,"ACTIVE"
153,"Dalton Schultz","HOU","TE",16,14,"ACTIVE"
154,"Stone Smartt","LAC","TE",17,5,"ACTIVE"
155,"Brandin Cooks","DAL","WR",65,7,"ACTIVE"
156,"Juwan Johnson","NO","TE",18,12,"ACTIVE"
157,"Kyle Pitts","ATL","TE",19,12,"ACTIVE"
158,"Chigoziem Okonkwo","TEN","TE",20,5,"ACTIVE"
159,"Parker Washington","JAX","WR",66,12,"ACTIVE"
160,"Ray Davis","BUF","RB",42,12,"ACTIVE"
161,"Marvin Mims Jr.","DEN","WR",67,14,"ACTIVE"
162,"Noah Gray","KC","TE",21,6,"ACTIVE"
163,"Sterling Shepard","TB","WR",68,11,"ACTIVE"
164,"Dyami Brown","WAS","WR",69,14,"ACTIVE"
165,"Mike Gesicki","CIN","TE",22,12,"ACTIVE"
166,"Kareem Hunt","KC","RB",43,6,"ACTIVE"
167,"Audric Estime","DEN","RB",44,14,"ACTIVE"
168,"Andrei Iosivas","CIN","WR",70,12,"ACTIVE"
169,"Devaughn Vele","DEN","WR",71,14,"ACTIVE"
170,"Raheem Mostert","MIA","RB",45,6,"ACTIVE"
171,"Antonio Gibson","NE","RB",46,14,"ACTIVE"
172,"Tyler Lockett","SEA","WR",72,10,"ACTIVE"
173,"Cole Kmet","CHI","TE",23,7,"ACTIVE"
174,"David Moore","CAR","WR",73,11,"QUEST"
175,"Devin Singletary","NYG","RB",47,11,"ACTIVE"
176,"Isaiah Likely","BAL","TE",24,14,"ACTIVE"
177,"Noah Fant","SEA","TE",25,10,"ACTIVE"
178,"Grant Calcaterra","PHI","TE",26,5,"ACTIVE"
179,"Tyler Conklin","NYJ","TE",27,12,"ACTIVE"
180,"Adonai Mitchell","IND","WR",74,14,"ACTIVE"
181,"Austin Hooper","NE","TE",28,14,"ACTIVE"
182,"Kendrick Bourne","NE","WR",75,14,"ACTIVE"
183,"Demarcus Robinson","LAR","WR",76,6,"ACTIVE"
184,"Foster Moreau","NO","TE",29,12,"ACTIVE"
185,"Kayshon Boutte","NE","WR",77,14,"ACTIVE"
186,"Mike Williams","PIT","WR",78,9,"ACTIVE"
187,"Cam Akers","MIN","RB",48,6,"ACTIVE"
188,"Olamide Zaccheaus","WAS","WR",79,14,"ACTIVE"
189,"Tyler Boyd","TEN","WR",80,5,"ACTIVE"
190,"Ben Sinnott","WAS","TE",30,14,"ACTIVE"
191,"Jalen Tolbert","DAL","WR",81,7,"ACTIVE"
192,"Kevin Austin Jr.","NO","WR",82,12,"ACTIVE"
193,"Michael Mayer","LV","TE",31,10,"ACTIVE"
194,"Isaiah Davis","NYJ","RB",49,12,"ACTIVE"
195,"Daniel Bellinger","NYG","TE",32,11,"ACTIVE"
196,"Tyler Higbee","LAR","TE",33,6,"ACTIVE"
197,"Ja'Tavion Sanders","CAR","TE",34,11,"ACTIVE"
198,"Tommy Tremble","CAR","TE",35,11,"ACTIVE"
199,"Darius Slayton","NYG","WR",83,11,"ACTIVE"
200,"Braelon Allen","NYJ","RB",50,12,"QUEST"
201,"Allen Lazard","NYJ","WR",84,12,"ACTIVE"
202,"Ty Johnson","BUF","RB",51,12,"ACTIVE"
203,"Van Jefferson","PIT","WR",85,9,"ACTIVE"
204,"Roschon Johnson","CHI","RB",52,7,"ACTIVE"
205,"Dontayvion Wicks","GB","WR",86,10,"ACTIVE"
206,"Craig Reynolds","DET","RB",53,5,"ACTIVE"
207,"Troy Franklin","DEN","WR",87,14,"ACTIVE"
208,"Ricky Pearsall","SF","WR",88,9,"ACTIVE"
209,"Dante Pettis","NO","WR",89,12,"ACTIVE"
210,"Marquise Brown","KC","WR",90,6,"ACTIVE"
211,"D'Onta Foreman","CLE","RB",54,10,"ACTIVE"
212,"Kenneth Gainwell","PHI","RB",55,5,"ACTIVE"
213,"Blake Corum","LAR","RB",56,6,"ACTIVE"
214,"Mack Hollins","BUF","WR",91,12,"ACTIVE"
215,"Jamaal Williams","NO","RB",57,12,"ACTIVE"
216,"Jeremy McNichols","WAS","RB",58,14,"ACTIVE"
217,"Devin Duvernay","JAX","WR",92,12,"ACTIVE"
218,"Ke'Shawn Vaughn","SF","RB",59,9,"ACTIVE"
219,"KaVontae Turpin","DAL","WR",93,7,"ACTIVE"
220,"Tutu Atwell","LAR","WR",94,6,"ACTIVE"
221,"Greg Dortch","ARI","WR",95,11,"ACTIVE"
222,"Jalen Nailor","MIN","WR",96,6,"ACTIVE"
223,"DeeJay Dallas","ARI","RB",60,11,"QUEST"
224,"Chris Brooks","GB","RB",61,10,"ACTIVE"
225,"Emanuel Wilson","GB","RB",62,10,"ACTIVE"
226,"Cordarrelle Patterson","PIT","RB",63,9,"ACTIVE"
227,"Michael Woods II","CLE","WR",97,10,"ACTIVE"
228,"Sean Tucker","TB","RB",64,11,"ACTIVE"
229,"Pierre Strong Jr.","CLE","RB",65,10,"ACTIVE"
230,"Robert Woods","HOU","WR",98,14,"ACTIVE"
231,"JuJu Smith-Schuster","KC","WR",99,6,"ACTIVE"
232,"Jamison Crowder","WAS","WR",100,14,"ACTIVE"
233,"River Cracraft","MIA","WR",101,6,"ACTIVE"
234,"Ezekiel Elliott","DAL","RB",66,7,"ACTIVE"
235,"Samaje Perine","KC","RB",67,6,"ACTIVE"
236,"Scott Miller","PIT","WR",102,9,"ACTIVE"
237,"Dare Ogunbowale","HOU","RB",68,14,"ACTIVE"
238,"Tylan Wallace","BAL","WR",103,14,"ACTIVE"
239,"Israel Abanikanda","SF","RB",69,9,"ACTIVE"
240,"Sione Vaki","DET","RB",70,5,"ACTIVE"
241,"DJ Chark Jr.","LAC","WR",104,5,"ACTIVE"
242,"Trey Sermon","IND","RB",71,14,"ACTIVE"
243,"Kyle Juszczyk","SF","RB",72,9,"ACTIVE"
244,"Khalil Herbert","CIN","RB",73,12,"ACTIVE"
245,"Jaylen Wright","MIA","RB",74,6,"ACTIVE"
246,"Dameon Pierce","HOU","RB",75,14,"ACTIVE"
247,"Mike Boone","CAR","RB",76,11,"ACTIVE"
248,"Lil'Jordan Humphrey","DEN","WR",105,14,"ACTIVE"
249,"Hunter Luepke","DAL","RB",77,7,"ACTIVE"
250,"Raheem Blackshear","CAR","RB",78,11,"ACTIVE"
251,"Chris Rodriguez Jr.","WAS","RB",79,14,"ACTIVE"
252,"Kenny McIntosh","SEA","RB",80,10,"ACTIVE"
253,"Alec Ingold","MIA","RB",81,6,"ACTIVE"
254,"Tyler Goodson","IND","RB",82,14,"ACTIVE"
255,"Julius Chestnut","TEN","RB",83,5,"ACTIVE"
256,"Jordan Mims","NO","RB",84,12,"ACTIVE"
257,"Michael Burton","DEN","RB",85,14,"ACTIVE"
258,"Cedrick Wilson Jr.","NO","WR",106,12,"ACTIVE"
259,"Jahan Dotson","PHI","WR",107,5,"ACTIVE"
260,"Curtis Samuel","BUF","WR",108,12,"QUEST"
261,"Xavier Hutchinson","HOU","WR",109,14,"ACTIVE"
262,"Josh Reynolds","JAX","WR",110,12,"ACTIVE"
263,"Ja'Lynn Polk","NE","WR",111,14,"ACTIVE"
264,"Terrace Marshall Jr.","LV","WR",112,10,"ACTIVE"
265,"Luke McCaffrey","WAS","WR",113,14,"ACTIVE"
266,"Jermaine Burton","CIN","WR",114,12,"ACTIVE"
267,"Dawson Knox","BUF","TE",36,12,"ACTIVE"
268,"Josh Whyle","TEN","TE",37,5,"ACTIVE"
269,"Derius Davis","LAC","WR",115,5,"ACTIVE"
270,"Jordan Akins","CLE","TE",38,10,"ACTIVE"
271,"Kylen Granson","IND","TE",39,14,"ACTIVE"
272,"Josh Oliver","MIN","TE",40,6,"ACTIVE"
273,"Payne Durham","TB","TE",41,11,"ACTIVE"
274,"Lucas Krull","DEN","TE",42,14,"ACTIVE"
275,"Darnell Washington","PIT","TE",43,9,"ACTIVE"
276,"AJ Barner","SEA","TE",44,10,"ACTIVE"
277,"Colby Parkinson","LAR","TE",45,6,"ACTIVE"
278,"Drew Sample","CIN","TE",46,12,"ACTIVE"
279,"Luke Schoonmaker","DAL","TE",47,7,"ACTIVE"
280,"Adam Trautman","DEN","TE",48,14,"ACTIVE"
281,"John Bates","WAS","TE",49,14,"ACTIVE"
282,"Hayden Hurst","LAC","TE",50,5,"ACTIVE"
