Week-15-rankings-export

Overall Rank,Full Name,Team Abbreviation,Position,Position Rank,Bye Week,Injury Status
145,"Jake Ferguson","DAL","TE",13,7,"ACTIVE"
146,"Dalton Kincaid","BUF","TE",14,12,"QUEST"
147,"Braelon Allen","NYJ","RB",39,12,"ACTIVE"
148,"Kimani Vidal","LAC","RB",40,5,"ACTIVE"
149,"Sterling Shepard","TB","WR",63,11,"QUEST"
150,"Justice Hill","BAL","RB",41,14,"ACTIVE"
151,"Devaughn Vele","DEN","WR",64,14,"ACTIVE"
152,"Pat Freiermuth","PIT","TE",15,9,"ACTIVE"
153,"Stone Smartt","LAC","TE",16,5,"ACTIVE"
154,"Dalton Schultz","HOU","TE",17,14,"ACTIVE"
155,"Parker Washington","JAX","WR",65,12,"ACTIVE"
156,"Juwan Johnson","NO","TE",18,12,"ACTIVE"
157,"Kyle Pitts","ATL","TE",19,12,"ACTIVE"
158,"Cole Kmet","CHI","TE",20,7,"ACTIVE"
159,"Tim Patrick","DET","WR",66,5,"ACTIVE"
160,"Kareem Hunt","KC","RB",42,6,"ACTIVE"
161,"Alec Pierce","IND","WR",67,14,"ACTIVE"
162,"Jordan Akins","CLE","TE",21,10,"ACTIVE"
163,"Tyler Lockett","SEA","WR",68,10,"ACTIVE"
164,"Calvin Austin III","PIT","WR",69,9,"ACTIVE"
165,"Noah Gray","KC","TE",22,6,"ACTIVE"
166,"Kendre Miller","NO","RB",43,12,"ACTIVE"
167,"Tyjae Spears","TEN","RB",44,5,"ACTIVE"
168,"Demarcus Robinson","LAR","WR",70,6,"PROB"
169,"Kendrick Bourne","NE","WR",71,14,"ACTIVE"
170,"Tyler Allgeier","ATL","RB",45,12,"ACTIVE"
171,"Jeremy McNichols","WAS","RB",46,14,"ACTIVE"
172,"Brandin Cooks","DAL","WR",72,7,"ACTIVE"
173,"Brenton Strange","JAX","TE",23,12,"ACTIVE"
174,"Kayshon Boutte","NE","WR",73,14,"ACTIVE"
175,"Cam Akers","MIN","RB",47,6,"ACTIVE"
176,"Grant Calcaterra","PHI","TE",24,5,"ACTIVE"
177,"Isaiah Likely","BAL","TE",25,14,"ACTIVE"
178,"Noah Fant","SEA","TE",26,10,"ACTIVE"
179,"Chigoziem Okonkwo","TEN","TE",27,5,"ACTIVE"
180,"David Moore","CAR","WR",74,11,"ACTIVE"
181,"Mike Gesicki","CIN","TE",28,12,"ACTIVE"
182,"Darius Slayton","NYG","WR",75,11,"ACTIVE"
183,"Allen Lazard","NYJ","WR",76,12,"ACTIVE"
184,"Tyler Conklin","NYJ","TE",29,12,"QUEST"
185,"Dontayvion Wicks","GB","WR",77,10,"ACTIVE"
186,"Dyami Brown","WAS","WR",78,14,"ACTIVE"
187,"Antonio Gibson","NE","RB",48,14,"ACTIVE"
188,"Andrei Iosivas","CIN","WR",79,12,"ACTIVE"
189,"Mike Williams","PIT","WR",80,9,"ACTIVE"
190,"Austin Hooper","NE","TE",30,14,"ACTIVE"
191,"Ricky Pearsall","SF","WR",81,9,"ACTIVE"
192,"Troy Franklin","DEN","WR",82,14,"ACTIVE"
193,"Michael Mayer","LV","TE",31,10,"ACTIVE"
194,"Patrick Taylor","SF","RB",49,9,"ACTIVE"
195,"Daniel Bellinger","NYG","TE",32,11,"ACTIVE"
196,"Foster Moreau","NO","TE",33,12,"ACTIVE"
197,"Ja'Tavion Sanders","CAR","TE",34,11,"ACTIVE"
198,"Tommy Tremble","CAR","TE",35,11,"ACTIVE"
199,"Kevin Austin Jr.","NO","WR",83,12,"ACTIVE"
200,"Ray Davis","BUF","RB",50,12,"ACTIVE"
201,"Van Jefferson","PIT","WR",84,9,"ACTIVE"
202,"Isaiah Davis","NYJ","RB",51,12,"ACTIVE"
203,"Olamide Zaccheaus","WAS","WR",85,14,"ACTIVE"
204,"Ameer Abdullah","LV","RB",52,10,"ACTIVE"
205,"Tutu Atwell","LAR","WR",86,6,"ACTIVE"
206,"Raheem Mostert","MIA","RB",53,6,"ACTIVE"
207,"Jalen Tolbert","DAL","WR",87,7,"ACTIVE"
208,"John Metchie III","HOU","WR",88,14,"ACTIVE"
209,"Michael Woods II","CLE","WR",89,10,"ACTIVE"
210,"Tyler Boyd","TEN","WR",90,5,"ACTIVE"
211,"Trey Benson","ARI","RB",54,11,"ACTIVE"
212,"Kenny McIntosh","SEA","RB",55,10,"ACTIVE"
213,"Blake Corum","LAR","RB",56,6,"ACTIVE"
214,"Jalen Coker","CAR","WR",91,11,"ACTIVE"
215,"Devin Singletary","NYG","RB",57,11,"ACTIVE"
216,"Ty Johnson","BUF","RB",58,12,"ACTIVE"
217,"Jalen Nailor","MIN","WR",92,6,"ACTIVE"
218,"Sean Tucker","TB","RB",59,11,"ACTIVE"
219,"Adonai Mitchell","IND","WR",93,14,"ACTIVE"
220,"KaVontae Turpin","DAL","WR",94,7,"ACTIVE"
221,"Mack Hollins","BUF","WR",95,12,"ACTIVE"
222,"Devin Duvernay","JAX","WR",96,12,"ACTIVE"
223,"Chris Brooks","GB","RB",60,10,"ACTIVE"
224,"Alexander Mattison","LV","RB",61,10,"ACTIVE"
225,"Audric Estime","DEN","RB",62,14,"ACTIVE"
226,"Ezekiel Elliott","DAL","RB",63,7,"ACTIVE"
227,"JuJu Smith-Schuster","KC","WR",97,6,"ACTIVE"
228,"Kenneth Gainwell","PHI","RB",64,5,"ACTIVE"
229,"Emanuel Wilson","GB","RB",65,10,"ACTIVE"
230,"Luke McCaffrey","WAS","WR",98,14,"ACTIVE"
231,"Scott Miller","PIT","WR",99,9,"ACTIVE"
232,"Justin Watson","KC","WR",100,6,"ACTIVE"
233,"Nelson Agholor","BAL","WR",101,14,"ACTIVE"
234,"Cordarrelle Patterson","PIT","RB",66,9,"ACTIVE"
235,"Kyle Juszczyk","SF","RB",67,9,"ACTIVE"
236,"Lil'Jordan Humphrey","DEN","WR",102,14,"ACTIVE"
237,"Samaje Perine","KC","RB",68,6,"ACTIVE"
238,"Curtis Samuel","BUF","WR",103,12,"ACTIVE"
239,"Khalil Herbert","CIN","RB",69,12,"ACTIVE"
240,"Travis Homer","CHI","RB",70,7,"ACTIVE"
241,"Malik Washington","MIA","WR",104,6,"ACTIVE"
242,"Jaylen Wright","MIA","RB",71,6,"ACTIVE"
243,"Jamaal Williams","NO","RB",72,12,"ACTIVE"
244,"Chris Rodriguez Jr.","WAS","RB",73,14,"ACTIVE"
245,"Hunter Luepke","DAL","RB",74,7,"ACTIVE"
246,"Mike Boone","CAR","RB",75,11,"ACTIVE"
247,"JaMycal Hasty","NE","RB",76,14,"ACTIVE"
248,"Greg Dortch","ARI","WR",105,11,"ACTIVE"
249,"Alec Ingold","MIA","RB",77,6,"ACTIVE"
250,"Dare Ogunbowale","HOU","RB",78,14,"ACTIVE"
251,"Dameon Pierce","HOU","RB",79,14,"ACTIVE"
252,"Pierre Strong Jr.","CLE","RB",80,10,"ACTIVE"
253,"Raheem Blackshear","CAR","RB",81,11,"OUT"
254,"Hassan Haskins","LAC","RB",82,5,"ACTIVE"
255,"Darrynton Evans","CHI","RB",83,7,"ACTIVE"
256,"C.J. Ham","MIN","RB",84,6,"ACTIVE"
257,"Michael Burton","DEN","RB",85,14,"ACTIVE"
258,"Cedrick Wilson Jr.","NO","WR",106,12,"ACTIVE"
259,"Derius Davis","LAC","WR",107,5,"ACTIVE"
260,"Jahan Dotson","PHI","WR",108,5,"ACTIVE"
261,"Tylan Wallace","BAL","WR",109,14,"ACTIVE"
262,"Ja'Lynn Polk","NE","WR",110,14,"ACTIVE"
263,"Terrace Marshall Jr.","LV","WR",111,10,"ACTIVE"
264,"Jalin Hyatt","NYG","WR",112,11,"ACTIVE"
265,"Robert Woods","HOU","WR",113,14,"ACTIVE"
266,"Jonathan Mingo","DAL","WR",114,7,"ACTIVE"
267,"Josh Oliver","MIN","TE",36,6,"ACTIVE"
268,"Cade Stover","HOU","TE",37,14,"QUEST"
269,"Zay Jones","ARI","WR",115,11,"ACTIVE"
270,"Darnell Washington","PIT","TE",38,9,"ACTIVE"
271,"Colby Parkinson","LAR","TE",39,6,"ACTIVE"
272,"Lucas Krull","DEN","TE",40,14,"ACTIVE"
273,"Luke Schoonmaker","DAL","TE",41,7,"ACTIVE"
274,"Kylen Granson","IND","TE",42,14,"ACTIVE"
275,"Dawson Knox","BUF","TE",43,12,"ACTIVE"
276,"Drew Sample","CIN","TE",44,12,"ACTIVE"
277,"Tanner Hudson","CIN","TE",45,12,"ACTIVE"
278,"AJ Barner","SEA","TE",46,10,"ACTIVE"
279,"Tucker Fisk","LAC","TE",47,5,"ACTIVE"
280,"Blake Whiteheart","CLE","TE",48,10,"ACTIVE"
281,"Adam Trautman","DEN","TE",49,14,"ACTIVE"
282,"Josh Whyle","TEN","TE",50,5,"ACTIVE"
