"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"20","Christian Kirk",JAC,"at PIT","3 out of 5 stars","6.2","A-","13.9","-0.4","50% (8/16)","8%","Great"
"21","Nico Collins",HOU,"at CAR","3 out of 5 stars","6.2","A-","13.9","+3.5","50% (5/10)","7%","Great"
"22","Michael Pittman Jr.",IND,"vs. NO","3 out of 5 stars","7.0","B+","13.7","-0.8","43% (7/16)","14%","Poor"
"23","Garrett Wilson",NYJ,"at NYG","3 out of 5 stars","5.6","B","13.6","-0.6","40% (6/15)","27%","Bad"
"24","DeVonta Smith",PHI,"at WAS","3 out of 5 stars","6.8","B+","13.6","+0.2","47% (8/17)","7%","Good"
"25","Terry McLaurin",WAS,"vs. PHI","3 out of 5 stars","5.4","B","13.5","-1.2","50% (8/16)","8%","Bad"
"26","George Pickens",PIT,"vs. JAC","2 out of 5 stars","5.0","B","13.4","+0.5","53% (8/15)","12%","Good"
"27","Chris Godwin",TB,"at BUF","4 out of 5 stars","8.0","B","13.2","+0.3","33% (5/15)","19%","Bad"
"28","Drake London",ATL,"at TEN","5 out of 5 stars","9.6","B-","12.6","+0.1","50% (8/16)","17%","Poor"
"29","Calvin Ridley",JAC,"at PIT","3 out of 5 stars","6.4","C+","12.5","-3.4","28% (2/7)","18%","Poor"
"30","DK Metcalf",SEA,"vs. CLE","2 out of 5 stars","3.2","C+","12.4","-1.1","35% (5/14)","11%","Average"
"31","Tee Higgins",CIN,"at SF","4 out of 5 stars","7.6","C+","12.2","-2.5","35% (5/14)","24%","Bad"
"32","Marquise Brown",ARI,"vs. BAL","2 out of 5 stars","4.6","B-","12.1","-0.9","33% (4/12)","30%","Poor"
"33","Courtland Sutton",DEN,"vs. KC","3 out of 5 stars","5.0","C+","12.0","-1.3","42% (6/14)","19%","Great"
"34","Tank Dell",HOU,"at CAR","3 out of 5 stars","5.2","C","11.9","+3.3","40% (2/5)","5%","Great"
"35","Diontae Johnson",PIT,"vs. JAC","2 out of 5 stars","4.4","C","11.9","-1.1","27% (3/11)","6%","Bad"
"36","Josh Downs",IND,"vs. NO","3 out of 5 stars","6.8","C","11.8","+3.2","71% (5/7)","11%","Average"
"37","Amari Cooper",CLE,"at SEA","3 out of 5 stars","5.4","C","11.8","0.0","40% (6/15)","9%","Poor"
"38","Joshua Palmer",LAC,"vs. CHI","3 out of 5 stars","6.2","C","11.5","+0.2","25% (4/16)","9%","Bad"
"39","Tyler Lockett",SEA,"vs. CLE","2 out of 5 stars","3.4","C","11.5","-0.4","50% (7/14)","19%","Bad"
"40","Christian Watson",GB,"vs. MIN","3 out of 5 stars","7.4","C","11.3","+2.4","50% (6/12)","10%","Average"
"41","Rashee Rice",KC,"at DEN","4 out of 5 stars","7.6","C","11.3","+2.5","71% (5/7)","7%","Great"
"42","Kendrick Bourne",NE,"at MIA","3 out of 5 stars","6.8","C","11.2","+1.5","43% (7/16)","15%","Average"
"43","DeAndre Hopkins",TEN,"vs. ATL","2 out of 5 stars","4.4","C","11.0","-1.8","28% (4/14)","21%","Bad"
"44","Michael Thomas",NO,"at IND","4 out of 5 stars","7.8","C","10.7","-0.3","28% (2/7)","13%","Bad"
"45","Jerry Jeudy",DEN,"vs. KC","3 out of 5 stars","4.8","C","10.6","-0.8","38% (5/13)","11%","Bad"
"46","Gabe Davis",BUF,"vs. TB","3 out of 5 stars","4.4","C","10.5","-1.4","35% (6/17)","17%","Average"
"47","Romeo Doubs",GB,"vs. MIN","3 out of 5 stars","5.4","C","10.1","+0.9","63% (7/11)","17%","Good"
"48","K.J. Osborn",MIN,"at GB","2 out of 5 stars","4.6","C-","9.7","+1.7","47% (8/17)","10%","Average"
"49","Curtis Samuel",WAS,"vs. PHI","3 out of 5 stars","5.4","C-","9.7","+1.1","62% (10/16)","18%","Average"
"50","Rashid Shaheed",NO,"at IND","4 out of 5 stars","6.4","C-","9.0","+2.4","56% (9/16)","10%","Poor"
"51","Brandin Cooks",DAL,"vs. LAR","2 out of 5 stars","3.6","C-","9.0","-2.3","18% (2/11)","7%","Poor"
"52","Jaxon Smith-Njigba",SEA,"vs. CLE","2 out of 5 stars","2.6","D+","8.7","-2.0","33% (2/6)","4%","Good"
"53","Elijah Moore",CLE,"at SEA","3 out of 5 stars","5.4","D+","8.5","-1.4","26% (4/15)","8%","Bad"
"54","Tyler Boyd",CIN,"at SF","4 out of 5 stars","6.6","D+","8.5","-1.8","40% (6/15)","6%","Average"
"55","Michael Gallup",DAL,"vs. LAR","2 out of 5 stars","2.4","D+","8.3","-0.7","33% (5/15)","6%","Bad"
"56","Wan'Dale Robinson",NYG,"vs. NYJ","3 out of 5 stars","6.8","D","8.3","-0.7","50% (4/8)","3%","Bad"
"57","Rondale Moore",ARI,"vs. BAL","2 out of 5 stars","5.6","D","8.1","+0.1","45% (5/11)","2%","Great"
"58","Jayden Reed",GB,"vs. MIN","3 out of 5 stars","5.0","D","8.1","+0.6","50% (3/6)","21%","Poor"
"59","Josh Reynolds",DET,"vs. LV","3 out of 5 stars","7.4","D","8.0","+0.3","42% (6/14)","14%","Good"
"60","Jahan Dotson",WAS,"vs. PHI","3 out of 5 stars","5.6","D","7.8","-0.5","35% (5/14)","8%","Bad"
"61","Demario Douglas",NE,"at MIA","3 out of 5 stars","6.4","D","7.7","+0.7","66% (4/6)","11%","Bad"
"62","Brandon Powell",MIN,"at GB","2 out of 5 stars","4.8","D-","7.3","-0.7","18% (3/16)","7%","Bad"
"63","Odell Beckham Jr.",BAL,"at ARI","5 out of 5 stars","9.0","D","7.3","-2.0","20% (1/5)","10%","Bad"
"64","Michael Wilson",ARI,"vs. BAL","2 out of 5 stars","4.2","F","7.3","+2.9","57% (4/7)","10%","Good"
"65","DJ Chark Jr.",CAR,"vs. HOU","4 out of 5 stars","8.0","F","7.3","+1.0","50% (6/12)","19%","Average"
"66","Jauan Jennings",SF,"vs. CIN","2 out of 5 stars","4.8","F","7.3","+0.5","50% (7/14)","3%","Bad"
"67","Tutu Atwell",LAR,"at DAL","3 out of 5 stars","5.4","D-","7.2","+0.5","60% (9/15)","12%","Good"
"68","Allen Lazard",NYJ,"at NYG","3 out of 5 stars","5.6","F","6.9","-2.1","21% (3/14)","5%","Great"
"69","Jameson Williams",DET,"vs. LV","3 out of 5 stars","6.4","F","6.9","-0.8","37% (3/8)","9%","Good"
"70","Darnell Mooney",CHI,"at LAC","4 out of 5 stars","6.8","F","6.8","-1.3","50% (6/12)","11%","Bad"
"71","Darius Slayton",NYG,"vs. NYJ","3 out of 5 stars","5.2","F","6.8","-0.7","43% (7/16)","3%","Bad"
"72","Treylon Burks",TEN,"vs. ATL","2 out of 5 stars","4.4","F","6.3","-0.7","22% (2/9)","5%","Bad"
"73","Jalin Hyatt",NYG,"vs. NYJ","3 out of 5 stars","4.2","F","6.1","+0.4","57% (4/7)","6%","Bad"
"74","Quentin Johnston",LAC,"vs. CHI","3 out of 5 stars","6.6","F","6.0","-4.0","0% (0/6)","3%","Bad"
"75","Marquez Valdes-Scantling",KC,"at DEN","4 out of 5 stars","7.2","F","6.0","-1.7","29% (5/17)","8%","Bad"
"76","Marvin Mims Jr.",DEN,"vs. KC","3 out of 5 stars","5.6","F","5.9","+0.8","28% (2/7)","8%","Average"
"77","Kadarius Toney",KC,"at DEN","4 out of 5 stars","6.8","F","5.7","-2.3","28% (4/14)","7%","Bad"
"78","Braxton Berrios",MIA,"vs. NE","3 out of 5 stars","6.4","F","5.6","-1.6","18% (3/16)","3%","Good"
"79","Rashod Bateman",BAL,"at ARI","5 out of 5 stars","9.0","F","5.6","-2.9","14% (1/7)","4%","Bad"
"80","Skyy Moore",KC,"at DEN","4 out of 5 stars","8.0","F","5.6","-1.4","25% (4/16)","5%","Poor"
"81","Nelson Agholor",BAL,"at ARI","5 out of 5 stars","9.0","F","5.5","-0.1","37% (6/16)","7%","Good"
"82","DeVante Parker",NE,"at MIA","3 out of 5 stars","6.4","F","5.5","-2.6","18% (2/11)","3%","Bad"
"83","Jonathan Mingo",CAR,"vs. HOU","4 out of 5 stars","8.6","F","5.5","-2.6","20% (1/5)","5%","Bad"
"84","Trey Palmer",TB,"at BUF","4 out of 5 stars","8.0","F","5.4","+0.2","50% (3/6)","10%","Good"
"85","Alec Pierce",IND,"vs. NO","3 out of 5 stars","6.2","F","5.4","-1.4","31% (5/16)","5%","Bad"
"86","Kalif Raymond",DET,"vs. LV","3 out of 5 stars","6.8","F","5.2","+1.1","47% (8/17)","4%","Average"
"87","Donovan Peoples-Jones",CLE,"at SEA","3 out of 5 stars","5.2","F","5.1","-0.1","53% (8/15)","3%","Bad"
"88","Noah Brown",HOU,"at CAR","3 out of 5 stars","-","F","5.0","-0.1","30% (3/10)","17%","Bad"
"89","Allen Robinson II",PIT,"vs. JAC","2 out of 5 stars","4.6","F","4.9","-0.9","30% (3/10)","7%","Bad"
"90","Jamal Agnew",JAC,"at PIT","3 out of 5 stars","6.4","F","4.9","+0.2","28% (4/14)","4%","Bad"
"91","Khalil Shakir",BUF,"vs. TB","3 out of 5 stars","4.8","F","4.9","-0.7","17% (3/17)","2%","Great"
"92","Cedrick Wilson Jr.",MIA,"vs. NE","3 out of 5 stars","5.6","F","4.8","-0.5","35% (5/14)","3%","Bad"
"93","Nick Westbrook-Ikhine",TEN,"vs. ATL","2 out of 5 stars","4.2","F","4.7","+0.3","37% (6/16)","14%","Great"
"94","Deonte Harty",BUF,"vs. TB","3 out of 5 stars","7.0","F","4.7","0.0","28% (2/7)","4%","Average"
"95","Jake Bobo",SEA,"vs. CLE","2 out of 5 stars","3.0","F","4.5","+3.6","80% (4/5)","10%","Average"
"96","JuJu Smith-Schuster",NE,"at MIA","3 out of 5 stars","6.8","F","4.4","-4.3","14% (2/14)","3%","Bad"
"97","Mecole Hardman Jr.",KC,"at DEN","4 out of 5 stars","7.2","F","4.3","-1.0","12% (1/8)","9%","Bad"
"98","Olamide Zaccheaus",PHI,"at WAS","3 out of 5 stars","6.8","F","4.3","-0.9","12% (2/16)","4%","Great"
"99","Tyler Scott",CHI,"at LAC","4 out of 5 stars","7.8","F","4.2","0.0","57% (4/7)","3%","Bad"
"100","Ray-Ray McCloud III",SF,"vs. CIN","2 out of 5 stars","4.8","F","3.7","+0.7","36% (4/11)","3%","Bad"
"101","Van Jefferson",ATL,"at TEN","5 out of 5 stars","9.6","F","3.6","-1.6","23% (4/17)","1%","Bad"
"102","Deven Thompkins",TB,"at BUF","4 out of 5 stars","8.6","F","3.5","-","-","9%","Poor"
"103","Randall Cobb",NYJ,"at NYG","3 out of 5 stars","5.2","F","3.5","-1.1","16% (2/12)","2%","Bad"
"104","Tre Tucker",LV,"at DET","4 out of 5 stars","7.2","F","3.4","+1.2","60% (3/5)","2%","Bad"
"105","Isaiah Hodgins",NYG,"vs. NYJ","3 out of 5 stars","7.4","F","3.2","+1.8","42% (6/14)","5%","Great"
"106","Mack Hollins",ATL,"at TEN","5 out of 5 stars","8.8","F","3.2","-0.3","41% (7/17)","3%","Bad"
"107","Terrace Marshall Jr.",CAR,"vs. HOU","4 out of 5 stars","7.2","F","3.1","-0.2","46% (7/15)","3%","Bad"
"108","Calvin Austin III",PIT,"vs. JAC","2 out of 5 stars","4.6","F","3.0","-0.6","33% (2/6)","3%","Great"
"109","John Metchie III",HOU,"at CAR","3 out of 5 stars","6.4","F","3.0","-0.5","60% (3/5)","0%","N/A"
"110","Derius Davis",LAC,"vs. CHI","3 out of 5 stars","-","F","3.0","+1.1","80% (4/5)","0%","Bad"
"111","Dontayvion Wicks",GB,"vs. MIN","3 out of 5 stars","4.4","F","2.9","+0.3","50% (3/6)","3%","Great"
"112","Julio Jones",PHI,"at WAS","3 out of 5 stars","6.8","F","2.8","+0.1","44% (4/9)","0%","N/A"
"113","Brandon Johnson",DEN,"vs. KC","3 out of 5 stars","5.6","F","2.8","+1.4","42% (3/7)","12%","Great"
"114","Hunter Renfrow",LV,"at DET","4 out of 5 stars","7.2","F","2.5","-2.2","15% (2/13)","2%","Bad"
"115","Trenton Irwin",CIN,"at SF","4 out of 5 stars","-","F","2.4","+1.8","42% (6/14)","7%","Bad"
"116","Marquise Goodwin",CLE,"at SEA","3 out of 5 stars","-","F","2.3","+0.7","41% (5/12)","3%","Bad"
"117","Dyami Brown",WAS,"vs. PHI","3 out of 5 stars","5.6","F","2.2","-1.7","20% (2/10)","8%","Bad"
"118","Lil'Jordan Humphrey",DEN,"vs. KC","3 out of 5 stars","-","F","2.2","+0.3","40% (2/5)","11%","Good"
"119","Trent Sherfield",BUF,"vs. TB","3 out of 5 stars","6.0","F","2.1","+0.4","37% (6/16)","1%","Bad"
"120","Justin Watson",KC,"at DEN","4 out of 5 stars","-","F","2.1","-1.3","37% (6/16)","5%","Bad"
"121","Chris Moore",TEN,"vs. ATL","2 out of 5 stars","-","F","2.0","-0.5","37% (6/16)","9%","Bad"
"122","Samori Toure",GB,"vs. MIN","3 out of 5 stars","-","F","2.0","-0.3","40% (4/10)","4%","Bad"
"123","Jalen Tolbert",DAL,"vs. LAR","2 out of 5 stars","-","F","2.0","-1.5","10% (1/10)","2%","Bad"
"124","Kyle Philips",TEN,"vs. ATL","2 out of 5 stars","-","F","1.9","-3.5","0% (0/2)","1%","Bad"
"125","Sterling Shepard",NYG,"vs. NYJ","3 out of 5 stars","-","F","1.8","-1.3","28% (2/7)","2%","Bad"
"126","Isaiah McKenzie",IND,"vs. NO","3 out of 5 stars","6.8","F","1.7","-1.2","29% (5/17)","0%","Bad"
"127","Andrei Iosivas",CIN,"at SF","4 out of 5 stars","-","F","1.7","+1.3","33% (1/3)","10%","Great"
"128","Antoine Green",DET,"vs. LV","3 out of 5 stars","-","F","1.7","-","-","3%","Bad"
"129","Xavier Gipson",NYJ,"at NYG","3 out of 5 stars","-","F","1.6","-","-","2%","Bad"
"130","Tim Jones",JAC,"at PIT","3 out of 5 stars","-","F","1.5","-0.9","22% (2/9)","0%","Bad"
"131","Greg Dortch",ARI,"vs. BAL","2 out of 5 stars","4.8","F","1.5","-1.2","7% (1/14)","9%","Bad"
"132","KhaDarel Hodge",ATL,"at TEN","5 out of 5 stars","-","F","1.5","-0.1","40% (6/15)","2%","Bad"
"133","KaVontae Turpin",DAL,"vs. LAR","2 out of 5 stars","-","F","1.5","+2.3","42% (3/7)","6%","Great"
"134","Keith Kirkwood",NO,"at IND","4 out of 5 stars","-","F","1.4","-0.7","14% (1/7)","5%","Bad"
"135","Velus Jones Jr.",CHI,"at LAC","4 out of 5 stars","-","F","1.3","-0.4","36% (4/11)","0%","Bad"
"136","Devin Duvernay",BAL,"at ARI","5 out of 5 stars","9.0","F","1.3","-1.3","21% (3/14)","2%","Bad"
"137","Byron Pringle",WAS,"vs. PHI","3 out of 5 stars","-","F","1.2","+0.1","42% (6/14)","1%","Bad"
"138","Scott Miller",ATL,"at TEN","5 out of 5 stars","-","F","1.2","-0.1","31% (5/16)","1%","Bad"
"139","Ben Skowronek",LAR,"at DAL","3 out of 5 stars","-","F","1.1","-2.3","6% (1/15)","7%","Bad"
"140","Zach Pascal",ARI,"vs. BAL","2 out of 5 stars","-","F","1.1","-0.6","14% (2/14)","3%","Bad"
"141","DeAndre Carter",LV,"at DET","4 out of 5 stars","-","F","1.0","-1.0","29% (5/17)","1%","Bad"
"142","Ronnie Bell",SF,"vs. CIN","2 out of 5 stars","-","F","0.9","-","-","2%","Great"
"143","Xavier Hutchinson",HOU,"at CAR","3 out of 5 stars","-","F","0.8","-0.1","33% (2/6)","3%","Bad"
"144","David Bell",CLE,"at SEA","3 out of 5 stars","-","F","0.6","-0.3","42% (6/14)","0%","Bad"
"145","Parris Campbell",NYG,"vs. NYJ","3 out of 5 stars","-","F","0.5","-1.4","31% (5/16)","12%","Bad"
"146","Tyquan Thornton",NE,"at MIA","3 out of 5 stars","6.6","F","0.5","-1.6","27% (3/11)","3%","Bad"
"147","Tre'Quan Smith",DEN,"vs. KC","3 out of 5 stars","-","F","0.5","-3.6","0% (0/10)","0%","N/A"
"148","Trishton Jackson",MIN,"at GB","2 out of 5 stars","-","F","0.4","-","-","0%","Bad"
"149","Chase Claypool",MIA,"vs. NE","3 out of 5 stars","-","F","0.3","-1.6","27% (3/11)","0%","N/A"
"150","Jalen Nailor",MIN,"at GB","2 out of 5 stars","-","F","0.3","-0.6","0% (0/3)","0%","N/A"
"151","Rakim Jarrett",TB,"at BUF","4 out of 5 stars","-","F","0.3","-0.5","33% (2/6)","1%","Bad"
"152","Trent Taylor",CHI,"at LAC","4 out of 5 stars","-","F","0.2","-0.7","9% (1/11)","0%","N/A"
"153","Jalen Reagor",NE,"at MIA","3 out of 5 stars","-","F","0.2","-0.8","14% (1/7)","0%","N/A"
"154","Keelan Doss",LAC,"vs. CHI","3 out of 5 stars","-","F","0.0","-","-","0%","N/A"
"155","N'Keal Harry",MIN,"at GB","2 out of 5 stars","-","F","0.0","-","-","0%","N/A"
"156","Miles Boykin",PIT,"vs. JAC","2 out of 5 stars","-","F","0.0","-0.7","12% (1/8)","0%","N/A"
"157","Jalen Brooks",DAL,"vs. LAR","2 out of 5 stars","-","F","0.0","-","-","0%","N/A"
"158","Andy Isabella",BUF,"vs. TB","3 out of 5 stars","-","F","0.0","-","-","0%","N/A"
"159","Britain Covey",PHI,"at WAS","3 out of 5 stars","-","F","0.0","-0.2","0% (0/2)","0%","N/A"
"160","River Cracraft",MIA,"vs. NE","3 out of 5 stars","-","F","0.0","+1.1","40% (2/5)","6%","Good"
"161","Lynn Bowden Jr.",NO,"at IND","4 out of 5 stars","-","F","0.0","-","-","0%","N/A"
"162","Chris Conley",SF,"vs. CIN","2 out of 5 stars","-","F","0.0","-","-","0%","N/A"
"163","Cedric Tillman",CLE,"at SEA","3 out of 5 stars","-","F","0.0","-1.1","33% (1/3)","25%","Bad"
"164","Jamison Crowder",WAS,"vs. PHI","3 out of 5 stars","-","F","0.0","-0.5","14% (1/7)","0%","Bad"
"165","Austin Trammell",LAR,"at DAL","3 out of 5 stars","-","F","0.0","-","-","0%","N/A"
"166","Cody Thompson",SEA,"vs. CLE","2 out of 5 stars","-","F","0.0","-","-","0%","N/A"
"167","Irvin Charles",NYJ,"at NYG","3 out of 5 stars","-","F","0.0","-","-","0%","N/A"
