"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"15","Jonnu Smith",ATL,"at TEN","3 out of 5 stars","5.8","D+","8.3","+1.1","66% (10/15)","16%","Bad"
"16","David Njoku",CLE,"at SEA","3 out of 5 stars","4.6","D+","7.9","-1.2","33% (4/12)","8%","Bad"
"17","Cole Kmet",CHI,"at LAC","3 out of 5 stars","6.8","D","7.5","+1.8","43% (7/16)","13%","Good"
"18","Michael Mayer",LV,"at DET","3 out of 5 stars","5.8","D","7.0","+0.1","28% (2/7)","2%","Bad"
"19","Taysom Hill",NO,"at IND","2 out of 5 stars","3.8","D","7.0","+3.0","62% (10/16)","7%","Bad"
"20","Luke Musgrave",GB,"vs. MIN","3 out of 5 stars","5.2","D-","6.9","-1.6","33% (2/6)","4%","Bad"
"21","Gerald Everett",LAC,"vs. CHI","4 out of 5 stars","8.6","D-","6.4","-1.4","40% (6/15)","6%","Good"
"22","Hunter Henry",NE,"at MIA","4 out of 5 stars","7.2","D-","6.4","-0.4","43% (7/16)","3%","Great"
"23","Tyler Higbee",LAR,"at DAL","3 out of 5 stars","6.6","F","6.3","-1.3","29% (5/17)","5%","Bad"
"24","Tyler Conklin",NYJ,"at NYG","3 out of 5 stars","7.0","F","5.9","+0.6","53% (8/15)","4%","Bad"
"25","Cade Otton",TB,"at BUF","3 out of 5 stars","5.6","F","5.6","0.0","40% (6/15)","6%","Good"
"26","Chigoziem Okonkwo",TEN,"vs. ATL","3 out of 5 stars","6.2","F","5.6","0.0","43% (7/16)","7%","Bad"
"27","Mike Gesicki",NE,"at MIA","4 out of 5 stars","8.6","F","5.5","-0.7","37% (6/16)","5%","Average"
"28","Hayden Hurst",CAR,"vs. HOU","4 out of 5 stars","8.0","F","5.1","-1.4","16% (2/12)","9%","Average"
"29","Donald Parham Jr.",LAC,"vs. CHI","4 out of 5 stars","6.8","F","5.1","+0.4","36% (4/11)","10%","Good"
"30","Irv Smith Jr.",CIN,"at SF","2 out of 5 stars","4.4","F","5.0","-3.6","0% (0/5)","2%","Bad"
"31","Juwan Johnson",NO,"at IND","2 out of 5 stars","4.0","F","4.8","+0.9","41% (5/12)","3%","Bad"
"32","Noah Fant",SEA,"vs. CLE","2 out of 5 stars","5.6","F","4.5","+0.3","46% (7/15)","2%","Bad"
"33","Adam Trautman",DEN,"vs. KC","2 out of 5 stars","5.0","F","4.4","-1.0","40% (6/15)","12%","Bad"
"34","Durham Smythe",MIA,"vs. NE","4 out of 5 stars","6.4","F","4.2","-1.0","25% (4/16)","8%","Bad"
"35","Connor Heyward",PIT,"vs. JAC","3 out of 5 stars","6.6","F","4.1","-0.7","25% (2/8)","13%","Bad"
"36","Noah Gray",KC,"at DEN","3 out of 5 stars","4.8","F","4.0","+1.0","47% (8/17)","2%","Great"
"37","Colby Parkinson",SEA,"vs. CLE","2 out of 5 stars","4.2","F","3.7","0.0","33% (5/15)","10%","Bad"
"38","Andrew Ogletree",IND,"vs. NO","4 out of 5 stars","-","F","3.4","-","-","3%","Great"
"39","Austin Hooper",LV,"at DET","3 out of 5 stars","4.4","F","3.1","+0.2","35% (6/17)","1%","Bad"
"40","Josh Oliver",MIN,"at GB","3 out of 5 stars","-","F","2.9","+0.3","37% (6/16)","5%","Good"
"41","Foster Moreau",NO,"at IND","2 out of 5 stars","3.2","F","2.8","+0.6","53% (8/15)","3%","Great"
"42","Robert Tonyan",CHI,"at LAC","3 out of 5 stars","-","F","2.7","-1.4","18% (3/16)","2%","Bad"
"43","Tommy Tremble",CAR,"vs. HOU","4 out of 5 stars","-","F","2.7","+0.4","40% (6/15)","12%","Great"
"44","Josiah Deguara",GB,"vs. MIN","3 out of 5 stars","-","F","2.6","-0.6","28% (4/14)","0%","Bad"
"45","Luke Schoonmaker",DAL,"vs. LAR","4 out of 5 stars","-","F","2.6","-0.3","16% (1/6)","5%","Good"
"46","Stone Smartt",LAC,"vs. CHI","4 out of 5 stars","-","F","2.2","-","-","2%","Bad"
"47","Geoff Swaim",ARI,"vs. BAL","2 out of 5 stars","-","F","2.1","-1.0","12% (2/16)","2%","Bad"
"48","C.J. Uzomah",NYJ,"at NYG","3 out of 5 stars","-","F","2.1","+1.1","60% (9/15)","15%","Poor"
"49","Mo Alie-Cox",IND,"vs. NO","4 out of 5 stars","-","F","2.1","-1.3","12% (2/16)","2%","Great"
"50","Brenton Strange",JAC,"at PIT","3 out of 5 stars","-","F","2.0","+0.5","28% (2/7)","4%","Great"
"51","Tucker Kraft",GB,"vs. MIN","3 out of 5 stars","-","F","1.9","-0.9","0% (0/5)","5%","Bad"
"52","Darnell Washington",PIT,"vs. JAC","3 out of 5 stars","-","F","1.9","-1.9","16% (1/6)","0%","N/A"
"53","Pharaoh Brown",NE,"at MIA","4 out of 5 stars","-","F","1.9","+0.6","21% (3/14)","1%","Great"
"54","Will Dissly",SEA,"vs. CLE","2 out of 5 stars","-","F","1.8","-1.0","16% (2/12)","0%","Bad"
"55","John Bates",WAS,"vs. PHI","5 out of 5 stars","-","F","1.8","-0.4","20% (3/15)","4%","Bad"
"56","Brock Wright",DET,"vs. LV","3 out of 5 stars","-","F","1.8","+0.4","29% (5/17)","2%","Bad"
"57","Isaiah Likely",BAL,"at ARI","3 out of 5 stars","-","F","1.7","+0.1","33% (5/15)","2%","Bad"
"58","Teagan Quitoriano",HOU,"at CAR","4 out of 5 stars","-","F","1.6","-0.5","26% (4/15)","0%","N/A"
"59","Elijah Higgins",ARI,"vs. BAL","2 out of 5 stars","-","F","1.6","-","-","0%","N/A"
"60","Cole Turner",WAS,"vs. PHI","5 out of 5 stars","-","F","1.6","-0.4","25% (3/12)","11%","Bad"
"61","Nate Adkins",DEN,"vs. KC","2 out of 5 stars","-","F","1.4","-","-","0%","N/A"
"62","Daniel Bellinger",NYG,"vs. NYJ","3 out of 5 stars","-","F","1.4","-0.9","33% (4/12)","0%","N/A"
"63","Will Mallory",IND,"vs. NO","4 out of 5 stars","-","F","1.4","+0.9","33% (1/3)","1%","Bad"
"64","Harrison Bryant",CLE,"at SEA","3 out of 5 stars","-","F","1.3","-0.7","26% (4/15)","3%","Great"
"65","Jordan Akins",CLE,"at SEA","3 out of 5 stars","-","F","1.3","0.0","37% (6/16)","0%","Bad"
"66","MyCole Pruitt",ATL,"at TEN","3 out of 5 stars","-","F","1.3","+0.5","43% (7/16)","8%","Bad"
"67","Jeremy Ruckert",NYJ,"at NYG","3 out of 5 stars","-","F","1.1","-0.2","20% (2/10)","5%","Bad"
"68","Luke Farrell",JAC,"at PIT","3 out of 5 stars","-","F","1.0","-0.4","26% (4/15)","0%","N/A"
"69","Trevon Wesco",TEN,"vs. ATL","3 out of 5 stars","-","F","1.0","-0.4","16% (2/12)","0%","N/A"
"70","Drew Sample",CIN,"at SF","2 out of 5 stars","-","F","0.9","-0.9","16% (1/6)","0%","N/A"
"71","Chris Manhertz",DEN,"vs. KC","2 out of 5 stars","-","F","0.9","-0.7","20% (3/15)","2%","Bad"
"72","Mitchell Wilcox",CIN,"at SF","2 out of 5 stars","-","F","0.9","+0.1","21% (3/14)","0%","Bad"
"73","Julian Hill",MIA,"vs. NE","4 out of 5 stars","-","F","0.9","-0.4","0% (0/4)","0%","N/A"
"74","Andrew Beck",HOU,"at CAR","4 out of 5 stars","-","F","0.8","-0.3","14% (1/7)","8%","Bad"
"75","Marcedes Lewis",CHI,"at LAC","3 out of 5 stars","-","F","0.7","+0.1","33% (5/15)","2%","Bad"
"76","Blake Bell",KC,"at DEN","3 out of 5 stars","-","F","0.7","-0.4","12% (1/8)","7%","Great"
"77","Payne Durham",TB,"at BUF","3 out of 5 stars","-","F","0.7","-0.7","0% (0/1)","0%","N/A"
"78","Stephen Sullivan",CAR,"vs. HOU","4 out of 5 stars","-","F","0.6","-1.3","12% (1/8)","0%","N/A"
"79","Jack Stoll",PHI,"at WAS","4 out of 5 stars","-","F","0.6","-0.7","37% (6/16)","3%","Bad"
"80","Ben Sims",GB,"vs. MIN","3 out of 5 stars","-","F","0.6","-","-","0%","N/A"
"81","James Mitchell",DET,"vs. LV","3 out of 5 stars","-","F","0.6","-0.3","30% (4/13)","0%","N/A"
"82","Rodney Williams",PIT,"vs. JAC","3 out of 5 stars","-","F","0.6","-","-","0%","N/A"
"83","Brycen Hopkins",LAR,"at DAL","3 out of 5 stars","-","F","0.6","-0.1","35% (6/17)","2%","Bad"
"84","Sean McKeon",DAL,"vs. LAR","4 out of 5 stars","-","F","0.4","-0.5","0% (0/1)","0%","Bad"
"85","Ko Kieft",TB,"at BUF","3 out of 5 stars","-","F","0.3","-0.4","26% (4/15)","7%","Bad"
"86","Ross Dwelley",SF,"vs. CIN","4 out of 5 stars","-","F","0.3","-1.2","22% (2/9)","6%","Bad"
"87","Johnny Mundt",MIN,"at GB","3 out of 5 stars","-","F","0.3","+0.2","37% (6/16)","0%","N/A"
"88","Charlie Woerner",SF,"vs. CIN","4 out of 5 stars","-","F","0.3","-0.4","0% (0/12)","0%","N/A"
"89","Kevin Rader",TEN,"vs. ATL","3 out of 5 stars","-","F","0.0","-0.4","0% (0/8)","0%","N/A"
"90","Jimmy Graham",NO,"at IND","2 out of 5 stars","-","F","0.0","-0.3","14% (1/7)","2%","Great"
"91","Tre' McKitty",LAC,"vs. CHI","4 out of 5 stars","-","F","0.0","-0.8","15% (2/13)","0%","N/A"
"92","Grant Calcaterra",PHI,"at WAS","4 out of 5 stars","-","F","0.0","-0.8","16% (2/12)","0%","N/A"
"93","Davis Allen",LAR,"at DAL","3 out of 5 stars","-","F","0.0","-1.0","0% (0/3)","0%","N/A"
"94","Charlie Kolar",BAL,"at ARI","3 out of 5 stars","-","F","0.0","-1.3","0% (0/5)","0%","N/A"
"95","Tanner Conner",MIA,"vs. NE","4 out of 5 stars","-","F","0.0","-","-","0%","N/A"
