"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"23","DeVonta Smith",PHI,"vs. GB","3 out of 5 stars","B","14.2","+0.7","50% (8/16)","13%","Good"
"24","DK Metcalf",SEA,"vs. DEN","4 out of 5 stars","B","14.0","+0.9","46% (7/15)","23%","Average"
"25","DJ Moore",CHI,"vs. TEN","4 out of 5 stars","B","13.9","+3.0","50% (8/16)","17%","Great"
"26","Amari Cooper",CLE,"vs. DAL","2 out of 5 stars","B","13.7","+2.7","53% (8/15)","19%","Poor"
"27","Christian Kirk",JAC,"at MIA","4 out of 5 stars","B","13.5","-0.9","58% (7/12)","14%","Poor"
"28","Brandon Aiyuk",SF,"vs. NYJ","2 out of 5 stars","B-","13.4","+1.8","60% (9/15)","11%","Average"
"29","Tank Dell",HOU,"at IND","4 out of 5 stars","C+","13.4","+3.1","54% (6/11)","17%","Great"
"30","Zay Flowers",BAL,"at KC","3 out of 5 stars","B-","13.3","-0.1","43% (7/16)","16%","Average"
"31","Terry McLaurin",WAS,"at TB","4 out of 5 stars","C+","13.3","-0.8","43% (7/16)","22%","Bad"
"32","Keenan Allen",CHI,"vs. TEN","4 out of 5 stars","C+","13.0","+2.6","46% (6/13)","0%","Great"
"33","George Pickens",PIT,"at ATL","3 out of 5 stars","C+","12.8","+1.7","37% (6/16)","19%","Average"
"34","Diontae Johnson",CAR,"at NO","4 out of 5 stars","C+","12.7","0.0","58% (7/12)","0%","N/A"
"35","Jayden Reed",GB,"at PHI","3 out of 5 stars","C+","12.3","+3.6","66% (10/15)","14%","Good"
"36","Jaxon Smith-Njigba",SEA,"vs. DEN","4 out of 5 stars","C+","12.1","-0.2","50% (8/16)","7%","Good"
"37","Calvin Ridley",TEN,"at CHI","3 out of 5 stars","C+","12.0","-0.5","37% (6/16)","0%","N/A"
"38","Joshua Palmer",LAC,"vs. LV","3 out of 5 stars","C","12.0","+1.3","33% (3/9)","28%","Bad"
"39","Courtland Sutton",DEN,"at SEA","3 out of 5 stars","C","11.8","+0.7","66% (10/15)","19%","Great"
"40","Xavier Worthy",KC,"vs. BAL","1 out of 5 stars","C","11.6","-","-","0%","N/A"
"41","Brian Thomas Jr.",JAC,"at MIA","4 out of 5 stars","C","11.5","-","-","0%","N/A"
"42","Andrei Iosivas",CIN,"vs. NE","3 out of 5 stars","C","11.4","+0.7","50% (6/12)","14%","Good"
"43","DeAndre Hopkins",TEN,"at CHI","3 out of 5 stars","C","11.1","-0.2","37% (6/16)","20%","Average"
"44","Christian Watson",GB,"at PHI","3 out of 5 stars","C","11.1","+0.3","55% (5/9)","16%","Average"
"45","Tyler Lockett",SEA,"vs. DEN","4 out of 5 stars","C","11.0","-1.4","37% (6/16)","20%","Poor"
"46","Rome Odunze",CHI,"vs. TEN","4 out of 5 stars","C","11.0","-","-","0%","N/A"
"47","Jordan Addison",MIN,"at NYG","3 out of 5 stars","C-","10.8","+1.3","37% (6/16)","20%","Average"
"48","Jakobi Meyers",LV,"at LAC","3 out of 5 stars","C-","10.6","+1.7","53% (8/15)","22%","Great"
"49","Khalil Shakir",BUF,"vs. ARI","4 out of 5 stars","C-","10.6","+1.6","50% (8/16)","7%","Great"
"50","Romeo Doubs",GB,"at PHI","3 out of 5 stars","C-","10.5","+0.9","56% (9/16)","13%","Average"
"51","Ladd McConkey",LAC,"vs. LV","3 out of 5 stars","C-","10.4","-","-","0%","N/A"
"52","Jameson Williams",DET,"vs. LAR","2 out of 5 stars","C-","10.4","+1.2","58% (7/12)","6%","Great"
"53","Jerry Jeudy",CLE,"vs. DAL","2 out of 5 stars","D+","10.4","-2.4","26% (4/15)","0%","N/A"
"54","Adam Thielen",CAR,"at NO","4 out of 5 stars","D+","10.4","+0.8","43% (7/16)","20%","Average"
"55","Curtis Samuel",BUF,"vs. ARI","4 out of 5 stars","D","10.2","+0.9","53% (8/15)","0%","N/A"
"56","Keon Coleman",BUF,"vs. ARI","4 out of 5 stars","D","10.2","-","-","0%","N/A"
"57","Rashid Shaheed",NO,"vs. CAR","3 out of 5 stars","D","9.8","+1.7","35% (5/14)","12%","Average"
"58","DeMario Douglas",NE,"at CIN","3 out of 5 stars","D","9.5","0.0","53% (7/13)","15%","Bad"
"59","Gabe Davis",JAC,"at MIA","4 out of 5 stars","D","9.3","-0.1","43% (7/16)","0%","N/A"
"60","Darnell Mooney",ATL,"vs. PIT","2 out of 5 stars","D-","9.2","-1.8","33% (5/15)","0%","N/A"
"61","Brandin Cooks",DAL,"at CLE","2 out of 5 stars","D-","9.1","+0.7","46% (7/15)","15%","Average"
"62","Mike Williams",NYJ,"at SF","3 out of 5 stars","D-","8.7","+2.1","66% (2/3)","0%","N/A"
"63","Michael Wilson",ARI,"at BUF","3 out of 5 stars","D-","8.3","+1.5","50% (6/12)","14%","Poor"
"64","Dontayvion Wicks",GB,"at PHI","3 out of 5 stars","F","8.0","+1.3","71% (10/14)","6%","Good"
"65","Demarcus Robinson",LAR,"at DET","4 out of 5 stars","F","7.9","+4.1","60% (6/10)","18%","Poor"
"66","Ja'Lynn Polk",NE,"at CIN","3 out of 5 stars","F","7.9","-","-","0%","N/A"
"67","Rashod Bateman",BAL,"at KC","3 out of 5 stars","F","7.7","-1.2","33% (5/15)","6%","Bad"
"68","Wan'Dale Robinson",NYG,"vs. MIN","3 out of 5 stars","F","7.6","+0.2","42% (6/14)","14%","Good"
"69","Greg Dortch",ARI,"at BUF","3 out of 5 stars","F","7.5","+0.6","26% (4/15)","7%","Good"
"70","Adonai Mitchell",IND,"vs. HOU","3 out of 5 stars","F","7.5","-","-","0%","N/A"
"71","Quentin Johnston",LAC,"vs. LV","3 out of 5 stars","F","7.4","-1.5","31% (5/16)","14%","Bad"
"72","Tyler Boyd",TEN,"at CHI","3 out of 5 stars","F","7.4","-0.4","37% (6/16)","0%","N/A"
"73","Jalen McMillan",TB,"vs. WAS","4 out of 5 stars","F","7.3","-","-","0%","N/A"
"74","Josh Reynolds",DEN,"at SEA","3 out of 5 stars","F","7.2","+0.8","50% (8/16)","0%","N/A"
"75","Darius Slayton",NYG,"vs. MIN","3 out of 5 stars","F","7.1","+1.0","43% (7/16)","15%","Great"
"76","Marvin Mims Jr.",DEN,"at SEA","3 out of 5 stars","F","6.8","-0.6","26% (4/15)","6%","Bad"
"77","Elijah Moore",CLE,"vs. DAL","2 out of 5 stars","F","6.4","-0.9","37% (6/16)","14%","Bad"
"78","Jalen Tolbert",DAL,"at CLE","2 out of 5 stars","F","6.3","-0.2","25% (4/16)","7%","Poor"
"79","Jalin Hyatt",NYG,"vs. MIN","3 out of 5 stars","F","6.1","-1.1","31% (5/16)","15%","Bad"
"80","Xavier Legette",CAR,"at NO","4 out of 5 stars","F","6.0","-","-","0%","N/A"
"81","Jahan Dotson",PHI,"vs. GB","3 out of 5 stars","F","6.0","-1.3","37% (6/16)","0%","Average"
"82","Kalif Raymond",DET,"vs. LAR","2 out of 5 stars","F","5.9","+0.8","43% (7/16)","4%","Bad"
"83","Van Jefferson",PIT,"at ATL","3 out of 5 stars","F","5.9","-2.2","12% (2/16)","0%","N/A"
"84","Ray-Ray McCloud III",ATL,"vs. PIT","2 out of 5 stars","F","5.5","+0.1","44% (4/9)","0%","N/A"
"85","K.J. Osborn",NE,"at CIN","3 out of 5 stars","F","5.4","-0.1","40% (6/15)","0%","N/A"
"86","Jonathan Mingo",CAR,"at NO","4 out of 5 stars","F","5.4","-2.3","26% (4/15)","13%","Bad"
"87","Tre Tucker",LV,"at LAC","3 out of 5 stars","F","5.3","+1.3","50% (7/14)","11%","Poor"
"88","Trenton Irwin",CIN,"vs. NE","3 out of 5 stars","F","5.3","+0.2","40% (6/15)","13%","Bad"
"89","Alec Pierce",IND,"vs. HOU","3 out of 5 stars","F","5.2","+0.1","43% (7/16)","7%","Bad"
"90","Jalen Nailor",MIN,"at NYG","3 out of 5 stars","F","5.2","-0.7","20% (1/5)","1%","Bad"
"91","Luke McCaffrey",WAS,"at TB","4 out of 5 stars","F","5.1","-","-","0%","N/A"
"92","Nelson Agholor",BAL,"at KC","3 out of 5 stars","F","4.9","+0.9","50% (8/16)","7%","Great"
"93","Jauan Jennings",SF,"vs. NYJ","2 out of 5 stars","F","4.7","-0.6","38% (5/13)","3%","Great"
"94","Noah Brown",WAS,"at TB","4 out of 5 stars","F","4.6","+2.1","50% (5/10)","0%","Bad"
"95","Calvin Austin III",PIT,"at ATL","3 out of 5 stars","F","4.6","-0.4","25% (4/16)","4%","Great"
"96","Xavier Gipson",NYJ,"at SF","3 out of 5 stars","F","4.6","+0.3","58% (7/12)","10%","Bad"
"97","Trey Palmer",TB,"vs. WAS","4 out of 5 stars","F","4.6","-0.1","37% (6/16)","6%","Good"
"98","Dyami Brown",WAS,"at TB","4 out of 5 stars","F","4.6","-0.4","25% (4/16)","11%","Bad"
"99","Jermaine Burton",CIN,"vs. NE","3 out of 5 stars","F","4.5","-","-","0%","N/A"
"100","Malachi Corley",NYJ,"at SF","3 out of 5 stars","F","4.5","-","-","0%","N/A"
"101","Allen Lazard",NYJ,"at SF","3 out of 5 stars","F","4.5","-2.0","21% (3/14)","7%","Poor"
"102","Cedric Tillman",CLE,"vs. DAL","2 out of 5 stars","F","4.4","-0.6","25% (3/12)","12%","Bad"
"103","Treylon Burks",TEN,"at CHI","3 out of 5 stars","F","4.3","-3.3","10% (1/10)","4%","Bad"
"104","Braxton Berrios",MIA,"vs. JAC","3 out of 5 stars","F","4.3","-1.4","13% (2/15)","2%","Average"
"105","Olamide Zaccheaus",WAS,"at TB","4 out of 5 stars","F","4.2","0.0","18% (3/16)","0%","N/A"
"106","Justin Watson",KC,"vs. BAL","1 out of 5 stars","F","4.1","+1.0","60% (9/15)","9%","Poor"
"107","Cedrick Wilson Jr.",NO,"vs. CAR","3 out of 5 stars","F","4.1","+0.6","57% (8/14)","0%","N/A"
"108","Mecole Hardman Jr.",KC,"vs. BAL","1 out of 5 stars","F","3.8","-2.0","0% (0/10)","9%","Bad"
"109","Troy Franklin",DEN,"at SEA","3 out of 5 stars","F","3.6","-","-","0%","N/A"
"110","Mack Hollins",BUF,"vs. ARI","4 out of 5 stars","F","3.6","-0.2","44% (4/9)","0%","N/A"
"111","A.T. Perry",NO,"vs. CAR","3 out of 5 stars","F","3.5","-0.1","25% (2/8)","8%","Great"
"112","Tyquan Thornton",NE,"at CIN","3 out of 5 stars","F","3.4","-2.1","20% (2/10)","4%","Bad"
"113","Javon Baker",NE,"at CIN","3 out of 5 stars","F","3.3","-","-","0%","N/A"
"114","Tutu Atwell",LAR,"at DET","4 out of 5 stars","F","3.3","-0.5","46% (7/15)","8%","Average"
"115","Charlie Jones",CIN,"vs. NE","3 out of 5 stars","F","3.2","-0.9","0% (0/5)","1%","Bad"
"116","Jake Bobo",SEA,"vs. DEN","4 out of 5 stars","F","3.0","+1.2","53% (8/15)","7%","Good"
"117","Jacob Cowing",SF,"vs. NYJ","2 out of 5 stars","F","2.9","-","-","0%","N/A"
"118","KhaDarel Hodge",ATL,"vs. PIT","2 out of 5 stars","F","2.9","+0.4","43% (7/16)","5%","Bad"
"119","KaVontae Turpin",DAL,"at CLE","2 out of 5 stars","F","2.8","+1.8","46% (7/15)","6%","Great"
"120","Parker Washington",JAC,"at MIA","4 out of 5 stars","F","2.6","-1.8","20% (1/5)","14%","Average"
"121","Brandon Powell",MIN,"at NYG","3 out of 5 stars","F","2.5","0.0","31% (5/16)","6%","Bad"
"122","Scotty Miller",PIT,"at ATL","3 out of 5 stars","F","2.5","+0.6","37% (6/16)","0%","N/A"
"123","Jalen Brooks",DAL,"at CLE","2 out of 5 stars","F","2.4","+0.2","33% (1/3)","1%","Bad"
"124","John Metchie III",HOU,"at IND","4 out of 5 stars","F","2.3","-1.2","33% (5/15)","5%","Bad"
"125","Isaiah Williams",DET,"vs. LAR","2 out of 5 stars","F","2.2","-","-","0%","N/A"
"126","Skyy Moore",KC,"vs. BAL","1 out of 5 stars","F","2.1","-2.2","7% (1/14)","7%","Bad"
"127","Marquez Valdes-Scantling",BUF,"vs. ARI","4 out of 5 stars","F","2.0","-2.0","6% (1/16)","0%","N/A"
"128","Brenden Rice",LAC,"vs. LV","3 out of 5 stars","F","2.0","-","-","0%","N/A"
"129","Bo Melton",GB,"at PHI","3 out of 5 stars","F","1.9","+6.5","66% (2/3)","11%","Average"
"130","JuJu Smith-Schuster",KC,"vs. BAL","1 out of 5 stars","F","1.7","-2.1","27% (3/11)","0%","Bad"
"131","Zach Pascal",ARI,"at BUF","3 out of 5 stars","F","1.6","-1.7","8% (1/12)","4%","Bad"
"132","Bub Means",NO,"vs. CAR","3 out of 5 stars","F","1.6","-","-","0%","N/A"
"133","Robert Woods",HOU,"at IND","4 out of 5 stars","F","1.6","-1.9","21% (3/14)","12%","Bad"
"134","Devaughn Vele",DEN,"at SEA","3 out of 5 stars","F","1.5","-","-","0%","N/A"
"135","Johnny Wilson",PHI,"vs. GB","3 out of 5 stars","F","1.5","-","-","0%","N/A"
"136","Derius Davis",LAC,"vs. LV","3 out of 5 stars","F","1.4","-0.5","40% (6/15)","4%","Bad"
"137","Jordan Whittington",LAR,"at DET","4 out of 5 stars","F","1.4","-","-","0%","N/A"
"138","Grant DuBose",MIA,"vs. JAC","3 out of 5 stars","F","1.3","-","-","0%","N/A"
"139","DJ Chark Jr.",LAC,"vs. LV","3 out of 5 stars","F","1.1","+1.0","35% (5/14)","0%","N/A"
"140","Casey Washington",ATL,"vs. PIT","2 out of 5 stars","F","1.1","-","-","0%","N/A"
"141","Kayshon Boutte",NE,"at CIN","3 out of 5 stars","F","1.1","-1.1","33% (1/3)","19%","Bad"
"142","Nick Westbrook-Ikhine",TEN,"at CHI","3 out of 5 stars","F","1.0","+0.3","42% (6/14)","10%","Average"
"143","Simi Fehoko",LAC,"vs. LV","3 out of 5 stars","F","1.0","-1.7","0% (0/5)","13%","Great"
"144","Jordan Matthews",CAR,"at NO","4 out of 5 stars","F","0.9","-","-","0%","N/A"
"145","Chris Moore",ARI,"at BUF","3 out of 5 stars","F","0.8","0.0","37% (6/16)","0%","N/A"
"146","Tee Higgins",CIN,"vs. NE","3 out of 5 stars","F","0.8","-0.7","33% (4/12)","21%","Average"
"147","Ashton Dulin",IND,"vs. HOU","3 out of 5 stars","F","0.7","-","-","0%","N/A"
"148","Tyler Scott",CHI,"vs. TEN","4 out of 5 stars","F","0.7","-0.7","37% (6/16)","7%","Bad"
"149","Tylan Wallace",BAL,"at KC","3 out of 5 stars","F","0.6","-0.2","0% (0/4)","1%","Bad"
"150","Anthony Gould",IND,"vs. HOU","3 out of 5 stars","F","0.6","-","-","0%","N/A"
"151","Deonte Harty",BAL,"at KC","3 out of 5 stars","F","0.6","-0.7","20% (3/15)","0%","N/A"
"152","DJ Turner",LV,"at LAC","3 out of 5 stars","F","0.6","-0.6","0% (0/1)","0%","N/A"
"153","Tim Patrick",DET,"vs. LAR","2 out of 5 stars","F","0.6","-","-","0%","N/A"
"154","Trishton Jackson",MIN,"at NYG","3 out of 5 stars","F","0.6","-0.9","50% (1/2)","6%","Bad"
"155","Trent Sherfield Sr.",MIN,"at NYG","3 out of 5 stars","F","0.6","-1.1","18% (3/16)","0%","N/A"
"156","Jamison Crowder",WAS,"at TB","4 out of 5 stars","F","0.6","+0.8","14% (2/14)","3%","Great"
"157","Lil'Jordan Humphrey",DEN,"at SEA","3 out of 5 stars","F","0.5","+1.3","57% (8/14)","7%","Great"
"158","Ryan Flournoy",DAL,"at CLE","2 out of 5 stars","F","0.5","-","-","0%","N/A"
"159","Laviska Shenault Jr.",SEA,"vs. DEN","4 out of 5 stars","F","0.5","-1.5","12% (1/8)","0%","N/A"
"160","Velus Jones Jr.",CHI,"vs. TEN","4 out of 5 stars","F","0.5","-0.2","30% (4/13)","1%","Bad"
"161","Devin Duvernay",JAC,"at MIA","4 out of 5 stars","F","0.5","-0.6","16% (2/12)","0%","N/A"
"162","Robbie Chosen",MIA,"vs. JAC","3 out of 5 stars","F","0.5","+1.0","28% (2/7)","2%","Great"
"163","David Moore",CAR,"at NO","4 out of 5 stars","F","0.5","+2.8","50% (2/4)","0%","N/A"
"164","Kameron Johnson",TB,"vs. WAS","4 out of 5 stars","F","0.5","-","-","0%","N/A"
"165","Jamari Thrash",CLE,"vs. DAL","2 out of 5 stars","F","0.4","-","-","0%","N/A"
"166","Chris Conley",SF,"vs. NYJ","2 out of 5 stars","F","0.4","-0.9","0% (0/1)","7%","Bad"
"167","Ben Skowronek",PIT,"at ATL","3 out of 5 stars","F","0.4","-1.2","15% (2/13)","0%","N/A"
"168","Xavier Hutchinson",HOU,"at IND","4 out of 5 stars","F","0.4","-0.4","33% (5/15)","4%","Bad"
"169","Ronnie Bell",SF,"vs. NYJ","2 out of 5 stars","F","0.3","-0.2","13% (2/15)","5%","Great"
"170","Jha'Quan Jackson",TEN,"at CHI","3 out of 5 stars","F","0.3","-","-","0%","N/A"
"171","DeAndre Carter",CHI,"vs. TEN","4 out of 5 stars","F","0.3","-0.6","20% (3/15)","0%","N/A"
"172","Ramel Keyton",LV,"at LAC","3 out of 5 stars","F","0.3","-","-","0%","N/A"
"173","David Bell",CLE,"vs. DAL","2 out of 5 stars","F","0.3","+0.1","28% (4/14)","0%","Great"
"174","Steven Sims Jr.",HOU,"at IND","4 out of 5 stars","F","0.3","-","-","0%","Bad"
"175","Tom Kennedy",DET,"vs. LAR","2 out of 5 stars","F","0.3","-","-","0%","N/A"
"176","Dareke Young",SEA,"vs. DEN","4 out of 5 stars","F","0.3","-0.3","0% (0/2)","0%","N/A"
"177","Irvin Charles",NYJ,"at SF","3 out of 5 stars","F","0.2","-0.9","0% (0/3)","0%","N/A"
"178","Kendric Pryor",CIN,"vs. NE","3 out of 5 stars","F","0.2","-","-","0%","N/A"
"179","Tim Jones",JAC,"at MIA","4 out of 5 stars","F","0.2","-0.8","20% (3/15)","2%","Bad"
"180","Jaelon Darden",CLE,"vs. DAL","2 out of 5 stars","F","0.2","-","-","0%","N/A"
