"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"77","Dylan Laube",LV,"vs. PIT","2 out of 5 stars","F","0.2","-1.8","0% (0/1)","0%","N/A"
"78","Terrell Jennings",NE,"vs. HOU","2 out of 5 stars","F","0.1","-","-","0%","N/A"
"79","Will Shipley",PHI,"vs. CLE","4 out of 5 stars","F","0.0","-0.8","0% (0/2)","0%","N/A"
"80","Chris Rodriguez Jr.",WAS,"at BAL","1 out of 5 stars","F","0.0","+1.0","44% (4/9)","0%","N/A"
"81","Sione Vaki",DET,"at DAL","4 out of 5 stars","F","0.0","-0.3","0% (0/1)","0%","N/A"
"82","Blake Watson",DEN,"vs. LAC","3 out of 5 stars","F","0.0","-0.9","0% (0/1)","0%","N/A"
"83","D.J. Williams",TB,"at NO","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"84","Adam Prentice",NO,"vs. TB","2 out of 5 stars","F","0.0","-0.1","16% (1/6)","0%","N/A"
"85","Tyreik McAllister",LV,"vs. PIT","2 out of 5 stars","F","0.0","-","-","3%","Bad"
"86","Kenny McIntosh",SEA,"vs. SF","3 out of 5 stars","F","0.0","-1.4","0% (0/6)","0%","N/A"
"87","Raheem Blackshear",CAR,"vs. ATL","1 out of 5 stars","F","0.0","-0.1","50% (5/10)","0%","N/A"
"88","Dante Miller",NYG,"vs. CIN","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"89","Craig Reynolds",DET,"at DAL","4 out of 5 stars","F","0.0","-0.5","25% (2/8)","0%","N/A"
"90","Jonathan Ward",PIT,"at LV","5 out of 5 stars","F","0.0","-0.4","0% (0/1)","1%","Bad"
"91","Avery Williams",ATL,"at CAR","5 out of 5 stars","F","0.0","-0.2","0% (0/3)","0%","N/A"
"92","Julius Chestnut",TEN,"vs. IND","5 out of 5 stars","F","0.0","-0.1","0% (0/1)","0%","N/A"
"93","Kevin Harris",NE,"vs. HOU","2 out of 5 stars","F","0.0","+0.7","40% (2/5)","0%","N/A"
"94","Jordan Mims",NO,"vs. TB","2 out of 5 stars","F","0.0","-0.1","33% (1/3)","0%","Bad"
"95","Khari Blasingame",CHI,"vs. JAC","4 out of 5 stars","F","0.0","-0.4","9% (1/11)","0%","N/A"
"96","Patrick Taylor Jr.",SF,"at SEA","3 out of 5 stars","F","0.0","-0.5","20% (2/10)","7%","Bad"
