"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"53","Ben Sims",GB,"vs. ARI","2 out of 5 stars","F","1.7","-0.3","9% (1/11)","0%","N/A"
"54","Greg Dulcich",DEN,"vs. LAC","4 out of 5 stars","F","1.7","-2.5","0% (0/5)","3%","Bad"
"55","Grant Calcaterra",PHI,"vs. CLE","1 out of 5 stars","F","1.6","0.0","42% (3/7)","1%","Bad"
"56","Drew Ogletree",IND,"at TEN","1 out of 5 stars","F","1.6","-0.4","30% (4/13)","2%","Great"
"57","Pharaoh Brown",SEA,"vs. SF","1 out of 5 stars","F","1.5","0.0","42% (6/14)","0%","Bad"
"58","John Bates",WAS,"at BAL","4 out of 5 stars","F","1.4","-0.7","25% (4/16)","0%","N/A"
"59","Drew Sample",CIN,"at NYG","2 out of 5 stars","F","1.4","+1.1","62% (10/16)","1%","Bad"
"60","Brevyn Spann-Ford",DAL,"vs. DET","3 out of 5 stars","F","1.2","-0.7","25% (1/4)","7%","Bad"
"61","Daniel Bellinger",NYG,"vs. CIN","3 out of 5 stars","F","1.2","-0.2","43% (7/16)","4%","Bad"
"62","Nick Vannett",TEN,"vs. IND","5 out of 5 stars","F","1.1","+0.3","16% (1/6)","12%","Great"
"63","Charlie Woerner",ATL,"at CAR","3 out of 5 stars","F","0.9","-0.7","9% (1/11)","0%","Bad"
"64","Ben Sinnott",WAS,"at BAL","4 out of 5 stars","F","0.9","-0.9","0% (0/5)","0%","N/A"
"65","Luke Farrell",JAC,"at CHI","2 out of 5 stars","F","0.9","-0.1","31% (5/16)","2%","Bad"
"66","Ian Thomas",CAR,"vs. ATL","2 out of 5 stars","F","0.8","-1.0","0% (0/8)","0%","N/A"
"67","Payne Durham",TB,"at NO","2 out of 5 stars","F","0.7","-0.4","25% (4/16)","0%","N/A"
"68","Tip Reiman",ARI,"at GB","5 out of 5 stars","F","0.7","-0.8","20% (1/5)","0%","Bad"
"69","Eric Saubert",SF,"at SEA","5 out of 5 stars","F","0.6","-0.4","16% (2/12)","4%","Bad"
"70","Parker Hesse",DET,"at DAL","2 out of 5 stars","F","0.6","-","-","0%","N/A"
"71","Blake Whiteheart",CLE,"at PHI","1 out of 5 stars","F","0.4","+0.5","25% (1/4)","28%","Good"
"72","Chris Manhertz",NYG,"vs. CIN","3 out of 5 stars","F","0.3","-0.8","0% (0/14)","0%","N/A"
"73","Dallin Holker",NO,"vs. TB","2 out of 5 stars","F","0.2","-0.9","0% (0/1)","0%","N/A"
"74","Jake Tonges",SF,"at SEA","5 out of 5 stars","F","0.2","-1.5","0% (0/2)","0%","N/A"
"75","Jordan Matthews",CAR,"vs. ATL","2 out of 5 stars","F","0.0","-","-","1%","Bad"
"76","Ko Kieft",TB,"at NO","2 out of 5 stars","F","0.0","+0.5","16% (1/6)","0%","N/A"
"77","Marcedes Lewis",CHI,"vs. JAC","3 out of 5 stars","F","0.0","+0.2","18% (2/11)","0%","N/A"
"78","Eric Tomlinson",LAC,"at DEN","4 out of 5 stars","F","0.0","-","-","0%","Bad"
"79","Andrew Beck",GB,"vs. ARI","2 out of 5 stars","F","0.0","-","-","0%","N/A"
"80","Brenden Bates",NYJ,"vs. BUF","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"81","Geoff Swaim",CLE,"at PHI","1 out of 5 stars","F","0.0","-","-","0%","N/A"
"82","Ross Dwelley",ATL,"at CAR","3 out of 5 stars","F","0.0","-0.3","20% (1/5)","0%","N/A"
"83","Quintin Morris",BUF,"at NYJ","1 out of 5 stars","F","0.0","-0.5","25% (1/4)","0%","N/A"
"84","Jack Stoll",PHI,"vs. CLE","1 out of 5 stars","F","0.0","-1.1","0% (0/7)","0%","Bad"
"85","Jordan Franks",FA,"-","-","F","0.0","-","-","0%","N/A"
"86","E.J. Jenkins",PHI,"vs. CLE","1 out of 5 stars","F","0.0","-","-","0%","N/A"
