"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. DIFF ","% OVER ","OPPORTUNITY ","EFFICIENCY "
"40","Drew Sample",CIN,"vs. DEN","2 out of 5 stars","F","3.3","+0.2","37% (6/16)","2%","Average"
"41","AJ Barner",SEA,"at CHI","3 out of 5 stars","F","3.1","+1.1","40% (6/15)","5%","Great"
"42","Luke Farrell",JAC,"vs. TEN","3 out of 5 stars","F","3.0","-0.8","20% (3/15)","1%","Bad"
"43","Kylen Granson",IND,"at NYG","3 out of 5 stars","F","3.0","-1.2","25% (4/16)","3%","Bad"
"44","Josh Oliver",MIN,"vs. GB","3 out of 5 stars","F","3.0","+1.2","50% (7/14)","5%","Great"
"45","Josh Whyle",TEN,"at JAC","4 out of 5 stars","F","3.0","+0.5","40% (6/15)","3%","Great"
"46","Cade Stover",HOU,"vs. BAL","3 out of 5 stars","F","2.9","+0.4","50% (6/12)","3%","Average"
"47","Adam Trautman",DEN,"at CIN","3 out of 5 stars","F","2.9","+0.3","31% (5/16)","4%","Good"
"48","Colby Parkinson",LAR,"vs. ARI","3 out of 5 stars","F","2.8","-1.2","31% (5/16)","8%","Bad"
"49","Darnell Washington",PIT,"vs. KC","3 out of 5 stars","F","2.8","0.0","37% (6/16)","3%","Poor"
"50","Nate Adkins",DEN,"at CIN","3 out of 5 stars","F","2.5","+1.3","46% (7/15)","3%","Great"
"51","Jeremy Ruckert",NYJ,"at BUF","3 out of 5 stars","F","2.5","-0.4","33% (5/15)","2%","Bad"
"52","Luke Musgrave",GB,"at MIN","3 out of 5 stars","F","2.5","-1.6","12% (1/8)","0%","Bad"
"53","Luke Schoonmaker",DAL,"at PHI","3 out of 5 stars","F","2.4","+0.3","31% (5/16)","2%","Great"
"54","Charlie Woerner",ATL,"at WAS","3 out of 5 stars","F","2.0","-0.5","28% (4/14)","0%","Bad"
"55","Julian Hill",MIA,"at CLE","3 out of 5 stars","F","1.8","0.0","46% (7/15)","5%","Bad"
"56","Mo Alie-Cox",IND,"at NYG","3 out of 5 stars","F","1.8","-0.5","37% (6/16)","6%","Bad"
"57","Tucker Fisk",LAC,"at NE","3 out of 5 stars","F","1.7","-","-","3%","Bad"
"58","Durham Smythe",MIA,"at CLE","3 out of 5 stars","F","1.7","-0.4","37% (6/16)","2%","Bad"
"59","Elijah Higgins",ARI,"at LAR","3 out of 5 stars","F","1.7","+0.5","50% (8/16)","5%","Good"
"60","Blake Whiteheart",CLE,"vs. MIA","2 out of 5 stars","F","1.6","-","-","5%","Good"
"61","Drew Ogletree",IND,"at NYG","3 out of 5 stars","F","1.6","-0.1","33% (5/15)","3%","Good"
"62","Brock Wright",DET,"at SF","4 out of 5 stars","F","1.4","+0.2","33% (5/15)","4%","Average"
"63","Nick Vannett",TEN,"at JAC","4 out of 5 stars","F","1.4","-","-","6%","Good"
"64","John Bates",WAS,"vs. ATL","4 out of 5 stars","F","1.3","-0.4","18% (3/16)","0%","Bad"
"65","Tip Reiman",ARI,"at LAR","3 out of 5 stars","F","1.3","-0.3","28% (4/14)","0%","N/A"
"66","Josiah Deguara",JAC,"vs. TEN","3 out of 5 stars","F","1.3","-0.1","33% (2/6)","3%","Bad"
"67","Chris Manhertz",NYG,"vs. IND","4 out of 5 stars","F","1.3","-0.2","7% (1/13)","12%","Great"
"68","Greg Dulcich",NYG,"vs. IND","4 out of 5 stars","F","1.2","-2.3","0% (0/5)","0%","N/A"
"69","Eric Saubert",SF,"vs. DET","4 out of 5 stars","F","1.1","0.0","26% (4/15)","3%","Average"
"70","Brevyn Spann-Ford",DAL,"at PHI","3 out of 5 stars","F","1.0","-0.2","28% (4/14)","3%","Bad"
"71","Cam Grandy",CIN,"vs. DEN","2 out of 5 stars","F","1.0","-","-","4%","Bad"
"72","Pharaoh Brown",SEA,"at CHI","3 out of 5 stars","F","0.8","-0.5","35% (5/14)","3%","Bad"
"73","Ben Sinnott",WAS,"vs. ATL","4 out of 5 stars","F","0.7","-0.4","23% (3/13)","3%","Great"
"74","MyCole Pruitt",PIT,"vs. KC","3 out of 5 stars","F","0.7","+0.3","36% (4/11)","3%","Great"
"75","Davis Allen",LAR,"vs. ARI","3 out of 5 stars","F","0.6","-1.4","7% (1/13)","6%","Bad"
"76","Johnny Mundt",MIN,"vs. GB","3 out of 5 stars","F","0.6","+0.2","31% (5/16)","4%","Average"
"77","Hunter Long",LAR,"vs. ARI","3 out of 5 stars","F","0.5","-0.6","20% (3/15)","0%","N/A"
"78","Will Mallory",IND,"at NYG","3 out of 5 stars","F","0.5","-0.5","20% (2/10)","0%","Bad"
"79","C.J. Uzomah",PHI,"vs. DAL","4 out of 5 stars","F","0.4","-","-","0%","N/A"
"80","Ko Kieft",TB,"vs. CAR","3 out of 5 stars","F","0.4","-1.4","0% (0/3)","0%","N/A"
"81","Irv Smith Jr.",HOU,"vs. BAL","3 out of 5 stars","F","0.3","-","-","0%","N/A"
"82","Brenden Bates",CLE,"vs. MIA","2 out of 5 stars","F","0.2","-","-","0%","N/A"
"83","Harrison Bryant",LV,"at NO","4 out of 5 stars","F","0.1","-0.1","44% (4/9)","0%","Bad"
"84","Gerald Everett",CHI,"vs. SEA","3 out of 5 stars","F","0.0","-1.6","7% (1/13)","4%","Bad"
"85","Dallin Holker",NO,"vs. LV","4 out of 5 stars","F","0.0","-0.5","25% (1/4)","0%","Bad"
"86","Devin Culp",TB,"vs. CAR","3 out of 5 stars","F","0.0","-0.9","0% (0/2)","0%","N/A"
"87","Connor Heyward",PIT,"vs. KC","3 out of 5 stars","F","0.0","-0.1","10% (1/10)","1%","Great"
"88","Kenny Yeboah",NYJ,"at BUF","3 out of 5 stars","F","0.0","+0.7","42% (3/7)","1%","Great"
"89","Tanner McLachlan",CIN,"vs. DEN","2 out of 5 stars","F","0.0","-","-","0%","N/A"
"90","David Martin-Robinson",TEN,"at JAC","4 out of 5 stars","F","0.0","-","-","0%","N/A"
"91","Quintin Morris",BUF,"vs. NYJ","3 out of 5 stars","F","0.0","-0.4","16% (1/6)","6%","Great"
"92","Peyton Hendershot",KC,"at PIT","4 out of 5 stars","F","0.0","-0.1","60% (3/5)","1%","Bad"
"93","Shane Zylstra",DET,"at SF","4 out of 5 stars","F","0.0","+0.2","33% (1/3)","0%","N/A"
"94","John FitzPatrick",GB,"at MIN","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"95","Jaheim Bell",NE,"vs. LAC","2 out of 5 stars","F","0.0","-0.4","0% (0/5)","0%","N/A"
"96","Ross Dwelley",ATL,"at WAS","3 out of 5 stars","F","0.0","-0.6","0% (0/2)","0%","Bad"
"97","E.J. Jenkins",PHI,"vs. DAL","4 out of 5 stars","F","0.0","-","-","0%","N/A"
"98","Jordan Franks",FA,"-","-","F","0.0","-","-","0%","N/A"
"99","Marcedes Lewis",CHI,"vs. SEA","3 out of 5 stars","F","0.0","-0.6","0% (0/2)","0%","N/A"
"100","Brayden Willis",SF,"vs. DET","4 out of 5 stars","F","0.0","-","-","0%","N/A"
"101","Princeton Fant",DAL,"at PHI","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"102","John Samuel Shenker",LV,"at NO","4 out of 5 stars","F","0.0","-","-","0%","N/A"
