"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"21","Brandon Aiyuk",SF,"at MIN","3 out of 5 stars","A-","14.0","0.0","53% (8/15)","6%","Bad"
"22","Marvin Harrison Jr.",ARI,"vs. LAR","2 out of 5 stars","A-","13.9","-11.5","0% (0/1)","0%","N/A"
"23","Drake London",ATL,"at PHI","3 out of 5 stars","A-","13.9","0.0","40% (6/15)","10%","Bad"
"24","Stefon Diggs",HOU,"vs. CHI","3 out of 5 stars","B+","13.9","-1.4","37% (6/16)","24%","Great"
"25","Xavier Worthy",KC,"vs. CIN","3 out of 5 stars","B","13.8","+10.6","100% (1/1)","21%","Great"
"26","Zay Flowers",BAL,"vs. LV","3 out of 5 stars","B","13.8","-0.6","37% (6/16)","20%","Bad"
"27","Tank Dell",HOU,"vs. CHI","3 out of 5 stars","B","13.7","+2.8","54% (6/11)","15%","Bad"
"28","Amari Cooper",CLE,"at JAC","3 out of 5 stars","B-","13.4","+2.6","53% (8/15)","37%","Bad"
"29","DK Metcalf",SEA,"at NE","3 out of 5 stars","C+","13.0","+0.4","46% (7/15)","8%","Bad"
"30","Terry McLaurin",WAS,"vs. NYG","3 out of 5 stars","B","12.8","-0.9","43% (7/16)","9%","Bad"
"31","George Pickens",PIT,"at DEN","4 out of 5 stars","C+","12.8","+1.9","37% (6/16)","19%","Bad"
"32","Ladd McConkey",LAC,"at CAR","3 out of 5 stars","C+","12.5","+3.1","100% (1/1)","20%","Great"
"33","Keenan Allen",CHI,"at HOU","3 out of 5 stars","C+","12.4","+2.2","46% (6/13)","47%","Bad"
"34","Jameson Williams",DET,"vs. TB","4 out of 5 stars","C+","12.1","+2.2","61% (8/13)","13%","Great"
"35","Christian Kirk",JAC,"vs. CLE","2 out of 5 stars","C","12.0","-0.8","58% (7/12)","12%","Bad"
"36","Brandin Cooks",DAL,"vs. NO","4 out of 5 stars","C+","11.9","+1.4","53% (8/15)","16%","Great"
"37","Brian Thomas Jr.",JAC,"vs. CLE","2 out of 5 stars","C+","11.6","+3.6","100% (1/1)","12%","Great"
"38","Courtland Sutton",DEN,"vs. PIT","2 out of 5 stars","C","11.5","+0.4","60% (9/15)","39%","Bad"
"39","Calvin Ridley",TEN,"vs. NYJ","2 out of 5 stars","C","11.5","-1.3","31% (5/16)","38%","Bad"
"40","Diontae Johnson",CAR,"vs. LAC","3 out of 5 stars","C","11.3","-0.3","58% (7/12)","27%","Bad"
"41","Keon Coleman",BUF,"at MIA","4 out of 5 stars","C","11.2","-1.4","0% (0/1)","15%","Bad"
"42","Rashid Shaheed",NO,"at DAL","2 out of 5 stars","C","11.1","+1.4","35% (5/14)","12%","Great"
"43","Tyler Lockett",SEA,"at NE","3 out of 5 stars","C","10.9","-0.7","43% (7/16)","26%","Bad"
"44","Jaxon Smith-Njigba",SEA,"at NE","3 out of 5 stars","C","10.9","-0.4","50% (8/16)","0%","N/A"
"45","Khalil Shakir",BUF,"at MIA","4 out of 5 stars","C","10.7","+1.9","56% (9/16)","6%","Great"
"46","Greg Dortch",ARI,"vs. LAR","2 out of 5 stars","C-","10.7","+1.1","33% (5/15)","16%","Bad"
"47","Jerry Jeudy",CLE,"at JAC","3 out of 5 stars","C-","10.7","-2.2","31% (5/16)","29%","Average"
"48","Demarcus Robinson",LAR,"at ARI","4 out of 5 stars","C-","10.1","+4.4","60% (6/10)","7%","Bad"
"49","Jayden Reed",GB,"vs. IND","4 out of 5 stars","C-","10.1","+5.1","73% (11/15)","14%","Great"
"50","Wan'Dale Robinson",NYG,"at WAS","4 out of 5 stars","C-","9.8","+0.3","46% (7/15)","28%","Bad"
"51","Andrei Iosivas",CIN,"at KC","3 out of 5 stars","C-","9.8","+0.3","46% (6/13)","1%","Bad"
"52","Quentin Johnston",LAC,"at CAR","3 out of 5 stars","C-","9.7","-1.3","31% (5/16)","10%","Bad"
"53","Jakobi Meyers",LV,"at BAL","1 out of 5 stars","D+","9.7","+0.5","46% (7/15)","39%","Bad"
"54","Allen Lazard",NYJ,"at TEN","4 out of 5 stars","D+","9.7","-0.5","28% (4/14)","48%","Great"
"55","Gabe Davis",JAC,"vs. CLE","2 out of 5 stars","D","9.7","+0.2","43% (7/16)","11%","Bad"
"56","Jalen McMillan",TB,"at DET","4 out of 5 stars","D","9.5","+4.7","100% (1/1)","11%","Great"
"57","Darnell Mooney",ATL,"at PHI","3 out of 5 stars","D-","9.2","-2.6","26% (4/15)","21%","Bad"
"58","Michael Wilson",ARI,"vs. LAR","2 out of 5 stars","D","9.1","+1.7","58% (7/12)","25%","Great"
"59","Adonai Mitchell",IND,"at GB","3 out of 5 stars","D","9.0","-6.1","0% (0/1)","11%","Bad"
"60","Christian Watson",GB,"vs. IND","4 out of 5 stars","D","8.8","+0.2","50% (5/10)","34%","Poor"
"61","Rashod Bateman",BAL,"vs. LV","3 out of 5 stars","D","8.7","-1.0","40% (6/15)","12%","Bad"
"62","Tyler Johnson",LAR,"at ARI","4 out of 5 stars","F","8.6","+10.2","100% (1/1)","3%","Bad"
"63","Adam Thielen",CAR,"vs. LAC","3 out of 5 stars","D-","8.6","+1.0","43% (7/16)","5%","Bad"
"64","Joshua Palmer",LAC,"at CAR","3 out of 5 stars","D+","8.5","+0.9","33% (3/9)","20%","Bad"
"65","Romeo Doubs",GB,"vs. IND","4 out of 5 stars","F","8.3","+0.4","50% (8/16)","5%","Bad"
"66","Curtis Samuel",BUF,"at MIA","4 out of 5 stars","F","8.1","+0.3","46% (7/15)","5%","Bad"
"67","Josh Reynolds",DEN,"vs. PIT","2 out of 5 stars","F","8.1","+0.5","50% (8/16)","13%","Bad"
"68","Ray-Ray McCloud III",ATL,"at PHI","3 out of 5 stars","F","7.9","+0.5","55% (5/9)","31%","Bad"
"69","DeMario Douglas",NE,"vs. SEA","3 out of 5 stars","F","7.8","-0.5","46% (6/13)","0%","N/A"
"70","DeAndre Hopkins",TEN,"vs. NYJ","2 out of 5 stars","F","7.8","-0.8","31% (5/16)","0%","N/A"
"71","Luke McCaffrey",WAS,"vs. NYG","3 out of 5 stars","F","7.6","-0.7","0% (0/1)","3%","Bad"
"72","Tyler Boyd",TEN,"vs. NYJ","2 out of 5 stars","F","7.5","-0.2","37% (6/16)","7%","Bad"
"73","Alec Pierce",IND,"at GB","3 out of 5 stars","F","7.2","+1.3","50% (8/16)","7%","Great"
"74","Xavier Legette",CAR,"vs. LAC","3 out of 5 stars","F","7.2","+0.6","100% (1/1)","28%","Bad"
"75","Ja'Lynn Polk",NE,"vs. SEA","3 out of 5 stars","F","7.1","-6.8","0% (0/1)","0%","N/A"
"76","Darius Slayton",NYG,"at WAS","4 out of 5 stars","F","6.8","+1.1","43% (7/16)","8%","Bad"
"77","Jalen Tolbert",DAL,"vs. NO","4 out of 5 stars","F","6.7","-0.3","25% (4/16)","0%","N/A"
"78","Jalen Nailor",MIN,"vs. SF","3 out of 5 stars","F","6.7","+0.3","40% (2/5)","7%","Great"
"79","Kalif Raymond",DET,"vs. TB","4 out of 5 stars","F","6.5","+0.7","43% (7/16)","0%","N/A"
"80","Dontayvion Wicks",GB,"vs. IND","4 out of 5 stars","F","6.5","+1.2","71% (10/14)","3%","Bad"
"81","Mike Williams",NYJ,"at TEN","4 out of 5 stars","F","6.4","+1.0","66% (2/3)","0%","N/A"
"82","Elijah Moore",CLE,"at JAC","3 out of 5 stars","F","6.3","-1.0","31% (5/16)","4%","Bad"
"83","Mack Hollins",BUF,"at MIA","4 out of 5 stars","F","5.8","+0.6","55% (5/9)","3%","Great"
"84","Jahan Dotson",PHI,"vs. ATL","3 out of 5 stars","F","5.8","-1.4","37% (6/16)","2%","Bad"
"85","Trenton Irwin",CIN,"at KC","3 out of 5 stars","F","5.6","0.0","40% (6/15)","17%","Bad"
"86","Tre Tucker",LV,"at BAL","1 out of 5 stars","F","5.4","+1.2","46% (7/15)","1%","N/A"
"87","Van Jefferson",PIT,"at DEN","4 out of 5 stars","F","5.0","-2.1","12% (2/16)","6%","Bad"
"88","Rome Odunze",CHI,"at HOU","3 out of 5 stars","F","4.9","-6.9","0% (0/1)","1%","Bad"
"89","K.J. Osborn",NE,"vs. SEA","3 out of 5 stars","F","4.7","0.0","40% (6/15)","13%","Bad"
"90","Jalin Hyatt",NYG,"at WAS","4 out of 5 stars","F","4.7","-1.3","31% (5/16)","8%","Bad"
"91","Jauan Jennings",SF,"at MIN","3 out of 5 stars","F","4.3","0.0","46% (6/13)","8%","Bad"
"92","Jonathan Mingo",CAR,"vs. LAC","3 out of 5 stars","F","4.3","-2.0","26% (4/15)","5%","Bad"
"93","Nelson Agholor",BAL,"vs. LV","3 out of 5 stars","F","4.3","+0.9","50% (8/16)","0%","N/A"
"94","Treylon Burks",TEN,"vs. NYJ","2 out of 5 stars","F","4.2","-2.9","10% (1/10)","1%","Bad"
"95","Olamide Zaccheaus",WAS,"vs. NYG","3 out of 5 stars","F","4.1","+0.1","18% (3/16)","0%","N/A"
"96","Marvin Mims Jr.",DEN,"vs. PIT","2 out of 5 stars","F","4.0","-0.5","26% (4/15)","0%","N/A"
"97","Tyquan Thornton",NE,"vs. SEA","3 out of 5 stars","F","4.0","-1.8","27% (3/11)","17%","Bad"
"98","Justin Watson",KC,"vs. CIN","3 out of 5 stars","F","3.9","+0.7","53% (8/15)","0%","N/A"
"99","Tee Higgins",CIN,"at KC","3 out of 5 stars","F","3.9","+0.3","36% (4/11)","0%","N/A"
"100","Xavier Gipson",NYJ,"at TEN","4 out of 5 stars","F","3.6","+0.1","53% (7/13)","0%","N/A"
"101","Dyami Brown",WAS,"vs. NYG","3 out of 5 stars","F","3.6","-0.5","25% (4/16)","0%","N/A"
"102","Calvin Austin III",PIT,"at DEN","4 out of 5 stars","F","3.5","-0.9","18% (3/16)","0%","N/A"
"103","Cedric Tillman",CLE,"at JAC","3 out of 5 stars","F","3.4","-0.7","25% (3/12)","0%","N/A"
"104","Trey Palmer",TB,"at DET","4 out of 5 stars","F","3.3","-0.5","31% (5/16)","3%","Bad"
"105","Brandon Powell",MIN,"vs. SF","3 out of 5 stars","F","3.3","-0.1","31% (5/16)","0%","N/A"
"106","Jermaine Burton",CIN,"at KC","3 out of 5 stars","F","3.3","-3.5","0% (0/1)","0%","N/A"
"107","Malachi Corley",NYJ,"at TEN","4 out of 5 stars","F","3.2","-2.1","0% (0/1)","0%","N/A"
"108","Noah Brown",WAS,"vs. NYG","3 out of 5 stars","F","3.2","+2.1","50% (5/10)","0%","N/A"
"109","Lil'Jordan Humphrey",DEN,"vs. PIT","2 out of 5 stars","F","3.1","+0.9","53% (7/13)","0%","N/A"
"110","Velus Jones Jr.",CHI,"at HOU","3 out of 5 stars","F","2.9","-0.2","35% (5/14)","2%","Bad"
"111","Josh Downs",IND,"at GB","3 out of 5 stars","F","2.7","-0.2","33% (5/15)","0%","N/A"
"112","Jalen Brooks",DAL,"vs. NO","4 out of 5 stars","F","2.6","+0.6","50% (2/4)","0%","N/A"
"113","Braxton Berrios",MIA,"vs. BUF","3 out of 5 stars","F","2.5","-1.8","6% (1/15)","1%","Bad"
"114","DeAndre Carter",CHI,"at HOU","3 out of 5 stars","F","2.5","-0.6","20% (3/15)","8%","Bad"
"115","Jacob Cowing",SF,"at MIN","3 out of 5 stars","F","2.5","-0.2","0% (0/1)","0%","N/A"
"116","KaVontae Turpin",DAL,"vs. NO","4 out of 5 stars","F","2.2","+1.4","46% (7/15)","0%","N/A"
"117","Charlie Jones",CIN,"at KC","3 out of 5 stars","F","2.0","-1.6","0% (0/5)","0%","N/A"
"118","Tutu Atwell",LAR,"at ARI","4 out of 5 stars","F","2.0","-1.3","40% (6/15)","0%","N/A"
"119","Derius Davis",LAC,"at CAR","3 out of 5 stars","F","2.0","-0.5","37% (6/16)","0%","N/A"
"120","Jordan Whittington",LAR,"at ARI","4 out of 5 stars","F","1.9","-0.4","0% (0/1)","0%","N/A"
"121","Cedrick Wilson Jr.",NO,"at DAL","2 out of 5 stars","F","1.8","+0.2","53% (8/15)","0%","N/A"
"122","JuJu Smith-Schuster",KC,"vs. CIN","3 out of 5 stars","F","1.8","-2.1","27% (3/11)","7%","Bad"
"123","Roman Wilson",PIT,"at DEN","4 out of 5 stars","F","1.7","-","-","0%","N/A"
"124","Parker Washington",JAC,"vs. CLE","2 out of 5 stars","F","1.6","-1.5","16% (1/6)","0%","N/A"
"125","Trent Sherfield Sr.",MIN,"vs. SF","3 out of 5 stars","F","1.4","-1.0","18% (3/16)","4%","Bad"
"126","Jake Bobo",SEA,"at NE","3 out of 5 stars","F","1.2","+1.0","50% (8/16)","0%","N/A"
"127","Ashton Dulin",IND,"at GB","3 out of 5 stars","F","1.1","+8.8","100% (1/1)","3%","Great"
"128","Marquez Valdes-Scantling",BUF,"at MIA","4 out of 5 stars","F","1.1","-1.8","12% (2/16)","7%","Bad"
"129","Xavier Hutchinson",HOU,"vs. CHI","3 out of 5 stars","F","1.1","-0.4","33% (5/15)","0%","N/A"
"130","Laviska Shenault Jr.",SEA,"at NE","3 out of 5 stars","F","1.1","-1.4","25% (2/8)","0%","N/A"
"131","Scotty Miller",PIT,"at DEN","4 out of 5 stars","F","1.0","+0.5","37% (6/16)","0%","N/A"
"132","A.T. Perry",NO,"at DAL","2 out of 5 stars","F","0.8","-0.1","25% (2/8)","0%","N/A"
"133","Tyler Scott",CHI,"at HOU","3 out of 5 stars","F","0.8","-0.9","33% (5/15)","0%","N/A"
"134","Devin Duvernay",JAC,"vs. CLE","2 out of 5 stars","F","0.8","-0.6","16% (2/12)","1%","Bad"
"135","Johnny Wilson",PHI,"vs. ATL","3 out of 5 stars","F","0.8","-0.4","0% (0/1)","0%","N/A"
"136","Tom Kennedy",DET,"vs. TB","4 out of 5 stars","F","0.7","-","-","0%","N/A"
"137","KhaDarel Hodge",ATL,"at PHI","3 out of 5 stars","F","0.6","+0.3","43% (7/16)","0%","N/A"
"138","Skyy Moore",KC,"vs. CIN","3 out of 5 stars","F","0.6","-1.8","7% (1/14)","0%","N/A"
"139","Kameron Johnson",TB,"at DET","4 out of 5 stars","F","0.6","-","-","1%","Bad"
"140","Ronnie Bell",SF,"at MIN","3 out of 5 stars","F","0.5","-0.2","13% (2/15)","0%","N/A"
"141","Simi Fehoko",LAC,"at CAR","3 out of 5 stars","F","0.5","-1.5","0% (0/6)","0%","N/A"
"142","Troy Franklin",DEN,"vs. PIT","2 out of 5 stars","F","0.5","-","-","0%","N/A"
"143","Chris Conley",SF,"at MIN","3 out of 5 stars","F","0.5","-0.8","0% (0/2)","0%","N/A"
"144","Grant DuBose",MIA,"vs. BUF","3 out of 5 stars","F","0.5","-","-","6%","Bad"
"145","Robbie Chosen",MIA,"vs. BUF","3 out of 5 stars","F","0.5","+0.8","25% (2/8)","8%","Bad"
"146","Robert Woods",HOU,"vs. CHI","3 out of 5 stars","F","0.5","-2.2","14% (2/14)","0%","N/A"
"147","Jamison Crowder",WAS,"vs. NYG","3 out of 5 stars","F","0.5","+0.7","13% (2/15)","0%","N/A"
"148","Bo Melton",GB,"vs. IND","4 out of 5 stars","F","0.4","+4.8","50% (2/4)","0%","N/A"
"149","Mason Tipton",NO,"at DAL","2 out of 5 stars","F","0.4","-","-","0%","N/A"
"150","DJ Turner",LV,"at BAL","1 out of 5 stars","F","0.4","+0.3","50% (1/2)","1%","N/A"
"151","Anthony Gould",IND,"at GB","3 out of 5 stars","F","0.3","-0.8","0% (0/1)","0%","N/A"
"152","Brenden Rice",LAC,"at CAR","3 out of 5 stars","F","0.3","-","-","0%","N/A"
"153","Nick Westbrook-Ikhine",TEN,"vs. NYJ","2 out of 5 stars","F","0.2","-0.1","35% (5/14)","0%","N/A"
"154","Dareke Young",SEA,"at NE","3 out of 5 stars","F","0.2","-0.5","0% (0/2)","0%","N/A"
"155","Tylan Wallace",BAL,"vs. LV","3 out of 5 stars","F","0.2","-0.2","0% (0/4)","0%","N/A"
"156","David Moore",CAR,"vs. LAC","3 out of 5 stars","F","0.2","+2.4","60% (3/5)","16%","Bad"
"157","Zach Pascal",ARI,"vs. LAR","2 out of 5 stars","F","0.1","-1.5","8% (1/12)","0%","N/A"
"158","Chris Moore",ARI,"vs. LAR","2 out of 5 stars","F","0.1","+0.1","37% (6/16)","0%","N/A"
"159","Deonte Harty",BAL,"vs. LV","3 out of 5 stars","F","0.1","-0.8","20% (3/15)","0%","N/A"
"160","Tim Jones",JAC,"vs. CLE","2 out of 5 stars","F","0.1","-0.8","20% (3/15)","0%","N/A"
"161","Mecole Hardman Jr.",KC,"vs. CIN","3 out of 5 stars","F","0.0","-1.6","0% (0/10)","0%","N/A"
"162","Tim Patrick",DET,"vs. TB","4 out of 5 stars","F","0.0","-","-","0%","N/A"
"163","Ryan Flournoy",DAL,"vs. NO","4 out of 5 stars","F","0.0","-","-","0%","N/A"
"164","Bub Means",NO,"at DAL","2 out of 5 stars","F","0.0","-1.4","0% (0/1)","0%","N/A"
"165","Britain Covey",PHI,"vs. ATL","3 out of 5 stars","F","0.0","-0.4","0% (0/2)","0%","N/A"
"166","Jamari Thrash",CLE,"at JAC","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"167","Casey Washington",ATL,"at PHI","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"168","Devontez Walker",BAL,"vs. LV","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"169","John Metchie III",HOU,"vs. CHI","3 out of 5 stars","F","0.0","-1.2","33% (5/15)","0%","N/A"
"170","Jesse Matthews",ATL,"at PHI","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"171","Ben Skowronek",PIT,"at DEN","4 out of 5 stars","F","0.0","-0.9","16% (2/12)","0%","N/A"
