"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"27","Jaxon Smith-Njigba",SEA,"vs. NYG","3 out of 5 stars","B-","13.0","+0.6","56% (9/16)","18%","Bad"
"28","Josh Downs",IND,"at JAC","3 out of 5 stars","B","12.6","+0.4","35% (5/14)","11%","Good"
"29","Christian Kirk",JAC,"vs. IND","5 out of 5 stars","B-","12.5","-1.7","50% (6/12)","9%","Average"
"30","Rashid Shaheed",NO,"at KC","3 out of 5 stars","C+","11.8","+1.6","42% (6/14)","18%","Poor"
"31","Xavier Worthy",KC,"vs. NO","3 out of 5 stars","C+","11.8","+0.6","50% (2/4)","6%","Great"
"32","Tyreek Hill",MIA,"at NE","3 out of 5 stars","C+","11.5","-0.7","53% (8/15)","10%","Poor"
"33","Courtland Sutton",DEN,"vs. LV","4 out of 5 stars","C+","11.4","0.0","60% (9/15)","28%","Bad"
"34","Tutu Atwell",LAR,"vs. GB","3 out of 5 stars","C+","11.3","-0.8","46% (7/15)","5%","Bad"
"35","Jordan Whittington",LAR,"vs. GB","3 out of 5 stars","C+","11.2","+0.5","50% (2/4)","2%","Bad"
"36","Keenan Allen",CHI,"vs. CAR","3 out of 5 stars","C+","11.0","-0.4","36% (4/11)","10%","Bad"
"37","Jakobi Meyers",LV,"at DEN","3 out of 5 stars","C+","11.0","+1.1","43% (7/16)","20%","Poor"
"38","Tank Dell",HOU,"vs. BUF","3 out of 5 stars","C","10.9","0.0","40% (4/10)","14%","Bad"
"39","Jerry Jeudy",CLE,"at WAS","3 out of 5 stars","C","10.9","-1.3","37% (6/16)","11%","Poor"
"40","Darnell Mooney",ATL,"vs. TB","3 out of 5 stars","C","10.8","-1.0","33% (5/15)","29%","Average"
"41","Tyler Lockett",SEA,"vs. NYG","3 out of 5 stars","C","10.5","-1.4","43% (7/16)","12%","Bad"
"42","Xavier Legette",CAR,"at CHI","3 out of 5 stars","C","10.5","+0.4","50% (2/4)","13%","Poor"
"43","Jauan Jennings",SF,"vs. ARI","4 out of 5 stars","C","10.4","+2.2","50% (7/14)","19%","Average"
"44","Tre Tucker",LV,"at DEN","3 out of 5 stars","C","10.3","+2.5","56% (9/16)","10%","Great"
"45","Jordan Addison",MIN,"vs. NYJ","3 out of 5 stars","C","10.2","+2.0","35% (5/14)","13%","Great"
"46","Michael Wilson",ARI,"at SF","3 out of 5 stars","C-","10.2","-0.7","41% (5/12)","13%","Average"
"47","Keon Coleman",BUF,"at HOU","4 out of 5 stars","C-","10.1","-2.2","50% (2/4)","17%","Poor"
"48","Jaylen Waddle",MIA,"at NE","3 out of 5 stars","C-","9.9","-0.7","40% (6/15)","6%","Bad"
"49","Curtis Samuel",BUF,"at HOU","4 out of 5 stars","C-","9.5","-0.8","33% (5/15)","3%","Bad"
"50","Ray-Ray McCloud III",ATL,"vs. TB","3 out of 5 stars","C-","9.4","+0.6","66% (6/9)","7%","Bad"
"51","Demarcus Robinson",LAR,"vs. GB","3 out of 5 stars","C-","9.4","+3.3","60% (6/10)","10%","Bad"
"52","Gabe Davis",JAC,"vs. IND","5 out of 5 stars","C-","8.9","-1.6","25% (4/16)","17%","Bad"
"53","Rome Odunze",CHI,"vs. CAR","3 out of 5 stars","C-","8.8","-1.3","25% (1/4)","19%","Bad"
"54","Allen Lazard",NYJ,"at MIN","3 out of 5 stars","C-","8.8","-0.4","35% (5/14)","17%","Great"
"55","Jalen Tolbert",DAL,"at PIT","3 out of 5 stars","D+","8.5","+0.2","31% (5/16)","15%","Poor"
"56","Darius Slayton",NYG,"at SEA","3 out of 5 stars","D+","8.5","+1.0","43% (7/16)","3%","Bad"
"57","Greg Dortch",ARI,"at SF","3 out of 5 stars","D","7.7","+0.7","33% (5/15)","9%","Bad"
"58","Bo Melton",GB,"at LAR","3 out of 5 stars","D","7.6","+3.1","57% (4/7)","7%","Bad"
"59","Andrei Iosivas",CIN,"vs. BAL","3 out of 5 stars","D","7.6","+1.1","53% (8/15)","9%","Good"
"60","Mike Williams",NYJ,"at MIN","3 out of 5 stars","D-","7.6","-2.8","25% (1/4)","12%","Bad"
"61","Rashod Bateman",BAL,"at CIN","4 out of 5 stars","D-","7.5","-0.4","43% (7/16)","7%","Good"
"62","Jonathan Mingo",CAR,"at CHI","3 out of 5 stars","D-","7.3","-2.2","25% (4/16)","2%","Bad"
"63","Ja'Lynn Polk",NE,"vs. MIA","3 out of 5 stars","F","7.2","-1.0","50% (2/4)","13%","Average"
"64","Alec Pierce",IND,"at JAC","3 out of 5 stars","F","6.8","+1.6","50% (8/16)","9%","Great"
"65","DeMario Douglas",NE,"vs. MIA","3 out of 5 stars","F","6.7","-1.0","38% (5/13)","2%","Bad"
"66","Justin Watson",KC,"vs. NO","3 out of 5 stars","F","6.5","+0.4","40% (6/15)","4%","Bad"
"67","Elijah Moore",CLE,"at WAS","3 out of 5 stars","F","6.3","-0.7","37% (6/16)","4%","Bad"
"68","Sterling Shepard",TB,"at ATL","3 out of 5 stars","F","6.1","-0.6","16% (2/12)","11%","Good"
"69","Mack Hollins",BUF,"at HOU","4 out of 5 stars","F","5.9","+0.4","44% (4/9)","7%","Great"
"70","Josh Reynolds",DEN,"vs. LV","4 out of 5 stars","F","5.8","-0.2","43% (7/16)","6%","Bad"
"71","Luke McCaffrey",WAS,"vs. CLE","2 out of 5 stars","F","5.7","-1.6","25% (1/4)","2%","Bad"
"72","JuJu Smith-Schuster",KC,"vs. NO","3 out of 5 stars","F","5.6","-1.2","36% (4/11)","4%","Great"
"73","Olamide Zaccheaus",WAS,"vs. CLE","2 out of 5 stars","F","5.5","0.0","18% (3/16)","1%","Bad"
"74","Jalin Hyatt",NYG,"at SEA","3 out of 5 stars","F","5.4","-1.9","18% (3/16)","2%","Bad"
"75","Lil'Jordan Humphrey",DEN,"vs. LV","4 out of 5 stars","F","5.4","+1.2","61% (8/13)","1%","Bad"
"76","Jalen Nailor",MIN,"vs. NYJ","3 out of 5 stars","F","5.4","+1.4","57% (4/7)","14%","Great"
"77","Van Jefferson",PIT,"vs. DAL","3 out of 5 stars","F","5.3","-1.9","12% (2/16)","5%","Bad"
"78","Calvin Austin III",PIT,"vs. DAL","3 out of 5 stars","F","5.3","-0.2","18% (3/16)","6%","Great"
"79","Jalen Brooks",DAL,"at PIT","3 out of 5 stars","F","5.2","+0.4","50% (3/6)","2%","Bad"
"80","KaVontae Turpin",DAL,"at PIT","3 out of 5 stars","F","5.0","+1.8","46% (7/15)","11%","Good"
"81","Dyami Brown",WAS,"vs. CLE","2 out of 5 stars","F","5.0","-1.2","12% (2/16)","4%","Bad"
"82","Kendrick Bourne",NE,"vs. MIA","3 out of 5 stars","F","4.7","+2.6","75% (3/4)","0%","N/A"
"83","Troy Franklin",DEN,"vs. LV","4 out of 5 stars","F","4.7","-1.2","0% (0/3)","10%","Bad"
"84","Malik Heath",GB,"at LAR","3 out of 5 stars","F","4.5","+0.2","41% (5/12)","0%","Bad"
"85","DJ Turner",LV,"at DEN","3 out of 5 stars","F","4.5","+0.9","40% (2/5)","2%","Great"
"86","Nelson Agholor",BAL,"at CIN","4 out of 5 stars","F","4.5","+0.5","43% (7/16)","4%","Bad"
"87","Adonai Mitchell",IND,"at JAC","3 out of 5 stars","F","4.0","-4.3","0% (0/4)","5%","Bad"
"88","Tyler Johnson",LAR,"vs. GB","3 out of 5 stars","F","3.9","-1.5","25% (1/4)","6%","Bad"
"89","Marquez Valdes-Scantling",BUF,"at HOU","4 out of 5 stars","F","3.7","-1.5","12% (2/16)","3%","Bad"
"90","Mason Tipton",NO,"at KC","3 out of 5 stars","F","3.5","-0.4","33% (1/3)","2%","Bad"
"91","Parker Washington",JAC,"vs. IND","5 out of 5 stars","F","3.5","-1.4","22% (2/9)","2%","Bad"
"92","Brandon Powell",MIN,"vs. NYJ","3 out of 5 stars","F","2.9","-0.2","31% (5/16)","2%","Bad"
"93","K.J. Osborn",NE,"vs. MIA","3 out of 5 stars","F","2.6","-1.1","26% (4/15)","8%","Bad"
"94","Kameron Johnson",TB,"at ATL","3 out of 5 stars","F","2.6","-0.8","0% (0/2)","7%","Bad"
"95","Mecole Hardman Jr.",KC,"vs. NO","3 out of 5 stars","F","2.6","-1.3","0% (0/9)","0%","N/A"
"96","Jake Bobo",SEA,"vs. NYG","3 out of 5 stars","F","2.4","+0.8","50% (8/16)","4%","Bad"
"97","Skyy Moore",KC,"vs. NO","3 out of 5 stars","F","2.3","-2.4","0% (0/13)","0%","Bad"
"98","Robert Woods",HOU,"vs. BUF","3 out of 5 stars","F","2.3","-2.0","14% (2/14)","1%","Bad"
"99","Cedric Tillman",CLE,"at WAS","3 out of 5 stars","F","2.2","-1.1","15% (2/13)","0%","Bad"
"100","Xavier Gipson",NYJ,"at MIN","3 out of 5 stars","F","2.0","0.0","50% (8/16)","1%","Bad"
"101","Bryce Ford-Wheaton",NYG,"at SEA","3 out of 5 stars","F","1.9","-0.4","0% (0/1)","0%","N/A"
"102","Marvin Mims Jr.",DEN,"vs. LV","4 out of 5 stars","F","1.5","-2.9","13% (2/15)","1%","Bad"
"103","Malik Washington",MIA,"at NE","3 out of 5 stars","F","1.5","-","-","0%","N/A"
"104","Odell Beckham Jr.",MIA,"at NE","3 out of 5 stars","F","1.3","0.0","41% (5/12)","0%","N/A"
"105","Scotty Miller",PIT,"vs. DAL","3 out of 5 stars","F","1.2","+0.7","43% (7/16)","0%","Bad"
"106","Braxton Berrios",MIA,"at NE","3 out of 5 stars","F","1.2","-2.6","0% (0/15)","2%","Bad"
"107","Devin Duvernay",JAC,"vs. IND","5 out of 5 stars","F","1.2","-0.5","8% (1/12)","2%","Bad"
"108","Ashton Dulin",IND,"at JAC","3 out of 5 stars","F","1.2","+1.3","25% (1/4)","7%","Good"
"109","Laviska Shenault Jr.",SEA,"vs. NYG","3 out of 5 stars","F","1.2","-0.9","37% (3/8)","0%","N/A"
"110","David Moore",CAR,"at CHI","3 out of 5 stars","F","1.2","+1.0","37% (3/8)","8%","Bad"
"111","Cedrick Wilson Jr.",NO,"at KC","3 out of 5 stars","F","1.1","-0.3","43% (7/16)","0%","N/A"
"112","Tyquan Thornton",NE,"vs. MIA","3 out of 5 stars","F","1.1","-2.2","21% (3/14)","8%","Bad"
"113","Ihmir Smith-Marsette",NYG,"at SEA","3 out of 5 stars","F","1.1","+1.1","41% (5/12)","0%","N/A"
"114","Jermaine Burton",CIN,"vs. BAL","3 out of 5 stars","F","1.0","-0.3","25% (1/4)","5%","Bad"
"115","Xavier Hutchinson",HOU,"vs. BUF","3 out of 5 stars","F","1.0","-0.5","33% (5/15)","0%","N/A"
"116","Kayshon Boutte",NE,"vs. MIA","3 out of 5 stars","F","1.0","-0.1","40% (2/5)","0%","Bad"
"117","Jalen Coker",CAR,"at CHI","3 out of 5 stars","F","1.0","-","-","0%","N/A"
"118","Trent Sherfield Sr.",MIN,"vs. NYJ","3 out of 5 stars","F","0.9","-1.1","18% (3/16)","0%","Bad"
"119","DeAndre Carter",CHI,"vs. CAR","3 out of 5 stars","F","0.8","-0.1","26% (4/15)","4%","Bad"
"120","Tylan Wallace",BAL,"at CIN","4 out of 5 stars","F","0.6","-0.2","0% (0/5)","0%","N/A"
"121","Isaiah Hodgins",NYG,"at SEA","3 out of 5 stars","F","0.6","-0.5","41% (5/12)","0%","N/A"
"122","Jacob Cowing",SF,"vs. ARI","4 out of 5 stars","F","0.5","-1.1","0% (0/2)","0%","N/A"
"123","Bub Means",NO,"at KC","3 out of 5 stars","F","0.3","-0.9","0% (0/2)","0%","N/A"
"124","KhaDarel Hodge",ATL,"vs. TB","3 out of 5 stars","F","0.3","+0.1","33% (5/15)","10%","Great"
"125","Ryan Flournoy",DAL,"at PIT","3 out of 5 stars","F","0.3","-","-","0%","N/A"
"126","Charlie Jones",CIN,"vs. BAL","3 out of 5 stars","F","0.3","-1.5","0% (0/8)","0%","Bad"
"127","Ronnie Bell",SF,"vs. ARI","4 out of 5 stars","F","0.2","-0.5","7% (1/14)","1%","Bad"
"128","Chris Moore",ARI,"at SF","3 out of 5 stars","F","0.2","-0.2","26% (4/15)","0%","N/A"
"129","Trenton Irwin",CIN,"vs. BAL","3 out of 5 stars","F","0.1","-0.4","33% (5/15)","21%","Bad"
"130","James Proche II",CLE,"at WAS","3 out of 5 stars","F","0.1","-","-","0%","Bad"
"131","Brycen Tremayne",WAS,"vs. CLE","2 out of 5 stars","F","0.1","-","-","0%","N/A"
"132","Dee Eskridge",MIA,"at NE","3 out of 5 stars","F","0.1","-0.4","0% (0/3)","0%","N/A"
"133","Zach Pascal",ARI,"at SF","3 out of 5 stars","F","0.1","-1.7","0% (0/11)","0%","N/A"
"134","Javon Baker",NE,"vs. MIA","3 out of 5 stars","F","0.0","-0.1","0% (0/2)","0%","N/A"
"135","Devontez Walker",BAL,"at CIN","4 out of 5 stars","F","0.0","-","-","0%","N/A"
"136","Tim Jones",JAC,"vs. IND","5 out of 5 stars","F","0.0","-0.8","16% (2/12)","0%","N/A"
"137","Chris Conley",SF,"vs. ARI","4 out of 5 stars","F","0.0","-1.4","20% (1/5)","1%","Bad"
"138","Tyler Scott",CHI,"vs. CAR","3 out of 5 stars","F","0.0","-1.1","28% (4/14)","0%","N/A"
"139","Tyrell Shavers",BUF,"at HOU","4 out of 5 stars","F","0.0","-","-","0%","N/A"
"140","Devaughn Vele",DEN,"vs. LV","4 out of 5 stars","F","0.0","+6.7","100% (1/1)","1%","Bad"
"141","John Metchie III",HOU,"vs. BUF","3 out of 5 stars","F","0.0","-1.4","23% (3/13)","0%","N/A"
"142","Roman Wilson",PIT,"vs. DAL","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"143","Steven Sims Jr.",HOU,"vs. BUF","3 out of 5 stars","F","0.0","-2.9","0% (0/1)","0%","Bad"
"144","Deonte Harty",BAL,"at CIN","4 out of 5 stars","F","0.0","-0.6","21% (3/14)","0%","N/A"
