"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. DIFF ","% OVER ","OPPORTUNITY ","EFFICIENCY "
"23","James Conner",ARI,"at MIN","2 out of 5 stars","B-","13.9","+2.6","73% (11/15)","23%","Poor"
"24","Tyrone Tracy Jr.",NYG,"at DAL","4 out of 5 stars","B-","13.5","+0.5","45% (5/11)","12%","Good"
"25","Brian Robinson Jr.",WAS,"vs. TEN","3 out of 5 stars","C+","12.8","-0.2","54% (6/11)","15%","Good"
"26","D'Andre Swift",CHI,"at DET","2 out of 5 stars","C+","12.8","-1.1","37% (6/16)","16%","Average"
"27","Ameer Abdullah",LV,"at KC","1 out of 5 stars","C+","12.6","+0.8","53% (8/15)","7%","Great"
"28","Rachaad White",TB,"at CAR","4 out of 5 stars","C+","12.2","+1.0","60% (9/15)","12%","Good"
"29","Najee Harris",PIT,"at CIN","3 out of 5 stars","C+","11.2","-0.3","43% (7/16)","16%","Bad"
"30","Jaylen Warren",PIT,"at CIN","3 out of 5 stars","C","11.2","-1.4","28% (4/14)","7%","Bad"
"31","Isiah Pacheco",KC,"vs. LV","4 out of 5 stars","C","10.9","+2.9","60% (3/5)","20%","Bad"
"32","Kareem Hunt",KC,"vs. LV","4 out of 5 stars","C","10.3","+0.6","53% (7/13)","20%","Bad"
"33","Nick Chubb",CLE,"at DEN","2 out of 5 stars","C","10.2","-1.8","40% (2/5)","23%","Poor"
"34","Javonte Williams",DEN,"vs. CLE","3 out of 5 stars","C","10.0","-1.9","23% (4/17)","15%","Bad"
"35","Travis Etienne Jr.",JAC,"vs. HOU","2 out of 5 stars","C","9.7","-3.0","28% (4/14)","10%","Bad"
"36","Gus Edwards",LAC,"at ATL","3 out of 5 stars","C","9.0","-1.0","45% (5/11)","7%","Poor"
"37","Justice Hill",BAL,"vs. PHI","3 out of 5 stars","C-","7.3","+2.0","56% (9/16)","9%","Average"
"38","Tank Bigsby",JAC,"vs. HOU","2 out of 5 stars","C-","6.8","+0.8","33% (5/15)","13%","Average"
"39","Jeremy McNichols",WAS,"vs. TEN","3 out of 5 stars","D+","6.6","+2.1","60% (6/10)","4%","Great"
"40","Tyler Allgeier",ATL,"vs. LAC","2 out of 5 stars","D+","6.3","+0.6","37% (6/16)","16%","Bad"
"41","Jerome Ford",CLE,"at DEN","2 out of 5 stars","D","6.0","-1.1","42% (6/14)","4%","Poor"
"42","Antonio Gibson",NE,"vs. IND","3 out of 5 stars","D","6.0","-1.6","31% (5/16)","4%","Bad"
"43","Tyjae Spears",TEN,"at WAS","3 out of 5 stars","D+","6.0","-0.8","50% (6/12)","4%","Great"
"44","Braelon Allen",NYJ,"vs. SEA","3 out of 5 stars","D","5.9","-0.5","27% (3/11)","4%","Great"
"45","Devin Singletary",NYG,"at DAL","4 out of 5 stars","D","5.9","-0.8","42% (6/14)","10%","Great"
"46","Kimani Vidal",LAC,"at ATL","3 out of 5 stars","D-","5.7","+0.2","25% (1/4)","4%","Great"
"47","Zach Charbonnet",SEA,"at NYJ","2 out of 5 stars","D-","5.5","-0.2","43% (7/16)","11%","Great"
"48","Roschon Johnson",CHI,"at DET","2 out of 5 stars","F","4.9","+1.1","53% (8/15)","21%","Good"
"49","Cam Akers",MIN,"vs. ARI","2 out of 5 stars","F","4.8","+0.5","45% (5/11)","7%","Great"
"50","Jaleel McLaughlin",DEN,"vs. CLE","3 out of 5 stars","F","4.7","-0.6","35% (6/17)","7%","Good"
"51","Ray Davis",BUF,"vs. SF","4 out of 5 stars","F","4.7","+1.3","45% (5/11)","5%","Great"
"52","Sincere McCormick",LV,"at KC","1 out of 5 stars","F","4.7","-","-","1%","Bad"
"53","Audric Estime",DEN,"vs. CLE","3 out of 5 stars","F","4.7","-1.1","37% (3/8)","2%","Bad"
"54","Jaylen Wright",MIA,"at GB","3 out of 5 stars","F","4.6","-0.2","40% (4/10)","2%","Bad"
"55","Emanuel Wilson",GB,"vs. MIA","4 out of 5 stars","F","4.4","+0.4","45% (5/11)","4%","Good"
"56","Trey Benson",ARI,"at MIN","2 out of 5 stars","F","4.1","-0.3","36% (4/11)","4%","Average"
"57","Raheem Mostert",MIA,"at GB","3 out of 5 stars","F","4.0","0.0","41% (5/12)","8%","Poor"
"58","Kenneth Gainwell",PHI,"at BAL","3 out of 5 stars","F","3.9","+0.3","50% (8/16)","6%","Bad"
"59","Ezekiel Elliott",DAL,"vs. NYG","4 out of 5 stars","F","3.6","-0.8","33% (5/15)","6%","Average"
"60","Sean Tucker",TB,"at CAR","4 out of 5 stars","F","3.5","+2.8","40% (4/10)","5%","Great"
"61","Samaje Perine",KC,"vs. LV","4 out of 5 stars","F","3.5","-0.7","31% (5/16)","2%","Good"
"62","Chris Brooks",GB,"vs. MIA","4 out of 5 stars","F","3.5","+0.8","50% (3/6)","4%","Bad"
"63","Jonathon Brooks",CAR,"vs. TB","3 out of 5 stars","F","3.4","-4.2","0% (0/1)","0%","N/A"
"64","Hassan Haskins",LAC,"at ATL","3 out of 5 stars","F","3.0","-0.2","10% (1/10)","9%","Bad"
"65","Blake Corum",LAR,"at NO","5 out of 5 stars","F","2.8","-1.3","27% (3/11)","4%","Bad"
"66","Dare Ogunbowale",HOU,"at JAC","3 out of 5 stars","F","2.7","-0.3","25% (4/16)","7%","Bad"
"67","Emari Demercado",ARI,"at MIN","2 out of 5 stars","F","2.7","+1.6","46% (7/15)","3%","Great"
"68","Ty Johnson",BUF,"vs. SF","4 out of 5 stars","F","2.4","+1.4","64% (9/14)","8%","Average"
"69","JaMycal Hasty",NE,"vs. IND","3 out of 5 stars","F","2.4","+0.1","46% (6/13)","1%","Great"
"70","Kyle Juszczyk",SF,"at BUF","4 out of 5 stars","F","2.4","+0.3","43% (7/16)","2%","Good"
"71","Jamaal Williams",NO,"vs. LAR","3 out of 5 stars","F","2.2","-1.6","15% (2/13)","3%","Good"
"72","Jordan Mason",SF,"at BUF","4 out of 5 stars","F","2.2","-1.6","26% (4/15)","11%","Bad"
"73","Cordarrelle Patterson",PIT,"at CIN","3 out of 5 stars","F","2.2","-0.7","25% (3/12)","3%","Bad"
"74","D'Ernest Johnson",JAC,"vs. HOU","2 out of 5 stars","F","1.9","-1.1","31% (5/16)","5%","Bad"
"75","Khalil Herbert",CIN,"vs. PIT","4 out of 5 stars","F","1.8","-0.4","25% (3/12)","0%","N/A"
"76","Hunter Luepke",DAL,"vs. NYG","4 out of 5 stars","F","1.7","+0.1","40% (6/15)","1%","Bad"
"77","Jordan Mims",NO,"vs. LAR","3 out of 5 stars","F","1.6","-0.5","33% (2/6)","2%","Bad"
"78","Alec Ingold",MIA,"at GB","3 out of 5 stars","F","1.3","+0.6","57% (8/14)","2%","Great"
"79","Chris Rodriguez Jr.",WAS,"vs. TEN","3 out of 5 stars","F","1.3","+2.1","50% (3/6)","9%","Bad"
"80","Trey Sermon",IND,"at NE","4 out of 5 stars","F","1.3","-0.9","35% (6/17)","12%","Bad"
"81","Keaton Mitchell",BAL,"vs. PHI","3 out of 5 stars","F","1.0","-0.3","20% (1/5)","0%","N/A"
"82","Dameon Pierce",HOU,"at JAC","3 out of 5 stars","F","0.9","-0.5","27% (3/11)","1%","Great"
"83","Eric Gray",NYG,"at DAL","4 out of 5 stars","F","0.9","-0.9","18% (2/11)","11%","Bad"
"84","Julius Chestnut",TEN,"at WAS","3 out of 5 stars","F","0.8","-1.5","0% (0/7)","5%","Bad"
"85","Pierre Strong Jr.",CLE,"at DEN","2 out of 5 stars","F","0.8","-0.7","35% (5/14)","1%","Bad"
"86","Michael Burton",DEN,"vs. CLE","3 out of 5 stars","F","0.8","+0.1","58% (10/17)","5%","Bad"
"87","Carson Steele",KC,"vs. LV","4 out of 5 stars","F","0.7","-2.1","9% (1/11)","3%","Bad"
"88","C.J. Ham",MIN,"vs. ARI","2 out of 5 stars","F","0.7","+0.1","23% (3/13)","5%","Great"
"89","Tyler Goodson",IND,"at NE","4 out of 5 stars","F","0.7","+0.7","40% (6/15)","8%","Good"
"90","Patrick Ricard",BAL,"vs. PHI","3 out of 5 stars","F","0.6","+1.0","20% (3/15)","5%","Great"
"91","Dylan Laube",LV,"at KC","1 out of 5 stars","F","0.5","-3.3","0% (0/3)","0%","N/A"
"92","Craig Reynolds",DET,"vs. CHI","4 out of 5 stars","F","0.5","+0.1","33% (3/9)","0%","Bad"
"93","Ty Chandler",MIN,"vs. ARI","2 out of 5 stars","F","0.4","-1.3","20% (3/15)","3%","Bad"
"94","Raheem Blackshear",CAR,"vs. TB","3 out of 5 stars","F","0.4","-0.1","37% (3/8)","0%","N/A"
"95","Isaac Guerendo",SF,"at BUF","4 out of 5 stars","F","0.3","+0.9","27% (3/11)","3%","Average"
"96","Adam Prentice",NO,"vs. LAR","3 out of 5 stars","F","0.2","-0.3","11% (1/9)","0%","Bad"
"97","Will Shipley",PHI,"at BAL","3 out of 5 stars","F","0.2","-0.1","14% (1/7)","1%","Bad"
"98","Sione Vaki",DET,"vs. CHI","4 out of 5 stars","F","0.2","-0.2","0% (0/4)","0%","Bad"
"99","Travis Homer",CHI,"at DET","2 out of 5 stars","F","0.1","-0.2","33% (1/3)","0%","Bad"
"100","Reggie Gilliam",BUF,"vs. SF","4 out of 5 stars","F","0.0","-0.3","0% (0/4)","0%","N/A"
"101","Keilan Robinson",JAC,"vs. HOU","2 out of 5 stars","F","0.0","-","-","0%","N/A"
"102","Dalvin Cook",DAL,"vs. NYG","4 out of 5 stars","F","0.0","-1.5","0% (0/14)","1%","Bad"
"103","Ronnie Rivers",LAR,"at NO","5 out of 5 stars","F","0.0","-0.9","37% (3/8)","1%","Bad"
"104","DeeJay Dallas",ARI,"at MIN","2 out of 5 stars","F","0.0","0.0","7% (1/13)","0%","N/A"
"105","Isaiah Davis",NYJ,"vs. SEA","3 out of 5 stars","F","0.0","-0.4","25% (1/4)","1%","Bad"
"106","Kenny McIntosh",SEA,"at NYJ","2 out of 5 stars","F","0.0","-1.4","0% (0/5)","0%","N/A"
"107","Terrell Jennings",NE,"vs. IND","3 out of 5 stars","F","0.0","-","-","4%","Bad"
"108","Trayveon Williams",CIN,"vs. PIT","4 out of 5 stars","F","0.0","-0.8","12% (1/8)","0%","N/A"
"109","Kene Nwangwu",NYJ,"vs. SEA","3 out of 5 stars","F","0.0","-2.1","0% (0/2)","0%","N/A"
"110","Tyreik McAllister",LV,"at KC","1 out of 5 stars","F","0.0","-","-","2%","Bad"
"111","Avery Williams",ATL,"vs. LAC","2 out of 5 stars","F","0.0","-","-","0%","N/A"
"112","Jeff Wilson Jr.",MIA,"at GB","3 out of 5 stars","F","0.0","-1.1","22% (2/9)","1%","Bad"
"113","J.J. Taylor",HOU,"at JAC","3 out of 5 stars","F","0.0","-","-","2%","Bad"
"114","Blake Watson",DEN,"vs. CLE","3 out of 5 stars","F","0.0","-0.9","0% (0/1)","0%","N/A"
