"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"30","Johnny Mundt",MIN,"vs. HOU","2 out of 5 stars","F","5.4","+0.5","50% (8/16)","0%","Bad"
"31","Foster Moreau",NO,"vs. PHI","1 out of 5 stars","F","5.4","+0.9","50% (7/14)","18%","Good"
"32","Dawson Knox",BUF,"vs. JAC","1 out of 5 stars","F","5.3","-2.3","18% (2/11)","0%","Bad"
"33","Ja'Tavion Sanders",CAR,"at LV","2 out of 5 stars","F","4.6","-2.1","0% (0/2)","0%","N/A"
"34","Luke Musgrave",GB,"at TEN","1 out of 5 stars","F","4.6","-0.8","30% (3/10)","1%","Bad"
"35","Taysom Hill",NO,"vs. PHI","1 out of 5 stars","F","4.3","+1.5","46% (7/15)","3%","Bad"
"36","Kylen Granson",IND,"vs. CHI","4 out of 5 stars","F","4.2","-1.0","21% (3/14)","5%","Bad"
"37","Eric Saubert",SF,"at LAR","4 out of 5 stars","F","3.8","-0.4","9% (1/11)","3%","Bad"
"38","Michael Mayer",LV,"vs. CAR","3 out of 5 stars","F","3.7","+0.6","35% (5/14)","0%","Bad"
"39","Noah Gray",KC,"at ATL","4 out of 5 stars","F","3.5","+0.7","56% (9/16)","4%","Bad"
"40","Theo Johnson",NYG,"at CLE","1 out of 5 stars","F","3.4","-2.8","0% (0/2)","0%","Bad"
"41","Tommy Tremble",CAR,"at LV","2 out of 5 stars","F","3.2","+1.0","57% (8/14)","0%","Bad"
"42","Will Dissly",LAC,"at PIT","2 out of 5 stars","F","3.1","-0.7","26% (4/15)","0%","Bad"
"43","Erick All Jr.",CIN,"vs. WAS","1 out of 5 stars","F","3.0","+1.0","50% (1/2)","2%","Bad"
"44","Elijah Higgins",ARI,"vs. DET","3 out of 5 stars","F","3.0","+1.5","54% (6/11)","11%","Great"
"45","Drew Sample",CIN,"vs. WAS","1 out of 5 stars","F","2.9","+1.1","62% (10/16)","0%","Bad"
"46","Josh Oliver",MIN,"vs. HOU","2 out of 5 stars","F","2.8","-0.1","37% (6/16)","9%","Bad"
"47","Josh Whyle",TEN,"vs. GB","3 out of 5 stars","F","2.6","-0.3","36% (4/11)","0%","Bad"
"48","Austin Hooper",NE,"at NYJ","2 out of 5 stars","F","2.3","-0.8","37% (6/16)","2%","Bad"
"49","Cade Stover",HOU,"at MIN","3 out of 5 stars","F","2.3","-0.8","0% (0/1)","0%","N/A"
"50","Grant Calcaterra",PHI,"at NO","2 out of 5 stars","F","2.2","0.0","33% (2/6)","0%","N/A"
"51","Luke Farrell",JAC,"at BUF","4 out of 5 stars","F","2.1","+0.4","43% (7/16)","0%","N/A"
"52","Luke Schoonmaker",DAL,"vs. BAL","4 out of 5 stars","F","2.0","-0.3","31% (5/16)","1%","Bad"
"53","Jeremy Ruckert",NYJ,"vs. NE","2 out of 5 stars","F","1.9","-0.2","26% (4/15)","3%","Bad"
"54","Mo Alie-Cox",IND,"vs. CHI","4 out of 5 stars","F","1.8","+0.4","37% (6/16)","2%","Bad"
"55","Adam Trautman",DEN,"at TB","2 out of 5 stars","F","1.8","-0.7","25% (4/16)","0%","N/A"
"56","Daniel Bellinger",NYG,"at CLE","1 out of 5 stars","F","1.7","0.0","50% (8/16)","7%","Bad"
"57","Durham Smythe",MIA,"at SEA","4 out of 5 stars","F","1.7","-0.2","46% (7/15)","2%","Bad"
"58","Brock Wright",DET,"at ARI","1 out of 5 stars","F","1.5","0.0","35% (5/14)","10%","Bad"
"59","Charlie Woerner",ATL,"vs. KC","5 out of 5 stars","F","1.4","-0.6","11% (1/9)","0%","Bad"
"60","Darnell Washington",PIT,"vs. LAC","4 out of 5 stars","F","1.4","-0.4","43% (7/16)","18%","Great"
"61","John Bates",WAS,"at CIN","2 out of 5 stars","F","1.3","-0.6","31% (5/16)","0%","N/A"
"62","Jared Wiley",KC,"at ATL","4 out of 5 stars","F","1.2","0.0","50% (1/2)","0%","N/A"
"63","Drew Ogletree",IND,"vs. CHI","4 out of 5 stars","F","1.2","-0.1","38% (5/13)","3%","Bad"
"64","Julian Hill",MIA,"at SEA","4 out of 5 stars","F","1.1","-0.3","26% (4/15)","18%","Bad"
"65","Blake Whiteheart",CLE,"vs. NYG","2 out of 5 stars","F","1.1","-","-","0%","N/A"
"66","Tanner Hudson",CIN,"vs. WAS","1 out of 5 stars","F","1.0","+0.5","46% (6/13)","3%","Bad"
"67","Hunter Long",LAR,"vs. SF","1 out of 5 stars","F","1.0","-1.4","0% (0/4)","0%","N/A"
"68","Ben Sinnott",WAS,"at CIN","2 out of 5 stars","F","1.0","-1.8","0% (0/2)","0%","N/A"
"69","AJ Barner",SEA,"vs. MIA","1 out of 5 stars","F","0.9","-1.6","0% (0/2)","0%","N/A"
"70","Tip Reiman",ARI,"vs. DET","3 out of 5 stars","F","0.9","-0.5","0% (0/2)","0%","N/A"
"71","Jake Tonges",SF,"at LAR","4 out of 5 stars","F","0.9","-0.1","0% (0/1)","0%","N/A"
"72","Harrison Bryant",LV,"vs. CAR","3 out of 5 stars","F","0.8","+0.2","18% (3/16)","4%","Bad"
"73","Connor Heyward",PIT,"vs. LAC","4 out of 5 stars","F","0.8","-0.8","33% (5/15)","0%","N/A"
"74","Brevyn Spann-Ford",DAL,"vs. BAL","4 out of 5 stars","F","0.7","-4.4","0% (0/1)","0%","N/A"
"75","Payne Durham",TB,"vs. DEN","5 out of 5 stars","F","0.6","-0.4","23% (3/13)","0%","N/A"
"76","Nick Vannett",TEN,"vs. GB","3 out of 5 stars","F","0.6","-0.8","0% (0/4)","0%","N/A"
"77","Nate Adkins",DEN,"at TB","2 out of 5 stars","F","0.6","-0.7","12% (1/8)","4%","Bad"
"78","Charlie Kolar",BAL,"at DAL","2 out of 5 stars","F","0.6","+0.6","37% (3/8)","0%","N/A"
"79","Stone Smartt",LAC,"at PIT","2 out of 5 stars","F","0.5","+0.1","33% (5/15)","0%","N/A"
"80","Chris Manhertz",NYG,"at CLE","1 out of 5 stars","F","0.4","-0.8","7% (1/14)","0%","N/A"
"81","Parker Hesse",DET,"at ARI","1 out of 5 stars","F","0.3","-","-","0%","N/A"
"82","Marcedes Lewis",CHI,"at IND","1 out of 5 stars","F","0.1","+0.1","21% (3/14)","0%","N/A"
"83","Ross Dwelley",ATL,"vs. KC","5 out of 5 stars","F","0.1","-0.4","16% (1/6)","0%","N/A"
"84","Ko Kieft",TB,"vs. DEN","5 out of 5 stars","F","0.1","+0.3","14% (1/7)","0%","N/A"
"85","Quintin Morris",BUF,"vs. JAC","1 out of 5 stars","F","0.1","-0.4","14% (1/7)","0%","N/A"
"86","Brady Russell",SEA,"vs. MIA","1 out of 5 stars","F","0.0","-1.1","0% (0/2)","0%","N/A"
"87","E.J. Jenkins",PHI,"at NO","2 out of 5 stars","F","0.0","-","-","0%","N/A"
"88","Jaheim Bell",NE,"at NYJ","2 out of 5 stars","F","0.0","-0.5","0% (0/1)","0%","N/A"
"89","Jordan Matthews",CAR,"at LV","2 out of 5 stars","F","0.0","-","-","3%","Bad"
"90","Brenden Bates",NYJ,"vs. NE","2 out of 5 stars","F","0.0","-","-","0%","N/A"
