"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"52","Bucky Irving",TB,"vs. WAS","4 out of 5 stars","F","5.7","-","-","0%","N/A"
"53","Miles Sanders",CAR,"at NO","3 out of 5 stars","F","5.6","-3.2","26% (4/15)","13%","Bad"
"54","Justice Hill",BAL,"at KC","3 out of 5 stars","F","5.3","+1.1","40% (6/15)","11%","Average"
"55","Alexander Mattison",LV,"at LAC","2 out of 5 stars","F","5.0","-2.6","20% (3/15)","0%","N/A"
"56","Trey Benson",ARI,"at BUF","4 out of 5 stars","F","4.9","-","-","0%","N/A"
"57","Jordan Mason",SF,"vs. NYJ","3 out of 5 stars","F","4.7","+0.4","30% (4/13)","2%","Great"
"58","Kenneth Gainwell",PHI,"vs. GB","4 out of 5 stars","F","4.6","-0.5","40% (6/15)","7%","Poor"
"59","Emanuel Wilson",GB,"at PHI","2 out of 5 stars","F","4.5","+0.3","33% (3/9)","3%","Bad"
"60","Tank Bigsby",JAC,"at MIA","4 out of 5 stars","F","4.4","-1.2","12% (2/16)","7%","Average"
"61","Roschon Johnson",CHI,"vs. TEN","2 out of 5 stars","F","4.3","-0.7","28% (4/14)","13%","Bad"
"62","Tyrone Tracy Jr.",NYG,"vs. MIN","2 out of 5 stars","F","3.6","-","-","0%","N/A"
"63","Cordarrelle Patterson",PIT,"at ATL","3 out of 5 stars","F","3.5","-0.3","38% (5/13)","0%","N/A"
"64","Braelon Allen",NYJ,"at SF","3 out of 5 stars","F","3.4","-","-","0%","N/A"
"65","Kimani Vidal",LAC,"vs. LV","4 out of 5 stars","F","3.3","-","-","0%","N/A"
"66","Jaylen Wright",MIA,"vs. JAC","3 out of 5 stars","F","3.1","-","-","0%","N/A"
"67","Pierre Strong Jr.",CLE,"vs. DAL","3 out of 5 stars","F","3.1","+0.5","56% (9/16)","6%","Poor"
"68","Dameon Pierce",HOU,"at IND","4 out of 5 stars","F","2.6","-2.6","30% (4/13)","16%","Bad"
"69","Cam Akers",HOU,"at IND","4 out of 5 stars","F","2.1","-0.5","42% (3/7)","0%","Great"
"70","Audric Estime",DEN,"at SEA","4 out of 5 stars","F","2.1","-","-","0%","N/A"
"71","Carson Steele",KC,"vs. BAL","3 out of 5 stars","F","2.1","-","-","0%","N/A"
"72","Dalvin Cook",DAL,"at CLE","3 out of 5 stars","F","2.1","-3.1","0% (0/16)","0%","N/A"
"73","Eric Gray",NYG,"vs. MIN","2 out of 5 stars","F","1.9","-0.7","12% (1/8)","6%","Bad"
"74","Will Shipley",PHI,"vs. GB","4 out of 5 stars","F","1.9","-","-","0%","N/A"
"75","Kyle Juszczyk",SF,"vs. NYJ","3 out of 5 stars","F","1.9","+0.4","31% (5/16)","6%","Average"
"76","Dylan Laube",LV,"at LAC","2 out of 5 stars","F","1.9","-","-","0%","N/A"
"77","Tyler Goodson",IND,"vs. HOU","2 out of 5 stars","F","1.6","+1.0","50% (2/4)","4%","Bad"
"78","Ty Johnson",BUF,"vs. ARI","4 out of 5 stars","F","1.5","0.0","30% (3/10)","8%","Poor"
"79","Emari Demercado",ARI,"at BUF","4 out of 5 stars","F","1.4","+1.2","46% (6/13)","4%","Great"
"80","D'Ernest Johnson",JAC,"at MIA","4 out of 5 stars","F","1.3","-0.4","43% (7/16)","2%","Bad"
"81","Raheem Blackshear",CAR,"at NO","3 out of 5 stars","F","1.2","-0.2","50% (5/10)","2%","Bad"
"82","Trey Sermon",IND,"vs. HOU","2 out of 5 stars","F","1.2","-0.7","27% (3/11)","1%","Bad"
"83","Ameer Abdullah",LV,"at LAC","2 out of 5 stars","F","1.2","-0.6","31% (5/16)","2%","Bad"
"84","Deuce Vaughn",DAL,"at CLE","3 out of 5 stars","F","1.1","-0.8","33% (2/6)","3%","Bad"
"85","Alec Ingold",MIA,"vs. JAC","3 out of 5 stars","F","1.1","+0.1","43% (7/16)","2%","Bad"
"86","Isaiah Davis",NYJ,"at SF","3 out of 5 stars","F","1.1","-","-","0%","N/A"
"87","Ronnie Rivers",LAR,"at DET","3 out of 5 stars","F","1.1","-1.8","25% (2/8)","1%","Bad"
"88","C.J. Ham",MIN,"at NYG","5 out of 5 stars","F","1.1","-0.4","31% (5/16)","0%","Bad"
"89","Isaac Guerendo",SF,"vs. NYJ","3 out of 5 stars","F","1.1","-","-","0%","N/A"
"90","DeeJay Dallas",ARI,"at BUF","4 out of 5 stars","F","1.0","-1.4","6% (1/15)","0%","N/A"
"91","Evan Hull",IND,"vs. HOU","2 out of 5 stars","F","1.0","-6.0","0% (0/1)","0%","Bad"
"92","Patrick Ricard",BAL,"at KC","3 out of 5 stars","F","0.9","+0.3","25% (4/16)","6%","Good"
"93","Israel Abanikanda",NYJ,"at SF","3 out of 5 stars","F","0.9","+0.2","42% (3/7)","2%","Bad"
"94","Trayveon Williams",CIN,"vs. NE","2 out of 5 stars","F","0.8","-1.1","12% (2/16)","1%","Bad"
"95","Jeff Wilson Jr.",MIA,"vs. JAC","3 out of 5 stars","F","0.8","-1.0","22% (2/9)","4%","Bad"
"96","Sean Tucker",TB,"vs. WAS","4 out of 5 stars","F","0.8","-2.3","0% (0/7)","1%","Bad"
"97","Michael Carter",ARI,"at BUF","4 out of 5 stars","F","0.8","+1.1","50% (7/14)","8%","Average"
"98","Jordan Mims",NO,"vs. CAR","4 out of 5 stars","F","0.7","-","-","0%","N/A"
"99","Craig Reynolds",DET,"vs. LAR","1 out of 5 stars","F","0.7","-0.1","36% (4/11)","9%","Average"
"100","Dare Ogunbowale",HOU,"at IND","4 out of 5 stars","F","0.6","-0.4","28% (2/7)","1%","Bad"
"101","Chris Rodriguez Jr.",WAS,"at TB","3 out of 5 stars","F","0.5","+0.5","33% (4/12)","14%","Average"
"102","Blake Watson",DEN,"at SEA","4 out of 5 stars","F","0.5","-","-","0%","N/A"
"103","Ellis Merriweather",GB,"at PHI","2 out of 5 stars","F","0.5","-","-","0%","N/A"
"104","Frank Gore Jr.",BUF,"vs. ARI","4 out of 5 stars","F","0.5","-","-","0%","N/A"
"105","JaMycal Hasty",NE,"at CIN","3 out of 5 stars","F","0.5","-1.0","0% (0/3)","0%","N/A"
"106","Kenny McIntosh",SEA,"vs. DEN","5 out of 5 stars","F","0.4","-1.4","0% (0/1)","0%","N/A"
"107","Jaret Patterson",LAC,"vs. LV","4 out of 5 stars","F","0.4","-","-","0%","N/A"
"108","Travis Homer",CHI,"vs. TEN","2 out of 5 stars","F","0.4","-1.2","0% (0/8)","1%","Bad"
"109","Sione Vaki",DET,"vs. LAR","1 out of 5 stars","F","0.2","-","-","0%","N/A"
"110","Hunter Luepke",DAL,"at CLE","3 out of 5 stars","F","0.2","+0.2","26% (4/15)","3%","Great"
"111","Cody Schrader",LAR,"at DET","3 out of 5 stars","F","0.2","-","-","0%","N/A"
"112","Khari Blasingame",CHI,"vs. TEN","2 out of 5 stars","F","0.2","-0.2","13% (2/15)","2%","Bad"
"113","Kendall Milton",CIN,"vs. NE","2 out of 5 stars","F","0.2","-","-","0%","N/A"
"114","Adam Prentice",NO,"vs. CAR","4 out of 5 stars","F","0.2","-0.2","16% (1/6)","0%","Bad"
"115","Jeremy McNichols",WAS,"at TB","3 out of 5 stars","F","0.2","-","-","0%","N/A"
"116","John Kelly Jr.",BAL,"at KC","3 out of 5 stars","F","0.1","-","-","0%","N/A"
"117","Avery Williams",ATL,"vs. PIT","2 out of 5 stars","F","0.1","-","-","0%","N/A"
"118","Reggie Gilliam",BUF,"vs. ARI","4 out of 5 stars","F","0.1","-0.5","14% (1/7)","0%","N/A"
"119","Jase McClellan",ATL,"vs. PIT","2 out of 5 stars","F","0.1","-","-","0%","N/A"
