"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. DIFF ","% OVER ","OPPORTUNITY ","EFFICIENCY "
"30","Jauan Jennings",SF,"at TB","3 out of 5 stars","C+","11.1","+2.0","41% (5/12)","12%","Average"
"31","Jordan Addison",MIN,"at JAC","4 out of 5 stars","C+","11.0","-0.2","23% (3/13)","9%","Good"
"32","Wan'Dale Robinson",NYG,"at CAR","3 out of 5 stars","B","11.0","+0.1","43% (7/16)","10%","Average"
"33","Xavier Legette",CAR,"vs. NYG","3 out of 5 stars","C+","10.5","-0.4","55% (5/9)","14%","Great"
"34","Rome Odunze",CHI,"vs. NE","4 out of 5 stars","C+","10.4","-0.5","25% (2/8)","15%","Bad"
"35","Keenan Allen",CHI,"vs. NE","4 out of 5 stars","C+","10.3","+0.4","36% (4/11)","13%","Average"
"36","Nico Collins",HOU,"vs. DET","2 out of 5 stars","B","10.2","+3.3","63% (7/11)","24%","Poor"
"37","Amari Cooper",BUF,"at IND","4 out of 5 stars","C","10.0","+0.8","33% (5/15)","5%","Great"
"38","Jameson Williams",DET,"at HOU","3 out of 5 stars","C","10.0","+1.7","66% (10/15)","11%","Average"
"39","Quentin Johnston",LAC,"vs. TEN","2 out of 5 stars","C","9.4","+1.2","50% (7/14)","12%","Great"
"40","DeMario Douglas",NE,"at CHI","2 out of 5 stars","C","9.3","-1.1","35% (5/14)","4%","Average"
"41","Noah Brown",WAS,"vs. PIT","3 out of 5 stars","C","9.3","+1.3","50% (7/14)","4%","Poor"
"42","Xavier Worthy",KC,"vs. DEN","3 out of 5 stars","C","9.3","-1.1","50% (4/8)","7%","Good"
"43","Rashod Bateman",BAL,"vs. CIN","3 out of 5 stars","C","9.1","+0.8","43% (7/16)","8%","Great"
"44","Ricky Pearsall",SF,"at TB","3 out of 5 stars","C","9.1","+0.3","50% (1/2)","2%","Bad"
"45","Ray-Ray McCloud III",ATL,"at NO","3 out of 5 stars","C","9.1","-0.4","50% (5/10)","6%","Poor"
"46","Demarcus Robinson",LAR,"vs. MIA","3 out of 5 stars","C-","8.8","+4.3","64% (9/14)","13%","Average"
"47","Andrei Iosivas",CIN,"at BAL","4 out of 5 stars","C","8.7","-0.4","37% (6/16)","6%","Good"
"48","Jalen Coker",CAR,"vs. NYG","3 out of 5 stars","C-","8.6","+2.9","60% (3/5)","11%","Poor"
"49","Alec Pierce",IND,"vs. BUF","3 out of 5 stars","C-","8.5","+2.1","43% (7/16)","6%","Great"
"50","Joshua Palmer",LAC,"vs. TEN","2 out of 5 stars","C-","8.5","+0.1","33% (3/9)","9%","Bad"
"51","Mason Tipton",NO,"vs. ATL","4 out of 5 stars","C-","8.4","-1.0","25% (2/8)","3%","Bad"
"52","Diontae Johnson",BAL,"vs. CIN","3 out of 5 stars","C-","8.3","-1.4","43% (7/16)","1%","Great"
"53","Parker Washington",JAC,"vs. MIN","3 out of 5 stars","C-","7.9","-0.8","23% (3/13)","5%","Bad"
"54","Jalen Tolbert",DAL,"vs. PHI","2 out of 5 stars","C-","7.8","+0.5","37% (6/16)","17%","Poor"
"55","Michael Wilson",ARI,"vs. NYJ","2 out of 5 stars","D+","7.4","-0.6","46% (6/13)","15%","Average"
"56","Adonai Mitchell",IND,"vs. BUF","3 out of 5 stars","D+","7.4","-2.7","11% (1/9)","5%","Bad"
"57","Trey Palmer",TB,"vs. SF","3 out of 5 stars","D","7.3","-0.8","20% (3/15)","2%","Great"
"58","Nick Westbrook-Ikhine",TEN,"at LAC","4 out of 5 stars","D","7.3","+0.9","41% (5/12)","24%","Great"
"59","Sterling Shepard",TB,"vs. SF","3 out of 5 stars","D","7.2","+0.4","41% (5/12)","5%","Poor"
"60","Gabe Davis",JAC,"vs. MIN","3 out of 5 stars","D","7.2","-1.8","20% (3/15)","16%","Bad"
"61","Jalen Nailor",MIN,"at JAC","4 out of 5 stars","D-","6.9","+0.9","54% (6/11)","8%","Great"
"62","Kayshon Boutte",NE,"at CHI","2 out of 5 stars","D-","6.6","+1.5","60% (6/10)","11%","Bad"
"63","David Moore",CAR,"vs. NYG","3 out of 5 stars","D-","6.3","+0.9","46% (6/13)","7%","Bad"
"64","Jermaine Burton",CIN,"at BAL","4 out of 5 stars","D-","6.1","+0.3","28% (2/7)","9%","Bad"
"65","Calvin Austin III",PIT,"at WAS","4 out of 5 stars","F","6.0","+1.1","25% (4/16)","5%","Good"
"66","Mack Hollins",BUF,"at IND","4 out of 5 stars","F","5.9","+0.5","33% (3/9)","6%","Great"
"67","Jalen McMillan",TB,"vs. SF","3 out of 5 stars","D","5.4","-1.3","33% (2/6)","9%","Bad"
"68","Troy Franklin",DEN,"at KC","3 out of 5 stars","F","5.4","-0.6","25% (2/8)","10%","Bad"
"69","Robert Woods",HOU,"vs. DET","2 out of 5 stars","F","5.3","-1.6","26% (4/15)","1%","Bad"
"70","Devaughn Vele",DEN,"at KC","3 out of 5 stars","F","5.3","+1.4","40% (2/5)","2%","Bad"
"71","Kalif Raymond",DET,"at HOU","3 out of 5 stars","F","5.3","+1.6","56% (9/16)","4%","Great"
"72","Tyler Boyd",TEN,"at LAC","4 out of 5 stars","F","5.2","-1.3","25% (4/16)","11%","Bad"
"73","John Metchie III",HOU,"vs. DET","2 out of 5 stars","F","5.1","-1.3","14% (2/14)","7%","Bad"
"74","Mike Williams",PIT,"at WAS","4 out of 5 stars","F","4.9","-3.0","22% (2/9)","0%","Bad"
"75","Kendrick Bourne",NE,"at CHI","2 out of 5 stars","F","4.8","-2.4","20% (1/5)","6%","Bad"
"76","Rakim Jarrett",TB,"vs. SF","3 out of 5 stars","F","4.7","+0.9","40% (2/5)","3%","Bad"
"77","Curtis Samuel",BUF,"at IND","4 out of 5 stars","F","4.5","-2.0","26% (4/15)","3%","Bad"
"78","Tim Patrick",DET,"at HOU","3 out of 5 stars","F","4.3","-0.1","42% (3/7)","4%","Bad"
"79","Marquez Valdes-Scantling",NO,"vs. ATL","4 out of 5 stars","F","4.3","-2.2","7% (1/14)","0%","N/A"
"80","Tutu Atwell",LAR,"vs. MIA","3 out of 5 stars","F","4.2","-0.8","35% (5/14)","5%","Bad"
"81","Nelson Agholor",BAL,"vs. CIN","3 out of 5 stars","F","4.1","+0.4","37% (6/16)","4%","Great"
"82","Lil'Jordan Humphrey",DEN,"at KC","3 out of 5 stars","F","4.1","+0.8","56% (9/16)","9%","Bad"
"83","Greg Dortch",ARI,"vs. NYJ","2 out of 5 stars","F","4.1","+0.3","37% (6/16)","8%","Bad"
"84","Justin Watson",KC,"vs. DEN","3 out of 5 stars","F","4.1","+0.3","40% (6/15)","2%","Bad"
"85","Olamide Zaccheaus",WAS,"vs. PIT","3 out of 5 stars","F","4.1","0.0","31% (5/16)","2%","Bad"
"86","Van Jefferson",PIT,"at WAS","4 out of 5 stars","F","4.0","-1.2","20% (3/15)","10%","Bad"
"87","Odell Beckham Jr.",MIA,"at LAR","2 out of 5 stars","F","3.9","-0.5","27% (3/11)","4%","Bad"
"88","KaVontae Turpin",DAL,"vs. PHI","2 out of 5 stars","F","3.6","+0.9","33% (5/15)","9%","Bad"
"89","Xavier Hutchinson",HOU,"vs. DET","2 out of 5 stars","F","3.5","-1.2","25% (4/16)","2%","Bad"
"90","Jalen Brooks",DAL,"vs. PHI","2 out of 5 stars","F","3.4","-0.5","30% (3/10)","5%","Bad"
"91","Mecole Hardman Jr.",KC,"vs. DEN","3 out of 5 stars","F","3.3","+0.4","22% (2/9)","5%","Average"
"92","Ryan Miller",TB,"vs. SF","3 out of 5 stars","F","3.3","-","-","7%","Average"
"93","Jahan Dotson",PHI,"at DAL","3 out of 5 stars","F","3.3","-2.9","26% (4/15)","3%","Bad"
"94","Luke McCaffrey",WAS,"vs. PIT","3 out of 5 stars","F","3.0","-1.9","11% (1/9)","2%","Bad"
"95","Ashton Dulin",IND,"vs. BUF","3 out of 5 stars","F","2.9","+0.5","33% (3/9)","4%","Average"
"96","Xavier Gipson",NYJ,"at ARI","4 out of 5 stars","F","2.9","+0.1","41% (7/17)","7%","Good"
"97","Marvin Mims Jr.",DEN,"at KC","3 out of 5 stars","F","2.9","-1.7","25% (4/16)","2%","Bad"
"98","Jalin Hyatt",NYG,"at CAR","3 out of 5 stars","F","2.9","-2.5","6% (1/16)","2%","Bad"
"99","Dyami Brown",WAS,"vs. PIT","3 out of 5 stars","F","2.8","-0.4","25% (4/16)","3%","Average"
"100","Tyler Johnson",LAR,"vs. MIA","3 out of 5 stars","F","2.8","-0.3","37% (3/8)","7%","Bad"
"101","Ja'Lynn Polk",NE,"at CHI","2 out of 5 stars","F","2.7","-2.8","25% (2/8)","6%","Average"
"102","Trenton Irwin",CIN,"at BAL","4 out of 5 stars","F","2.6","-1.2","21% (3/14)","12%","Bad"
"103","Malik Washington",MIA,"at LAR","2 out of 5 stars","F","2.6","-0.5","33% (1/3)","2%","Bad"
"104","Zay Jones",ARI,"vs. NYJ","2 out of 5 stars","F","2.5","-1.1","9% (1/11)","0%","N/A"
"105","KhaDarel Hodge",ATL,"at NO","3 out of 5 stars","F","2.5","-0.2","20% (3/15)","5%","Great"
"106","Tim Jones",JAC,"vs. MIN","3 out of 5 stars","F","2.5","-0.8","11% (1/9)","0%","Bad"
"107","Jonathan Mingo",DAL,"vs. PHI","2 out of 5 stars","F","2.2","-2.9","11% (2/17)","0%","N/A"
"108","Austin Trammell",JAC,"vs. MIN","3 out of 5 stars","F","1.8","-0.8","0% (0/5)","6%","Bad"
"109","Jermaine Jackson",NO,"vs. ATL","4 out of 5 stars","F","1.8","-","-","0%","Bad"
"110","Malachi Corley",NYJ,"at ARI","4 out of 5 stars","F","1.6","-0.9","0% (0/5)","1%","Bad"
"111","Jalen Reagor",LAC,"vs. TEN","2 out of 5 stars","F","1.5","-","-","5%","Bad"
"112","Deven Thompkins",CAR,"vs. NYG","3 out of 5 stars","F","1.5","-","-","0%","Bad"
"113","Johnny Wilson",PHI,"at DAL","3 out of 5 stars","F","1.3","-1.3","0% (0/8)","3%","Bad"
"114","Trent Sherfield Sr.",MIN,"at JAC","4 out of 5 stars","F","1.2","-0.3","33% (5/15)","1%","Great"
"115","DJ Chark Jr.",LAC,"vs. TEN","2 out of 5 stars","F","1.1","+1.3","28% (2/7)","0%","N/A"
"116","Jha'Quan Jackson",TEN,"at LAC","4 out of 5 stars","F","1.0","-0.9","0% (0/2)","2%","Bad"
"117","Ihmir Smith-Marsette",NYG,"at CAR","3 out of 5 stars","F","0.9","-","-","0%","N/A"
"118","Isaiah Hodgins",NYG,"at CAR","3 out of 5 stars","F","0.9","-0.1","50% (4/8)","0%","Bad"
"119","Ryan Flournoy",DAL,"vs. PHI","2 out of 5 stars","F","0.9","-0.8","0% (0/3)","0%","Bad"
"120","Devin Duvernay",JAC,"vs. MIN","3 out of 5 stars","F","0.8","-0.7","0% (0/9)","2%","Bad"
"121","Ronnie Bell",SF,"at TB","3 out of 5 stars","F","0.8","-0.4","15% (2/13)","2%","Bad"
"122","K.J. Osborn",NE,"at CHI","2 out of 5 stars","F","0.8","-0.7","23% (3/13)","5%","Great"
"123","Steven Sims Jr.",HOU,"vs. DET","2 out of 5 stars","F","0.7","-1.2","0% (0/3)","0%","Bad"
"124","Brandon Powell",MIN,"at JAC","4 out of 5 stars","F","0.7","-0.6","20% (3/15)","2%","Bad"
"125","Scotty Miller",PIT,"at WAS","4 out of 5 stars","F","0.7","-0.1","20% (3/15)","1%","Bad"
"126","Ainias Smith",PHI,"at DAL","3 out of 5 stars","F","0.7","-","-","0%","Bad"
"127","Javon Baker",NE,"at CHI","2 out of 5 stars","F","0.5","-0.4","0% (0/3)","0%","N/A"
"128","Jacob Cowing",SF,"at TB","3 out of 5 stars","F","0.5","-2.2","0% (0/3)","15%","Bad"
"129","Allen Robinson II",DET,"at HOU","3 out of 5 stars","F","0.5","-0.4","36% (4/11)","0%","Bad"
"130","Justyn Ross",KC,"vs. DEN","3 out of 5 stars","F","0.5","-","-","0%","N/A"
"131","Kendric Pryor",CIN,"at BAL","4 out of 5 stars","F","0.3","-","-","0%","Bad"
"132","Anthony Gould",IND,"vs. BUF","3 out of 5 stars","F","0.2","-0.6","0% (0/2)","0%","N/A"
"133","Dee Eskridge",MIA,"at LAR","2 out of 5 stars","F","0.2","-0.5","0% (0/2)","0%","N/A"
"134","Zach Pascal",ARI,"vs. NYJ","2 out of 5 stars","F","0.2","-1.4","0% (0/7)","0%","N/A"
"135","Irvin Charles",NYJ,"at ARI","4 out of 5 stars","F","0.2","-","-","0%","N/A"
"136","Isaiah Williams",CIN,"at BAL","4 out of 5 stars","F","0.2","-0.9","0% (0/2)","0%","Bad"
"137","Tylan Wallace",BAL,"vs. CIN","3 out of 5 stars","F","0.1","-","-","1%","Great"
"138","Kevin Austin Jr.",NO,"vs. ATL","4 out of 5 stars","F","0.1","-","-","0%","N/A"
"139","Jalen Cropper",DAL,"vs. PHI","2 out of 5 stars","F","0.1","-","-","0%","N/A"
"140","Laquon Treadwell",IND,"vs. BUF","3 out of 5 stars","F","0.1","-","-","0%","N/A"
"141","Tyrell Shavers",BUF,"at IND","4 out of 5 stars","F","0.0","-","-","0%","N/A"
"142","Ben Skowronek",PIT,"at WAS","4 out of 5 stars","F","0.0","-0.5","33% (2/6)","0%","N/A"
"143","Bryce Oliver",TEN,"at LAC","4 out of 5 stars","F","0.0","-","-","0%","N/A"
