"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. DIFF ","% OVER ","OPPORTUNITY ","EFFICIENCY "
"80","Andrei Iosivas",CIN,"at TEN","2 out of 5 stars","F","6.4","+0.3","50% (8/16)","6%","Good"
"81","Ricky Pearsall",SF,"vs. LAR","3 out of 5 stars","F","6.4","-1.3","28% (2/7)","5%","Poor"
"82","Mike Williams",PIT,"at PHI","2 out of 5 stars","F","6.3","-2.2","28% (4/14)","6%","Great"
"83","Van Jefferson",PIT,"at PHI","2 out of 5 stars","F","5.9","-0.4","37% (6/16)","7%","Average"
"84","Tutu Atwell",LAR,"at SF","3 out of 5 stars","F","5.8","+0.2","46% (7/15)","4%","Bad"
"85","Olamide Zaccheaus",WAS,"at NO","2 out of 5 stars","F","5.3","-0.9","18% (3/16)","2%","Bad"
"86","Kevin Austin Jr.",NO,"vs. WAS","3 out of 5 stars","F","5.3","-","-","2%","Bad"
"87","Jalen Coker",CAR,"vs. DAL","3 out of 5 stars","F","5.3","+2.1","50% (3/6)","8%","Bad"
"88","Michael Woods II",CLE,"vs. KC","4 out of 5 stars","F","5.2","-","-","4%","Bad"
"89","Troy Franklin",DEN,"vs. IND","4 out of 5 stars","F","5.1","-0.4","25% (3/12)","9%","Bad"
"90","Jalen Tolbert",DAL,"at CAR","2 out of 5 stars","F","5.0","+0.5","43% (7/16)","12%","Poor"
"91","Jalen Nailor",MIN,"vs. CHI","3 out of 5 stars","F","5.0","+0.4","46% (6/13)","9%","Good"
"92","JuJu Smith-Schuster",KC,"at CLE","4 out of 5 stars","F","4.9","-0.6","30% (3/10)","4%","Poor"
"93","Mack Hollins",BUF,"at DET","2 out of 5 stars","F","4.6","+1.6","46% (6/13)","6%","Great"
"94","John Metchie III",HOU,"vs. MIA","3 out of 5 stars","F","4.5","-0.2","23% (3/13)","6%","Poor"
"95","Devin Duvernay",JAC,"vs. NYJ","3 out of 5 stars","F","4.4","-0.5","11% (1/9)","2%","Bad"
"96","KaVontae Turpin",DAL,"at CAR","2 out of 5 stars","F","4.4","+1.6","43% (7/16)","8%","Poor"
"97","Malik Washington",MIA,"at HOU","4 out of 5 stars","F","4.4","+0.2","37% (3/8)","2%","Good"
"98","Adonai Mitchell",IND,"at DEN","3 out of 5 stars","F","4.1","-2.4","23% (3/13)","5%","Bad"
"99","Luke McCaffrey",WAS,"at NO","2 out of 5 stars","F","4.1","-1.6","23% (3/13)","2%","Bad"
"100","Curtis Samuel",BUF,"at DET","2 out of 5 stars","F","4.0","-1.5","20% (3/15)","3%","Poor"
"101","Justin Watson",KC,"at CLE","4 out of 5 stars","F","3.9","0.0","37% (6/16)","2%","Average"
"102","Lil'Jordan Humphrey",DEN,"vs. IND","4 out of 5 stars","F","3.7","+0.6","40% (6/15)","8%","Bad"
"103","Greg Dortch",ARI,"vs. NE","4 out of 5 stars","F","3.3","-0.6","25% (4/16)","6%","Bad"
"104","Scotty Miller",PIT,"at PHI","2 out of 5 stars","F","3.1","+0.1","25% (3/12)","1%","Bad"
"105","Nelson Agholor",BAL,"at NYG","3 out of 5 stars","F","3.0","0.0","31% (5/16)","4%","Good"
"106","Cedrick Wilson Jr.",NO,"vs. WAS","3 out of 5 stars","F","2.9","-0.8","28% (4/14)","1%","Great"
"107","Derius Davis",LAC,"vs. TB","3 out of 5 stars","F","2.9","-0.8","28% (4/14)","2%","Bad"
"108","Jahan Dotson",PHI,"vs. PIT","2 out of 5 stars","F","2.8","-2.6","18% (3/16)","2%","Bad"
"109","Ja'Lynn Polk",NE,"at ARI","4 out of 5 stars","F","2.7","-2.0","25% (3/12)","5%","Average"
"110","Tylan Wallace",BAL,"at NYG","3 out of 5 stars","F","2.6","-","-","2%","Great"
"111","Zay Jones",ARI,"vs. NE","4 out of 5 stars","F","2.4","-0.8","9% (1/11)","1%","Bad"
"112","Terrace Marshall Jr.",LV,"vs. ATL","5 out of 5 stars","F","2.4","-","-","0%","N/A"
"113","Jalin Hyatt",NYG,"vs. BAL","3 out of 5 stars","F","2.2","-2.3","12% (2/16)","2%","Bad"
"114","DJ Chark Jr.",LAC,"vs. TB","3 out of 5 stars","F","2.2","+2.6","40% (2/5)","0%","N/A"
"115","Tyler Johnson",LAR,"at SF","3 out of 5 stars","F","2.2","-0.2","38% (5/13)","6%","Bad"
"116","Jonathan Mingo",DAL,"at CAR","2 out of 5 stars","F","2.0","-3.3","0% (0/16)","5%","Bad"
"117","Ben Skowronek",PIT,"at PHI","2 out of 5 stars","F","2.0","-0.4","20% (1/5)","0%","N/A"
"118","Josh Reynolds",JAC,"vs. NYJ","3 out of 5 stars","F","2.0","-0.8","50% (4/8)","0%","N/A"
"119","Bo Melton",GB,"at SEA","3 out of 5 stars","F","1.9","+0.6","37% (6/16)","4%","Bad"
"120","Jermaine Burton",CIN,"at TEN","2 out of 5 stars","F","1.8","-0.4","18% (2/11)","8%","Bad"
"121","Jake Bobo",SEA,"vs. GB","2 out of 5 stars","F","1.8","-0.9","31% (5/16)","1%","Bad"
"122","Robert Woods",HOU,"vs. MIA","3 out of 5 stars","F","1.7","-0.5","35% (5/14)","2%","Bad"
"123","Johnny Wilson",PHI,"vs. PIT","2 out of 5 stars","F","1.6","-0.6","8% (1/12)","5%","Average"
"124","Velus Jones Jr.",CAR,"vs. DAL","3 out of 5 stars","F","1.5","-0.2","50% (2/4)","0%","N/A"
"125","Trey Palmer",TB,"at LAC","3 out of 5 stars","F","1.2","-0.5","28% (4/14)","2%","Good"
"126","Rakim Jarrett",TB,"at LAC","3 out of 5 stars","F","1.2","-0.3","33% (2/6)","3%","Bad"
"127","Chris Conley",SF,"vs. LAR","3 out of 5 stars","F","1.0","-","-","4%","Bad"
"128","Jamison Crowder",WAS,"at NO","2 out of 5 stars","F","0.9","-0.7","0% (0/4)","0%","N/A"
"129","Xavier Hutchinson",HOU,"vs. MIA","3 out of 5 stars","F","0.9","-1.8","13% (2/15)","2%","Bad"
"130","K.J. Osborn",WAS,"at NO","2 out of 5 stars","F","0.8","-0.3","18% (2/11)","0%","Good"
"131","Jamari Thrash",CLE,"vs. KC","4 out of 5 stars","F","0.7","-0.7","0% (0/4)","0%","N/A"
"132","Xavier Gipson",NYJ,"at JAC","3 out of 5 stars","F","0.5","-0.6","25% (4/16)","4%","Good"
"133","Malik Heath",GB,"at SEA","3 out of 5 stars","F","0.5","-0.9","15% (2/13)","5%","Great"
"134","River Cracraft",MIA,"at HOU","4 out of 5 stars","F","0.5","-1.4","0% (0/4)","0%","N/A"
"135","James Proche II",CLE,"vs. KC","4 out of 5 stars","F","0.5","-0.3","0% (0/4)","0%","Bad"
"136","Trent Sherfield Sr.",MIN,"vs. CHI","3 out of 5 stars","F","0.5","+0.1","37% (6/16)","1%","Great"
"137","Brandon Powell",MIN,"vs. CHI","3 out of 5 stars","F","0.4","-0.6","25% (4/16)","1%","Bad"
"138","KhaDarel Hodge",ATL,"at LV","3 out of 5 stars","F","0.4","+0.1","20% (3/15)","3%","Great"
"139","Deven Thompkins",CAR,"vs. DAL","3 out of 5 stars","F","0.3","-","-","2%","Bad"
"140","Ryan Miller",TB,"at LAC","3 out of 5 stars","F","0.3","-","-","5%","Average"
"141","Allen Robinson II",DET,"vs. BUF","4 out of 5 stars","F","0.3","-0.4","30% (3/10)","0%","Bad"
"142","Tim Jones",JAC,"vs. NYJ","3 out of 5 stars","F","0.3","-1.0","11% (1/9)","0%","Bad"
"143","Devontez Walker",BAL,"at NYG","3 out of 5 stars","F","0.3","-","-","0%","N/A"
"144","Joshua Cephus",JAC,"vs. NYJ","3 out of 5 stars","F","0.3","-","-","0%","N/A"
"145","Jacob Cowing",SF,"vs. LAR","3 out of 5 stars","F","0.3","-1.7","0% (0/6)","9%","Bad"
"146","Laquon Treadwell",IND,"at DEN","3 out of 5 stars","F","0.3","-","-","0%","N/A"
"147","Jalen Brooks",DAL,"at CAR","2 out of 5 stars","F","0.3","-0.6","27% (3/11)","4%","Bad"
"148","Zach Pascal",ARI,"vs. NE","4 out of 5 stars","F","0.2","-1.0","0% (0/5)","0%","N/A"
"149","Collin Johnson",CHI,"at MIN","3 out of 5 stars","F","0.2","-1.2","0% (0/1)","0%","N/A"
"150","Ramel Keyton",LV,"vs. ATL","5 out of 5 stars","F","0.1","-1.8","0% (0/3)","2%","Bad"
"151","Ryan Flournoy",DAL,"at CAR","2 out of 5 stars","F","0.0","-0.5","14% (1/7)","2%","Bad"
"152","Kristian Wilkerson",LV,"vs. ATL","5 out of 5 stars","F","0.0","+0.5","20% (1/5)","13%","Great"
"153","Grant DuBose",MIA,"at HOU","4 out of 5 stars","F","0.0","-","-","2%","Bad"
"154","Jordan Whittington",LAR,"at SF","3 out of 5 stars","F","0.0","-0.5","33% (3/9)","2%","Bad"
"155","Xavier Smith",LAR,"at SF","3 out of 5 stars","F","0.0","-","-","0%","Bad"
"156","Nikko Remigio",KC,"at CLE","4 out of 5 stars","F","0.0","-","-","0%","N/A"
"157","Jalen Virgil",FA,"-","-","F","0.0","-","-","0%","N/A"
"158","Laviska Shenault Jr.",LAC,"vs. TB","3 out of 5 stars","F","0.0","-0.8","27% (3/11)","0%","N/A"
"159","Mason Kinsey",TEN,"vs. CIN","3 out of 5 stars","F","0.0","-1.4","0% (0/2)","0%","N/A"
"160","Ainias Smith",PHI,"vs. PIT","2 out of 5 stars","F","0.0","-0.4","20% (1/5)","0%","Bad"
