"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. DIFF ","% OVER ","OPPORTUNITY ","EFFICIENCY "
"48","Ty Chandler",MIN,"vs. IND","3 out of 5 stars","F","5.0","-0.7","26% (4/15)","4%","Bad"
"49","Emanuel Wilson",GB,"vs. DET","2 out of 5 stars","F","4.9","+0.6","45% (5/11)","4%","Average"
"50","Samaje Perine",KC,"vs. TB","2 out of 5 stars","F","4.7","0.0","40% (6/15)","2%","Good"
"51","Jerome Ford",CLE,"vs. LAC","2 out of 5 stars","D-","4.2","-0.6","40% (6/15)","6%","Average"
"52","Dare Ogunbowale",HOU,"at NYJ","3 out of 5 stars","F","4.1","+0.4","35% (5/14)","8%","Bad"
"53","Zamir White",LV,"at CIN","3 out of 5 stars","F","4.0","-2.0","21% (3/14)","3%","Bad"
"54","Blake Corum",LAR,"at SEA","4 out of 5 stars","F","3.9","-1.3","28% (2/7)","6%","Bad"
"55","Trayveon Williams",CIN,"vs. LV","4 out of 5 stars","F","3.7","-0.6","20% (2/10)","0%","N/A"
"56","Dalvin Cook",DAL,"at ATL","2 out of 5 stars","F","3.7","-1.6","0% (0/14)","1%","Bad"
"57","Jaylen Wright",MIA,"at BUF","3 out of 5 stars","F","3.6","+0.8","50% (3/6)","2%","Bad"
"58","Sean Tucker",TB,"at KC","1 out of 5 stars","F","3.6","+3.0","37% (3/8)","3%","Great"
"59","D'Ernest Johnson",JAC,"at PHI","3 out of 5 stars","F","3.5","+0.2","50% (8/16)","4%","Bad"
"60","Kenneth Gainwell",PHI,"vs. JAC","3 out of 5 stars","F","3.4","0.0","46% (7/15)","7%","Bad"
"61","Tyler Goodson",IND,"at MIN","2 out of 5 stars","F","3.3","+0.7","45% (5/11)","5%","Average"
"62","Trey Sermon",IND,"at MIN","2 out of 5 stars","F","3.2","-0.8","38% (5/13)","15%","Bad"
"63","Jordan Mims",NO,"at CAR","5 out of 5 stars","F","3.1","-0.1","33% (1/3)","0%","Bad"
"64","Emari Demercado",ARI,"vs. CHI","3 out of 5 stars","F","3.0","+1.0","46% (6/13)","3%","Bad"
"65","Jeremy McNichols",WAS,"at NYG","3 out of 5 stars","F","2.9","+3.6","50% (3/6)","4%","Great"
"66","Ameer Abdullah",LV,"at CIN","3 out of 5 stars","F","2.5","0.0","43% (7/16)","9%","Average"
"67","Ty Johnson",BUF,"vs. MIA","5 out of 5 stars","F","2.4","+1.2","58% (7/12)","12%","Good"
"68","Trey Benson",ARI,"vs. CHI","3 out of 5 stars","F","2.3","-2.0","25% (2/8)","2%","Bad"
"69","Alec Ingold",MIA,"at BUF","3 out of 5 stars","F","2.2","+0.8","60% (9/15)","3%","Great"
"70","Carson Steele",KC,"vs. TB","2 out of 5 stars","F","1.7","-2.6","0% (0/7)","5%","Bad"
"71","Pierre Strong Jr.",CLE,"vs. LAC","2 out of 5 stars","F","1.6","-0.7","40% (6/15)","1%","Bad"
"72","Chris Brooks",GB,"vs. DET","2 out of 5 stars","F","1.6","-","-","2%","Bad"
"73","JaMycal Hasty",NE,"at TEN","2 out of 5 stars","F","1.4","+0.5","44% (4/9)","2%","Great"
"74","Audric Estime",DEN,"at BAL","3 out of 5 stars","F","1.4","-1.4","25% (1/4)","1%","Bad"
"75","D'Onta Foreman",CLE,"vs. LAC","2 out of 5 stars","F","1.2","-0.9","61% (8/13)","7%","Bad"
"76","Patrick Ricard",BAL,"vs. DEN","2 out of 5 stars","F","1.1","+0.3","12% (2/16)","0%","N/A"
"77","Eric Gray",NYG,"vs. WAS","4 out of 5 stars","F","1.1","-1.1","22% (2/9)","11%","Bad"
"78","C.J. Ham",MIN,"vs. IND","3 out of 5 stars","F","1.1","+0.1","26% (4/15)","8%","Great"
"79","Hunter Luepke",DAL,"at ATL","2 out of 5 stars","F","1.1","+0.1","31% (5/16)","1%","Bad"
"80","Hassan Haskins",LAC,"at CLE","3 out of 5 stars","F","1.0","-1.0","0% (0/6)","5%","Bad"
"81","Ezekiel Elliott",DAL,"at ATL","2 out of 5 stars","F","1.0","-0.6","35% (5/14)","9%","Average"
"82","Joshua Kelley",TEN,"vs. NE","4 out of 5 stars","F","0.6","-","-","0%","N/A"
"83","Will Shipley",PHI,"vs. JAC","3 out of 5 stars","F","0.6","-0.7","0% (0/3)","1%","Bad"
"84","Cam Akers",MIN,"vs. IND","3 out of 5 stars","F","0.3","-0.8","25% (2/8)","0%","N/A"
"85","Raheem Blackshear",CAR,"vs. NO","5 out of 5 stars","F","0.2","-0.3","44% (4/9)","0%","N/A"
"86","Deuce Vaughn",DAL,"at ATL","2 out of 5 stars","F","0.2","-0.3","60% (3/5)","1%","Bad"
"87","Zack Moss",CIN,"vs. LV","4 out of 5 stars","F","0.2","-3.1","28% (4/14)","15%","Bad"
"88","Ronnie Rivers",LAR,"at SEA","4 out of 5 stars","F","0.2","-0.9","37% (3/8)","1%","Bad"
"89","Adam Prentice",NO,"at CAR","5 out of 5 stars","F","0.2","-0.1","16% (1/6)","0%","N/A"
"90","Michael Burton",DEN,"at BAL","3 out of 5 stars","F","0.2","0.0","50% (8/16)","1%","Bad"
"91","Travis Homer",CHI,"at ARI","3 out of 5 stars","F","0.1","-0.3","25% (1/4)","0%","Bad"
"92","Kendall Milton",CIN,"vs. LV","4 out of 5 stars","F","0.0","-","-","0%","N/A"
"93","Craig Reynolds",DET,"at GB","3 out of 5 stars","F","0.0","-0.3","14% (1/7)","0%","Bad"
"94","Kenny McIntosh",SEA,"vs. LAR","3 out of 5 stars","F","0.0","-1.4","0% (0/6)","0%","N/A"
"95","J.J. Taylor",HOU,"at NYJ","3 out of 5 stars","F","0.0","-","-","2%","Bad"
"96","Dylan Laube",LV,"at CIN","3 out of 5 stars","F","0.0","-2.1","0% (0/2)","0%","N/A"
"97","Tyreik McAllister",FA,"-","-","F","0.0","-","-","3%","Bad"
"98","Isaiah Davis",NYJ,"vs. HOU","2 out of 5 stars","F","0.0","-0.5","33% (1/3)","1%","Bad"
"99","Jonathon Brooks",CAR,"vs. NO","5 out of 5 stars","F","0.0","-","-","0%","N/A"
"100","Khalil Herbert",CHI,"at ARI","3 out of 5 stars","F","0.0","-0.5","25% (3/12)","16%","Bad"
"101","Avery Williams",ATL,"vs. DAL","4 out of 5 stars","F","0.0","-","-","0%","N/A"
"102","Sione Vaki",DET,"at GB","3 out of 5 stars","F","0.0","-0.2","0% (0/3)","0%","Bad"
"103","Chris Collier",BAL,"vs. DEN","2 out of 5 stars","F","0.0","-","-","0%","N/A"
"104","Jake Funk",JAC,"at PHI","3 out of 5 stars","F","0.0","-","-","0%","N/A"
