"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. DIFF ","% OVER ","OPPORTUNITY ","EFFICIENCY "
"16","Jauan Jennings",SF,"vs. DET","2 out of 5 stars","A","14.9","+2.7","46% (6/13)","10%","Average"
"17","Drake London",ATL,"at WAS","3 out of 5 stars","A","14.8","-0.5","50% (8/16)","27%","Poor"
"18","DJ Moore",CHI,"vs. SEA","3 out of 5 stars","A-","14.8","+0.8","37% (6/16)","14%","Poor"
"19","Jordan Addison",MIN,"vs. GB","3 out of 5 stars","A-","14.5","+3.0","42% (6/14)","16%","Good"
"20","Zay Flowers",BAL,"at HOU","4 out of 5 stars","A-","14.4","-0.4","43% (7/16)","11%","Poor"
"21","Keenan Allen",CHI,"vs. SEA","3 out of 5 stars","A-","14.0","+1.9","38% (5/13)","19%","Average"
"22","Jakobi Meyers",LV,"at NO","2 out of 5 stars","B+","14.0","+0.8","42% (6/14)","12%","Bad"
"23","Cooper Kupp",LAR,"vs. ARI","4 out of 5 stars","B+","13.5","-0.6","50% (6/12)","10%","Good"
"24","Garrett Wilson",NYJ,"at BUF","4 out of 5 stars","B","13.4","-0.3","37% (6/16)","17%","Poor"
"25","Adam Thielen",CAR,"at TB","2 out of 5 stars","B","13.4","+1.3","44% (4/9)","8%","Good"
"26","Calvin Ridley",TEN,"at JAC","3 out of 5 stars","B-","13.4","-0.8","31% (5/16)","17%","Poor"
"27","George Pickens",PIT,"vs. KC","4 out of 5 stars","B-","13.2","-0.2","38% (5/13)","18%","Bad"
"28","Tyreek Hill",MIA,"at CLE","4 out of 5 stars","B+","13.1","-3.0","25% (4/16)","16%","Poor"
"29","Deebo Samuel Sr.",SF,"vs. DET","2 out of 5 stars","C+","13.0","-3.5","26% (4/15)","9%","Bad"
"30","DeVonta Smith",PHI,"vs. DAL","3 out of 5 stars","C+","12.9","-0.1","46% (6/13)","10%","Good"
"31","DK Metcalf",SEA,"at CHI","3 out of 5 stars","C+","12.9","-1.2","35% (5/14)","14%","Bad"
"32","Jameson Williams",DET,"at SF","3 out of 5 stars","C+","12.9","+2.1","60% (9/15)","8%","Average"
"33","Jayden Reed",GB,"at MIN","3 out of 5 stars","C+","12.9","+1.2","43% (7/16)","8%","Great"
"34","Josh Downs",IND,"at NYG","3 out of 5 stars","B-","12.7","+1.7","46% (6/13)","10%","Good"
"35","Khalil Shakir",BUF,"vs. NYJ","3 out of 5 stars","C","12.4","+0.5","60% (9/15)","8%","Average"
"36","Xavier Worthy",KC,"at PIT","2 out of 5 stars","C","12.1","+0.2","46% (7/15)","7%","Good"
"37","Marvin Harrison Jr.",ARI,"at LAR","3 out of 5 stars","C","11.4","-1.9","33% (5/15)","17%","Average"
"38","Jalen McMillan",TB,"vs. CAR","3 out of 5 stars","C","11.1","+0.8","41% (5/12)","9%","Good"
"39","Darnell Mooney",ATL,"at WAS","3 out of 5 stars","C","11.0","+0.9","53% (8/15)","15%","Average"
"40","Michael Pittman Jr.",IND,"at NYG","3 out of 5 stars","C","11.0","-2.6","33% (5/15)","8%","Bad"
"41","Romeo Doubs",GB,"at MIN","3 out of 5 stars","C","10.8","0.0","30% (4/13)","9%","Average"
"42","Wan'Dale Robinson",NYG,"vs. IND","3 out of 5 stars","C","10.8","-0.1","43% (7/16)","13%","Bad"
"43","Jerry Jeudy",CLE,"vs. MIA","3 out of 5 stars","C","10.6","+2.0","62% (10/16)","10%","Poor"
"44","Rome Odunze",CHI,"vs. SEA","3 out of 5 stars","C","10.4","-0.6","26% (4/15)","17%","Bad"
"45","Quentin Johnston",LAC,"at NE","4 out of 5 stars","C","10.1","+0.4","50% (7/14)","13%","Good"
"46","DeAndre Hopkins",KC,"at PIT","2 out of 5 stars","C","10.0","-0.7","31% (5/16)","10%","Average"
"47","Rashod Bateman",BAL,"at HOU","4 out of 5 stars","C-","9.8","+2.2","56% (9/16)","9%","Great"
"48","Marquise Brown",KC,"at PIT","2 out of 5 stars","C-","9.7","+3.4","100% (1/1)","6%","Bad"
"49","Jalen Coker",CAR,"at TB","2 out of 5 stars","C-","9.5","+2.5","50% (4/8)","10%","Poor"
"50","DeMario Douglas",NE,"vs. LAC","4 out of 5 stars","D+","9.1","-1.2","31% (5/16)","6%","Poor"
"51","Olamide Zaccheaus",WAS,"vs. ATL","4 out of 5 stars","D+","8.9","+0.4","25% (4/16)","4%","Average"
"52","Brandin Cooks",DAL,"at PHI","2 out of 5 stars","D+","8.3","-0.4","27% (3/11)","14%","Average"
"53","Nick Westbrook-Ikhine",TEN,"at JAC","3 out of 5 stars","D+","8.1","+2.8","53% (7/13)","17%","Great"
"54","Marvin Mims Jr.",DEN,"at CIN","3 out of 5 stars","D","8.1","+0.8","46% (7/15)","4%","Average"
"55","Kayshon Boutte",NE,"vs. LAC","4 out of 5 stars","D","8.1","+1.4","57% (8/14)","9%","Bad"
"56","Xavier Legette",CAR,"at TB","2 out of 5 stars","D","8.0","-1.0","42% (6/14)","9%","Average"
"57","Ray-Ray McCloud III",ATL,"at WAS","3 out of 5 stars","D","8.0","0.0","53% (8/15)","5%","Bad"
"58","Joshua Palmer",LAC,"at NE","4 out of 5 stars","D","8.0","-1.3","28% (4/14)","8%","Bad"
"59","Dontayvion Wicks",GB,"at MIN","3 out of 5 stars","D","7.9","-1.0","26% (4/15)","10%","Average"
"60","Parker Washington",JAC,"vs. TEN","3 out of 5 stars","D-","7.8","+0.1","33% (5/15)","6%","Bad"
"61","Amari Cooper",BUF,"vs. NYJ","3 out of 5 stars","D","7.7","-3.0","23% (3/13)","6%","Great"
"62","Marquez Valdes-Scantling",NO,"vs. LV","3 out of 5 stars","F","7.6","+1.5","38% (5/13)","9%","Great"
"63","Michael Wilson",ARI,"at LAR","3 out of 5 stars","F","7.5","+0.4","56% (9/16)","10%","Average"
"64","Calvin Austin III",PIT,"vs. KC","4 out of 5 stars","F","7.5","+1.6","43% (7/16)","6%","Good"
"65","Tim Patrick",DET,"at SF","3 out of 5 stars","F","7.4","+1.0","57% (8/14)","7%","Poor"
"66","Devaughn Vele",DEN,"at CIN","3 out of 5 stars","D-","7.2","+1.5","54% (6/11)","6%","Average"
"67","Tre Tucker",LV,"at NO","2 out of 5 stars","F","7.2","-0.1","31% (5/16)","6%","Average"
"68","Elijah Moore",CLE,"vs. MIA","3 out of 5 stars","F","7.2","-0.3","37% (6/16)","7%","Bad"
"69","Keon Coleman",BUF,"vs. NYJ","3 out of 5 stars","F","7.0","-1.0","41% (5/12)","13%","Bad"
"70","Andrei Iosivas",CIN,"vs. DEN","3 out of 5 stars","F","7.0","+0.3","43% (7/16)","5%","Good"
"71","Jalen Tolbert",DAL,"at PHI","2 out of 5 stars","F","6.8","+1.0","50% (8/16)","13%","Average"
"72","Ricky Pearsall",SF,"vs. DET","2 out of 5 stars","F","6.8","-1.1","33% (3/9)","5%","Bad"
"73","Kendrick Bourne",NE,"vs. LAC","4 out of 5 stars","F","6.7","-0.5","36% (4/11)","4%","Poor"
"74","John Metchie III",HOU,"vs. BAL","3 out of 5 stars","F","6.5","+0.3","25% (3/12)","10%","Bad"
"75","Alec Pierce",IND,"at NYG","3 out of 5 stars","F","6.4","+2.4","53% (8/15)","8%","Good"
"76","KaVontae Turpin",DAL,"at PHI","2 out of 5 stars","F","6.4","+1.6","43% (7/16)","7%","Poor"
"77","Allen Lazard",NYJ,"at BUF","4 out of 5 stars","F","6.3","+3.2","60% (6/10)","12%","Good"
"78","Malik Washington",MIA,"at CLE","4 out of 5 stars","F","6.2","+0.3","40% (4/10)","3%","Poor"
"79","Demarcus Robinson",LAR,"vs. ARI","4 out of 5 stars","F","6.1","+0.2","37% (6/16)","12%","Average"
"80","Tyler Lockett",SEA,"at CHI","3 out of 5 stars","F","6.0","-2.5","31% (5/16)","11%","Bad"
"81","Robert Woods",HOU,"vs. BAL","3 out of 5 stars","F","5.9","-0.3","50% (7/14)","3%","Bad"
"82","Jamison Crowder",WAS,"vs. ATL","4 out of 5 stars","F","5.8","+2.6","40% (2/5)","4%","Great"
"83","Troy Franklin",DEN,"at CIN","3 out of 5 stars","F","5.3","-0.8","21% (3/14)","8%","Bad"
"84","David Moore",CAR,"at TB","2 out of 5 stars","F","5.3","+0.6","37% (6/16)","12%","Bad"
"85","Darius Slayton",NYG,"vs. IND","3 out of 5 stars","F","5.0","0.0","33% (5/15)","7%","Bad"
"86","Ryan Miller",TB,"vs. CAR","3 out of 5 stars","F","4.9","-","-","4%","Great"
"87","Tyler Boyd",TEN,"at JAC","3 out of 5 stars","F","4.8","-1.4","25% (4/16)","8%","Bad"
"88","Jaylen Waddle",MIA,"at CLE","4 out of 5 stars","D-","4.8","-1.3","21% (3/14)","7%","Bad"
"89","Kevin Austin Jr.",NO,"vs. LV","3 out of 5 stars","F","4.7","-","-","2%","Bad"
"90","Adonai Mitchell",IND,"at NYG","3 out of 5 stars","F","4.7","-2.6","20% (3/15)","6%","Bad"
"91","Mack Hollins",BUF,"vs. NYJ","3 out of 5 stars","F","4.7","+1.4","46% (7/15)","5%","Great"
"92","Van Jefferson",PIT,"vs. KC","4 out of 5 stars","F","4.4","-0.6","37% (6/16)","6%","Poor"
"93","Tutu Atwell",LAR,"vs. ARI","4 out of 5 stars","F","4.3","+0.1","43% (7/16)","3%","Bad"
"94","Mike Williams",PIT,"vs. KC","4 out of 5 stars","F","4.3","-2.3","25% (4/16)","4%","Good"
"95","Christian Watson",GB,"at MIN","3 out of 5 stars","F","4.2","-1.8","28% (4/14)","12%","Bad"
"96","Jalen Nailor",MIN,"vs. GB","3 out of 5 stars","F","4.1","+0.1","40% (6/15)","8%","Good"
"97","Dante Pettis",NO,"vs. LV","3 out of 5 stars","F","4.0","-","-","2%","Bad"
"98","Greg Dortch",ARI,"at LAR","3 out of 5 stars","F","4.0","-0.6","25% (4/16)","5%","Bad"
"99","Xavier Hutchinson",HOU,"vs. BAL","3 out of 5 stars","F","3.9","-1.6","20% (3/15)","1%","Bad"
"100","Michael Woods II",CLE,"vs. MIA","3 out of 5 stars","F","3.8","-","-","4%","Bad"
"101","Luke McCaffrey",WAS,"vs. ATL","4 out of 5 stars","F","3.7","-1.6","26% (4/15)","2%","Bad"
"102","Tylan Wallace",BAL,"at HOU","4 out of 5 stars","F","3.4","-","-","1%","Great"
"103","Devin Duvernay",JAC,"vs. TEN","3 out of 5 stars","F","3.3","-0.5","18% (2/11)","3%","Bad"
"104","JuJu Smith-Schuster",KC,"at PIT","2 out of 5 stars","F","3.2","-0.3","33% (4/12)","3%","Good"
"105","Josh Reynolds",JAC,"vs. TEN","3 out of 5 stars","F","3.1","-1.2","37% (3/8)","3%","Great"
"106","Cedrick Wilson Jr.",NO,"vs. LV","3 out of 5 stars","F","2.9","-0.8","28% (4/14)","1%","Great"
"107","Lil'Jordan Humphrey",DEN,"at CIN","3 out of 5 stars","F","2.9","-0.1","33% (5/15)","7%","Bad"
"108","Justin Watson",KC,"at PIT","2 out of 5 stars","F","2.9","-0.6","25% (4/16)","2%","Good"
"109","Jahan Dotson",PHI,"vs. DAL","3 out of 5 stars","F","2.7","-2.4","18% (3/16)","2%","Bad"
"110","Trey Palmer",TB,"vs. CAR","3 out of 5 stars","F","2.6","-0.2","28% (4/14)","2%","Average"
"111","Ryan Flournoy",DAL,"at PHI","2 out of 5 stars","F","2.5","+0.2","25% (2/8)","2%","Bad"
"112","Derius Davis",LAC,"at NE","4 out of 5 stars","F","2.4","-0.2","28% (4/14)","4%","Average"
"113","DJ Chark Jr.",LAC,"at NE","4 out of 5 stars","F","2.4","-1.8","20% (1/5)","0%","Bad"
"114","Devontez Walker",BAL,"at HOU","4 out of 5 stars","F","2.2","-1.7","0% (0/1)","7%","Great"
"115","Terrace Marshall Jr.",LV,"at NO","2 out of 5 stars","F","2.2","-","-","0%","N/A"
"116","Curtis Samuel",BUF,"vs. NYJ","3 out of 5 stars","F","2.1","-2.0","14% (2/14)","5%","Bad"
"117","Rakim Jarrett",TB,"vs. CAR","3 out of 5 stars","F","2.0","-0.3","28% (2/7)","3%","Bad"
"118","River Cracraft",MIA,"at CLE","4 out of 5 stars","F","1.8","-1.1","20% (1/5)","0%","Bad"
"119","Jonathan Mingo",DAL,"at PHI","2 out of 5 stars","F","1.7","-3.0","0% (0/16)","5%","Bad"
"120","Zay Jones",ARI,"at LAR","3 out of 5 stars","F","1.7","-1.1","8% (1/12)","0%","Bad"
"121","Jalin Hyatt",NYG,"vs. IND","3 out of 5 stars","F","1.7","-1.7","18% (3/16)","2%","Bad"
"122","Velus Jones Jr.",CAR,"at TB","2 out of 5 stars","F","1.6","-0.8","50% (1/2)","0%","N/A"
"123","Bo Melton",GB,"at MIN","3 out of 5 stars","F","1.5","+0.4","37% (6/16)","4%","Bad"
"124","Jake Bobo",SEA,"at CHI","3 out of 5 stars","F","1.5","-0.9","25% (4/16)","1%","Bad"
"125","K.J. Osborn",WAS,"vs. ATL","4 out of 5 stars","F","1.5","-1.5","11% (1/9)","0%","N/A"
"126","Mason Kinsey",TEN,"at JAC","3 out of 5 stars","F","1.5","-0.7","33% (1/3)","0%","Bad"
"127","Ja'Lynn Polk",NE,"vs. LAC","4 out of 5 stars","F","1.4","-2.1","21% (3/14)","5%","Average"
"128","Jamari Thrash",CLE,"vs. MIA","3 out of 5 stars","F","1.4","-1.0","0% (0/6)","0%","N/A"
"129","Javon Baker",NE,"vs. LAC","4 out of 5 stars","F","1.4","-0.5","0% (0/7)","0%","N/A"
"130","Scotty Miller",PIT,"vs. KC","4 out of 5 stars","F","1.3","-0.3","16% (2/12)","2%","Bad"
"131","Johnny Wilson",PHI,"vs. DAL","3 out of 5 stars","F","1.2","-0.7","7% (1/14)","4%","Average"
"132","Collin Johnson",CHI,"vs. SEA","3 out of 5 stars","F","1.2","-0.7","0% (0/3)","0%","N/A"
"133","Jalen Brooks",DAL,"at PHI","2 out of 5 stars","F","1.1","+0.1","33% (4/12)","6%","Bad"
"134","Jared Wayne",HOU,"vs. BAL","3 out of 5 stars","F","1.0","-","-","0%","N/A"
"135","Jacob Cowing",SF,"vs. DET","2 out of 5 stars","F","0.9","-1.5","0% (0/8)","9%","Bad"
"136","Jermaine Burton",CIN,"vs. DEN","3 out of 5 stars","F","0.7","-0.4","16% (2/12)","7%","Bad"
"137","Malik Heath",GB,"at MIN","3 out of 5 stars","F","0.7","-0.6","9% (1/11)","5%","Great"
"138","Bryce Oliver",TEN,"at JAC","3 out of 5 stars","F","0.6","-","-","2%","Bad"
"139","Trent Sherfield Sr.",MIN,"vs. GB","3 out of 5 stars","F","0.6","+0.3","43% (7/16)","1%","Great"
"140","Chris Blair",ATL,"at WAS","3 out of 5 stars","F","0.6","-","-","1%","Bad"
"141","Ashton Dulin",IND,"at NYG","3 out of 5 stars","F","0.5","-","-","3%","Average"
"142","Kameron Johnson",TB,"vs. CAR","3 out of 5 stars","F","0.5","-","-","7%","Bad"
"143","Deven Thompkins",CAR,"at TB","2 out of 5 stars","F","0.4","-","-","2%","Bad"
"144","Brandon Powell",MIN,"vs. GB","3 out of 5 stars","F","0.4","-0.8","25% (4/16)","1%","Bad"
"145","KhaDarel Hodge",ATL,"at WAS","3 out of 5 stars","F","0.4","+0.1","21% (3/14)","3%","Great"
"146","Allen Robinson II",DET,"at SF","3 out of 5 stars","F","0.4","-0.9","11% (1/9)","0%","Bad"
"147","Erik Ezukanma",MIA,"at CLE","4 out of 5 stars","F","0.3","-","-","10%","Bad"
"148","Mason Tipton",NO,"vs. LV","3 out of 5 stars","F","0.3","-1.6","20% (2/10)","3%","Bad"
"149","James Proche II",CLE,"vs. MIA","3 out of 5 stars","F","0.2","-","-","0%","Bad"
"150","Isaiah Williams",CIN,"vs. DEN","3 out of 5 stars","F","0.2","-0.9","0% (0/2)","0%","N/A"
"151","Jordan Whittington",LAR,"vs. ARI","4 out of 5 stars","F","0.1","-0.6","30% (3/10)","2%","Bad"
"152","Chris Conley",SF,"vs. DET","2 out of 5 stars","F","0.1","-","-","4%","Bad"
"153","Ihmir Smith-Marsette",NYG,"vs. IND","3 out of 5 stars","F","0.1","-","-","0%","N/A"
"154","Dee Eskridge",MIA,"at CLE","4 out of 5 stars","F","0.0","-0.3","0% (0/1)","0%","N/A"
"155","Tim Jones",JAC,"vs. TEN","3 out of 5 stars","F","0.0","-1.3","0% (0/9)","0%","Bad"
"156","Steven Sims Jr.",BAL,"at HOU","4 out of 5 stars","F","0.0","-1.2","0% (0/4)","0%","N/A"
"157","Ramel Keyton",LV,"at NO","2 out of 5 stars","F","0.0","-","-","3%","Bad"
"158","Tyler Scott",CHI,"vs. SEA","3 out of 5 stars","F","0.0","-1.2","0% (0/4)","0%","N/A"
"159","Xavier Smith",LAR,"vs. ARI","4 out of 5 stars","F","0.0","-","-","0%","Bad"
"160","Xavier Gipson",NYJ,"at BUF","4 out of 5 stars","F","0.0","-0.6","18% (3/16)","4%","Good"
"161","Zach Pascal",ARI,"at LAR","3 out of 5 stars","F","0.0","-0.6","0% (0/4)","0%","N/A"
"162","Anthony Miller",BAL,"at HOU","4 out of 5 stars","F","0.0","-","-","0%","N/A"
