"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"20","Rachaad White",TB,"vs. DEN","5 out of 5 stars","B","13.5","+0.5","56% (9/16)","24%","Bad"
"21","Brian Robinson Jr.",WAS,"at CIN","3 out of 5 stars","B-","13.5","+0.6","50% (7/14)","26%","Poor"
"22","David Montgomery",DET,"at ARI","4 out of 5 stars","B-","12.8","+2.3","69% (9/13)","19%","Good"
"23","Zamir White",LV,"vs. CAR","5 out of 5 stars","C+","12.7","-0.9","25% (4/16)","3%","Bad"
"24","D'Andre Swift",CHI,"at IND","5 out of 5 stars","C+","12.7","-2.3","25% (4/16)","4%","Bad"
"25","Chuba Hubbard",CAR,"at LV","4 out of 5 stars","C+","12.5","-0.3","25% (4/16)","1%","Bad"
"26","Jerome Ford",CLE,"vs. NYG","5 out of 5 stars","C+","12.4","+0.8","43% (7/16)","14%","Good"
"27","Devin Singletary",NYG,"at CLE","3 out of 5 stars","C","12.3","+0.5","56% (9/16)","11%","Great"
"28","J.K. Dobbins",LAC,"at PIT","2 out of 5 stars","C","11.7","+9.6","100% (2/2)","8%","Great"
"29","Samaje Perine",KC,"at ATL","1 out of 5 stars","C","11.7","-0.6","37% (6/16)","0%","N/A"
"30","Austin Ekeler",WAS,"at CIN","3 out of 5 stars","C","11.5","-3.9","35% (5/14)","7%","Bad"
"31","Javonte Williams",DEN,"at TB","3 out of 5 stars","C","11.4","-2.0","26% (4/15)","13%","Bad"
"32","Najee Harris",PIT,"vs. LAC","4 out of 5 stars","C","10.2","+0.4","43% (7/16)","31%","Bad"
"33","Cam Akers",HOU,"at MIN","1 out of 5 stars","C-","10.0","-0.1","57% (4/7)","19%","Bad"
"34","Jaylen Warren",PIT,"vs. LAC","4 out of 5 stars","C","9.4","0.0","37% (6/16)","8%","Bad"
"35","Carson Steele",KC,"at ATL","1 out of 5 stars","C-","9.3","-1.0","0% (0/2)","13%","Bad"
"36","D'Onta Foreman",CLE,"vs. NYG","5 out of 5 stars","C-","9.2","+1.4","60% (6/10)","25%","Bad"
"37","Bucky Irving",TB,"vs. DEN","5 out of 5 stars","C-","9.0","-0.5","50% (1/2)","1%","Bad"
"38","Rico Dowdle",DAL,"vs. BAL","1 out of 5 stars","C-","8.7","-0.1","26% (4/15)","6%","Bad"
"39","Ezekiel Elliott",DAL,"vs. BAL","1 out of 5 stars","D+","8.6","+0.8","53% (8/15)","14%","Good"
"40","Tyjae Spears",TEN,"vs. GB","5 out of 5 stars","D+","8.3","-0.5","37% (6/16)","5%","Bad"
"41","Ty Chandler",MIN,"vs. HOU","2 out of 5 stars","D+","8.1","+0.5","37% (6/16)","6%","Bad"
"42","Gus Edwards",LAC,"at PIT","2 out of 5 stars","D","7.9","+1.7","43% (7/16)","14%","Bad"
"43","Chase Brown",CIN,"vs. WAS","5 out of 5 stars","D","7.9","+0.5","36% (4/11)","1%","Bad"
"44","Jaleel McLaughlin",DEN,"at TB","3 out of 5 stars","D","7.8","0.0","31% (5/16)","6%","Bad"
"45","Antonio Gibson",NE,"at NYJ","3 out of 5 stars","D","7.8","+0.5","53% (8/15)","6%","Bad"
"46","Justice Hill",BAL,"at DAL","4 out of 5 stars","D","7.6","+0.6","40% (6/15)","7%","Bad"
"47","Alexander Mattison",LV,"vs. CAR","5 out of 5 stars","D","7.0","-1.4","26% (4/15)","22%","Great"
"48","Miles Sanders",CAR,"at LV","4 out of 5 stars","D-","6.7","-3.2","26% (4/15)","2%","Bad"
"49","Braelon Allen",NYJ,"vs. NE","2 out of 5 stars","F","6.5","+5.9","50% (1/2)","5%","Great"
"50","Tyler Allgeier",ATL,"vs. KC","2 out of 5 stars","F","6.5","-0.5","31% (5/16)","7%","Bad"
"51","Khalil Herbert",CHI,"at IND","5 out of 5 stars","F","6.4","+0.2","36% (4/11)","18%","Great"
"52","Tank Bigsby",JAC,"at BUF","3 out of 5 stars","F","5.7","-0.8","18% (3/16)","2%","Bad"
"53","Jamaal Williams",NO,"vs. PHI","2 out of 5 stars","F","5.3","-0.9","25% (3/12)","4%","Great"
"54","Emanuel Wilson",GB,"at TEN","3 out of 5 stars","F","5.2","+0.7","40% (4/10)","3%","Bad"
"55","Dare Ogunbowale",HOU,"at MIN","1 out of 5 stars","F","4.9","0.0","37% (3/8)","0%","N/A"
"56","Ray Davis",BUF,"vs. JAC","2 out of 5 stars","F","4.9","-0.8","50% (1/2)","4%","Bad"
"57","Trey Benson",ARI,"vs. DET","1 out of 5 stars","F","4.6","-2.7","0% (0/2)","4%","Bad"
"58","Kenneth Gainwell",PHI,"at NO","1 out of 5 stars","F","4.6","-0.8","31% (5/16)","2%","Bad"
"59","Tyrone Tracy Jr.",NYG,"at CLE","3 out of 5 stars","F","3.5","-3.4","0% (0/2)","1%","Bad"
"60","Blake Corum",LAR,"vs. SF","3 out of 5 stars","F","3.4","-2.5","50% (1/2)","1%","Bad"
"61","Emari Demercado",ARI,"vs. DET","1 out of 5 stars","F","3.4","+1.6","53% (7/13)","3%","Bad"
"62","Kyle Juszczyk",SF,"at LAR","3 out of 5 stars","F","3.4","+1.0","43% (7/16)","3%","Bad"
"63","Trey Sermon",IND,"vs. CHI","3 out of 5 stars","F","3.4","-0.7","23% (3/13)","3%","Bad"
"64","Jaylen Wright",MIA,"at SEA","3 out of 5 stars","F","2.6","-3.3","0% (0/1)","1%","Bad"
"65","Ty Johnson",BUF,"vs. JAC","2 out of 5 stars","F","2.5","+0.1","40% (4/10)","9%","Bad"
"66","Isaac Guerendo",SF,"at LAR","3 out of 5 stars","F","2.5","-1.7","0% (0/2)","0%","N/A"
"67","Kenny McIntosh",SEA,"vs. MIA","3 out of 5 stars","F","2.5","-2.1","0% (0/3)","0%","N/A"
"68","Roschon Johnson",CHI,"at IND","5 out of 5 stars","F","2.4","-1.6","21% (3/14)","0%","N/A"
"69","Deuce Vaughn",DAL,"vs. BAL","1 out of 5 stars","F","2.3","-0.7","33% (2/6)","1%","Bad"
"70","Jeff Wilson Jr.",MIA,"at SEA","3 out of 5 stars","F","2.2","-1.0","27% (3/11)","1%","Bad"
"71","Alec Ingold",MIA,"at SEA","3 out of 5 stars","F","2.0","0.0","43% (7/16)","1%","Bad"
"72","Keaontay Ingram",KC,"at ATL","1 out of 5 stars","F","1.9","-2.7","25% (2/8)","0%","N/A"
"73","Ameer Abdullah",LV,"vs. CAR","5 out of 5 stars","F","1.9","-0.4","37% (6/16)","2%","Bad"
"74","Patrick Ricard",BAL,"at DAL","4 out of 5 stars","F","1.1","+0.3","25% (4/16)","0%","N/A"
"75","Cordarrelle Patterson",PIT,"vs. LAC","4 out of 5 stars","F","1.0","-0.4","33% (5/15)","1%","Bad"
"76","D'Ernest Johnson",JAC,"at BUF","3 out of 5 stars","F","0.9","-0.3","43% (7/16)","4%","Bad"
"77","Ronnie Rivers",LAR,"vs. SF","3 out of 5 stars","F","0.8","-1.3","37% (3/8)","0%","N/A"
"78","Tyler Goodson",IND,"vs. CHI","3 out of 5 stars","F","0.8","+0.6","40% (2/5)","0%","N/A"
"79","Eric Gray",NYG,"at CLE","3 out of 5 stars","F","0.8","-0.6","25% (2/8)","7%","Bad"
"80","Raheem Mostert",MIA,"at SEA","3 out of 5 stars","F","0.7","+2.3","50% (7/14)","2%","Bad"
"81","C.J. Ham",MIN,"vs. HOU","2 out of 5 stars","F","0.7","-0.4","25% (4/16)","0%","N/A"
"82","Will Shipley",PHI,"at NO","1 out of 5 stars","F","0.6","-0.8","0% (0/2)","0%","N/A"
"83","Raheem Blackshear",CAR,"at LV","4 out of 5 stars","F","0.6","-0.1","50% (5/10)","0%","N/A"
"84","Tyler Badie",DEN,"at TB","3 out of 5 stars","F","0.5","-","-","6%","Bad"
"85","Hunter Luepke",DAL,"vs. BAL","1 out of 5 stars","F","0.5","+0.3","31% (5/16)","0%","Bad"
"86","Adam Prentice",NO,"vs. PHI","2 out of 5 stars","F","0.4","-0.2","16% (1/6)","0%","N/A"
"87","Jordan Mims",NO,"vs. PHI","2 out of 5 stars","F","0.4","0.0","50% (1/2)","0%","N/A"
"88","Hassan Haskins",LAC,"at PIT","2 out of 5 stars","F","0.4","-0.4","0% (0/1)","0%","N/A"
"89","Sean Tucker",TB,"vs. DEN","5 out of 5 stars","F","0.4","-1.7","0% (0/7)","0%","N/A"
"90","George Holani",SEA,"vs. MIA","3 out of 5 stars","F","0.3","-","-","0%","N/A"
"91","Sione Vaki",DET,"at ARI","4 out of 5 stars","F","0.2","-","-","0%","N/A"
"92","Patrick Taylor Jr.",SF,"at LAR","3 out of 5 stars","F","0.2","-0.5","25% (3/12)","0%","N/A"
"93","JaMycal Hasty",NE,"at NYJ","3 out of 5 stars","F","0.1","-0.8","20% (1/5)","0%","Bad"
"94","Reggie Gilliam",BUF,"vs. JAC","2 out of 5 stars","F","0.0","-0.5","0% (0/6)","0%","N/A"
"95","Trayveon Williams",CIN,"vs. WAS","5 out of 5 stars","F","0.0","-0.9","13% (2/15)","0%","N/A"
"96","Blake Watson",DEN,"at TB","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"97","Avery Williams",ATL,"vs. KC","2 out of 5 stars","F","0.0","-0.2","0% (0/2)","0%","N/A"
"98","Jeremy McNichols",WAS,"at CIN","3 out of 5 stars","F","0.0","-0.6","0% (0/1)","0%","N/A"
"99","Craig Reynolds",DET,"at ARI","4 out of 5 stars","F","0.0","-0.2","27% (3/11)","0%","N/A"
