"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. DIFF ","% OVER ","OPPORTUNITY ","EFFICIENCY "
"20","Noah Fant",SEA,"at ATL","3 out of 5 stars","D","6.9","-0.7","41% (7/17)","1%","Bad"
"21","Grant Calcaterra",PHI,"at NYG","4 out of 5 stars","D","6.3","+1.0","50% (4/8)","1%","Bad"
"22","Tyler Conklin",NYJ,"at PIT","4 out of 5 stars","D-","6.3","-0.4","37% (6/16)","12%","Bad"
"23","Will Dissly",LAC,"at ARI","2 out of 5 stars","F","6.2","-0.3","37% (6/16)","2%","Bad"
"24","Mike Gesicki",CIN,"at CLE","3 out of 5 stars","F","5.8","-0.8","37% (6/16)","5%","Bad"
"25","Theo Johnson",NYG,"vs. PHI","3 out of 5 stars","F","5.5","-1.5","16% (1/6)","5%","Bad"
"26","Ja'Tavion Sanders",CAR,"at WAS","2 out of 5 stars","F","5.3","-0.2","50% (3/6)","6%","Bad"
"27","Jonnu Smith",MIA,"at IND","5 out of 5 stars","F","4.9","-0.9","26% (4/15)","3%","Bad"
"28","Chig Okonkwo",TEN,"at BUF","3 out of 5 stars","F","4.8","-0.1","33% (5/15)","9%","Great"
"29","Johnny Mundt",MIN,"vs. DET","2 out of 5 stars","F","4.5","+0.6","60% (9/15)","6%","Average"
"30","Erick All Jr.",CIN,"at CLE","3 out of 5 stars","F","4.2","0.0","50% (3/6)","2%","Bad"
"31","Noah Gray",KC,"at SF","4 out of 5 stars","F","4.1","+0.6","66% (10/15)","3%","Bad"
"32","Harrison Bryant",LV,"at LAR","4 out of 5 stars","F","4.0","+0.3","23% (4/17)","1%","Bad"
"33","Foster Moreau",NO,"vs. DEN","2 out of 5 stars","F","3.6","+0.4","43% (7/16)","7%","Great"
"34","Austin Hooper",NE,"at JAC","3 out of 5 stars","F","3.5","-0.3","43% (7/16)","8%","Average"
"35","Lucas Krull",DEN,"at NO","5 out of 5 stars","F","3.5","+0.7","16% (1/6)","3%","Bad"
"36","Dawson Knox",BUF,"vs. TEN","2 out of 5 stars","F","3.3","-1.1","27% (3/11)","4%","Great"
"37","Josh Whyle",TEN,"at BUF","3 out of 5 stars","F","2.8","0.0","36% (4/11)","4%","Bad"
"38","Mo Alie-Cox",IND,"vs. MIA","2 out of 5 stars","F","2.7","+0.6","37% (6/16)","8%","Bad"
"39","Brock Wright",DET,"at MIN","3 out of 5 stars","F","2.5","+0.4","46% (6/13)","4%","Bad"
"40","Darnell Washington",PIT,"vs. NYJ","4 out of 5 stars","F","2.5","-0.1","41% (7/17)","6%","Great"
"41","Cade Stover",HOU,"at GB","4 out of 5 stars","F","2.3","-0.1","40% (2/5)","0%","N/A"
"42","Josh Oliver",MIN,"vs. DET","2 out of 5 stars","F","2.3","+0.1","40% (6/15)","8%","Good"
"43","Brenton Strange",JAC,"vs. NE","2 out of 5 stars","F","2.3","+0.1","26% (4/15)","8%","Great"
"44","Ben Sims",GB,"vs. HOU","2 out of 5 stars","F","2.3","0.0","16% (2/12)","2%","Bad"
"45","AJ Barner",SEA,"at ATL","3 out of 5 stars","F","2.3","+1.3","50% (3/6)","2%","Great"
"46","Jeremy Ruckert",NYJ,"at PIT","4 out of 5 stars","F","2.2","-0.3","33% (5/15)","2%","Bad"
"47","Elijah Higgins",ARI,"vs. LAC","2 out of 5 stars","F","2.2","+1.1","46% (7/15)","10%","Great"
"48","T.J. Hockenson",MIN,"vs. DET","2 out of 5 stars","F","2.1","+2.1","55% (5/9)","0%","N/A"
"49","Connor Heyward",PIT,"vs. NYJ","4 out of 5 stars","F","2.0","-0.2","31% (5/16)","3%","Great"
"50","Jordan Akins",CLE,"vs. CIN","4 out of 5 stars","F","2.0","0.0","41% (7/17)","2%","Great"
"51","Drew Sample",CIN,"at CLE","3 out of 5 stars","F","1.9","+1.1","56% (9/16)","1%","Bad"
"52","Drew Ogletree",IND,"vs. MIA","2 out of 5 stars","F","1.9","-0.1","38% (5/13)","2%","Great"
"53","Kylen Granson",IND,"vs. MIA","2 out of 5 stars","F","1.8","-1.0","21% (3/14)","2%","Bad"
"54","Will Mallory",IND,"vs. MIA","2 out of 5 stars","F","1.7","+0.3","36% (4/11)","1%","Bad"
"55","Charlie Kolar",BAL,"at TB","3 out of 5 stars","F","1.7","+1.9","50% (5/10)","8%","Great"
"56","Ian Thomas",CAR,"at WAS","2 out of 5 stars","F","1.6","-1.2","0% (0/8)","11%","Bad"
"57","Jack Stoll",PHI,"at NYG","4 out of 5 stars","F","1.6","-1.1","0% (0/7)","0%","Bad"
"58","Eric Tomlinson",LAC,"at ARI","2 out of 5 stars","F","1.5","-","-","0%","Bad"
"59","Hunter Long",LAR,"vs. LV","3 out of 5 stars","F","1.4","-1.1","14% (1/7)","0%","Bad"
"60","John Bates",WAS,"vs. CAR","3 out of 5 stars","F","1.4","-0.6","25% (4/16)","0%","N/A"
"61","Nick Vannett",TEN,"at BUF","3 out of 5 stars","F","1.4","+0.1","14% (1/7)","12%","Great"
"62","Stone Smartt",LAC,"at ARI","2 out of 5 stars","F","1.4","+0.2","35% (5/14)","0%","Bad"
"63","Nate Adkins",DEN,"at NO","5 out of 5 stars","F","1.4","-0.5","20% (2/10)","0%","Bad"
"64","Durham Smythe",MIA,"at IND","5 out of 5 stars","F","1.0","+0.2","42% (6/14)","6%","Bad"
"65","Julian Hill",MIA,"at IND","5 out of 5 stars","F","1.0","-0.1","33% (5/15)","10%","Bad"
"66","Adam Trautman",DEN,"at NO","5 out of 5 stars","F","0.9","-0.5","31% (5/16)","2%","Bad"
"67","Pharaoh Brown",SEA,"at ATL","3 out of 5 stars","F","0.8","-0.2","35% (5/14)","0%","Bad"
"68","Geoff Swaim",CLE,"vs. CIN","4 out of 5 stars","F","0.8","-","-","0%","N/A"
"69","Tommy Tremble",CAR,"at WAS","2 out of 5 stars","F","0.7","-0.1","46% (6/13)","2%","Bad"
"70","Eric Saubert",SF,"vs. KC","3 out of 5 stars","F","0.7","-0.4","15% (2/13)","4%","Bad"
"71","Davis Allen",LAR,"vs. LV","3 out of 5 stars","F","0.6","+0.8","33% (3/9)","2%","Bad"
"72","Ben Sinnott",WAS,"vs. CAR","3 out of 5 stars","F","0.6","-0.9","0% (0/5)","0%","N/A"
"73","Charlie Woerner",ATL,"vs. SEA","3 out of 5 stars","F","0.4","-0.6","8% (1/12)","0%","Bad"
"74","Parker Hesse",DET,"at MIN","3 out of 5 stars","F","0.4","-","-","0%","N/A"
"75","Jared Wiley",KC,"at SF","4 out of 5 stars","F","0.2","-0.3","20% (1/5)","0%","N/A"
"76","Daniel Bellinger",NYG,"vs. PHI","3 out of 5 stars","F","0.1","-0.2","43% (7/16)","4%","Bad"
"77","Luke Farrell",JAC,"vs. NE","2 out of 5 stars","F","0.1","-0.1","31% (5/16)","2%","Bad"
"78","Tanner Hudson",CIN,"at CLE","3 out of 5 stars","F","0.1","+0.8","60% (6/10)","4%","Bad"
"79","Ko Kieft",TB,"vs. BAL","2 out of 5 stars","F","0.1","+0.8","20% (1/5)","0%","N/A"
"80","E.J. Jenkins",PHI,"at NYG","4 out of 5 stars","F","0.0","-","-","0%","N/A"
"81","Tip Reiman",ARI,"vs. LAC","2 out of 5 stars","F","0.0","-0.8","16% (1/6)","0%","Bad"
"82","Dallin Holker",NO,"vs. DEN","2 out of 5 stars","F","0.0","-0.9","0% (0/1)","0%","N/A"
"83","Chris Manhertz",NYG,"vs. PHI","3 out of 5 stars","F","0.0","-0.8","0% (0/14)","0%","N/A"
"84","Jake Tonges",SF,"vs. KC","3 out of 5 stars","F","0.0","-1.5","0% (0/2)","0%","N/A"
"85","Tanner Conner",MIA,"at IND","5 out of 5 stars","F","0.0","-","-","4%","Bad"
"86","Jody Fortson Jr.",KC,"at SF","4 out of 5 stars","F","0.0","-","-","0%","N/A"
"87","Anthony Firkser",NYJ,"at PIT","4 out of 5 stars","F","0.0","-","-","0%","N/A"
"88","Quintin Morris",BUF,"vs. TEN","2 out of 5 stars","F","0.0","-0.5","25% (1/4)","0%","N/A"
"89","Jaheim Bell",NE,"at JAC","3 out of 5 stars","F","0.0","-0.5","0% (0/1)","0%","N/A"
"90","Teagan Quitoriano",HOU,"at GB","4 out of 5 stars","F","0.0","-","-","0%","N/A"
"91","Robert Tonyan",MIN,"vs. DET","2 out of 5 stars","F","0.0","-","-","0%","N/A"
"92","MyCole Pruitt",PIT,"vs. NYJ","4 out of 5 stars","F","0.0","+0.4","33% (4/12)","0%","Bad"
"93","Ross Dwelley",ATL,"vs. SEA","3 out of 5 stars","F","0.0","-0.3","20% (1/5)","0%","N/A"
"94","Brady Russell",SEA,"at ATL","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"95","Devin Culp",TB,"vs. BAL","2 out of 5 stars","F","0.0","-0.8","0% (0/1)","0%","N/A"
