"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"56","Mo Alie-Cox",IND,"vs. HOU","3 out of 5 stars","F","2.0","+0.3","37% (6/16)","5%","Great"
"57","Brock Wright",DET,"vs. LAR","4 out of 5 stars","F","2.0","0.0","42% (6/14)","1%","Great"
"58","Darnell Washington",PIT,"at ATL","4 out of 5 stars","F","2.0","-0.8","37% (6/16)","6%","Bad"
"59","Drew Ogletree",IND,"vs. HOU","3 out of 5 stars","F","1.9","+0.1","41% (5/12)","6%","Average"
"60","Charlie Woerner",ATL,"vs. PIT","3 out of 5 stars","F","1.8","-0.5","0% (0/9)","0%","N/A"
"61","Connor Heyward",PIT,"at ATL","4 out of 5 stars","F","1.7","-0.6","37% (6/16)","10%","Bad"
"62","Luke Schoonmaker",DAL,"at CLE","4 out of 5 stars","F","1.7","0.0","31% (5/16)","6%","Average"
"63","John Bates",WAS,"at TB","3 out of 5 stars","F","1.7","-0.3","37% (6/16)","9%","Bad"
"64","Lucas Krull",DEN,"at SEA","3 out of 5 stars","F","1.6","+1.5","25% (1/4)","9%","Poor"
"65","Payne Durham",TB,"vs. WAS","4 out of 5 stars","F","1.6","-0.3","27% (3/11)","2%","Bad"
"66","Grant Calcaterra",PHI,"vs. GB","3 out of 5 stars","F","1.6","-0.5","0% (0/6)","4%","Bad"
"67","Jordan Akins",CLE,"vs. DAL","3 out of 5 stars","F","1.5","-0.2","37% (6/16)","1%","Bad"
"68","Cade Stover",HOU,"at IND","2 out of 5 stars","F","1.5","-","-","0%","N/A"
"69","Erick All Jr.",CIN,"vs. NE","3 out of 5 stars","F","1.5","-","-","0%","N/A"
"70","Julian Hill",MIA,"vs. JAC","4 out of 5 stars","F","1.5","-0.3","23% (3/13)","3%","Bad"
"71","Luke Farrell",JAC,"at MIA","4 out of 5 stars","F","1.2","+0.3","43% (7/16)","4%","Bad"
"72","Tip Reiman",ARI,"at BUF","3 out of 5 stars","F","1.1","-","-","0%","N/A"
"73","Tommy Tremble",CAR,"at NO","3 out of 5 stars","F","1.1","+0.7","46% (7/15)","12%","Good"
"74","Stone Smartt",LAC,"vs. LV","3 out of 5 stars","F","1.0","+0.3","40% (6/15)","9%","Bad"
"75","Charlie Kolar",BAL,"at KC","2 out of 5 stars","F","1.0","+0.3","37% (3/8)","5%","Good"
"76","Harrison Bryant",LV,"at LAC","4 out of 5 stars","F","1.0","+0.5","25% (4/16)","0%","N/A"
"77","Chris Manhertz",NYG,"vs. MIN","4 out of 5 stars","F","1.0","-0.9","7% (1/14)","0%","N/A"
"78","Jared Wiley",KC,"vs. BAL","2 out of 5 stars","F","1.0","-","-","0%","N/A"
"79","Brenton Strange",JAC,"at MIA","4 out of 5 stars","F","1.0","-0.2","13% (2/15)","7%","Great"
"80","Pharaoh Brown",SEA,"vs. DEN","4 out of 5 stars","F","1.0","+0.6","31% (5/16)","0%","N/A"
"81","Tanner McLachlan",CIN,"vs. NE","3 out of 5 stars","F","1.0","-","-","0%","N/A"
"82","Jordan Matthews",CAR,"at NO","4 out of 5 stars","F","0.9","-","-","0%","N/A"
"83","Jaheim Bell",NE,"at CIN","3 out of 5 stars","F","0.9","-","-","0%","N/A"
"84","Jake Tonges",SF,"vs. NYJ","3 out of 5 stars","F","0.9","-0.2","0% (0/2)","0%","N/A"
"85","Ko Kieft",TB,"vs. WAS","4 out of 5 stars","F","0.8","-0.1","12% (1/8)","10%","Great"
"86","Quintin Morris",BUF,"vs. ARI","3 out of 5 stars","F","0.8","-0.5","12% (1/8)","9%","Great"
"87","Nate Adkins",DEN,"at SEA","3 out of 5 stars","F","0.8","-0.9","14% (1/7)","0%","N/A"
"88","Ross Dwelley",ATL,"vs. PIT","3 out of 5 stars","F","0.8","-0.5","14% (1/7)","0%","N/A"
"89","Brady Russell",SEA,"vs. DEN","4 out of 5 stars","F","0.8","-1.6","0% (0/1)","0%","N/A"
"90","Eric Saubert",SF,"vs. NYJ","3 out of 5 stars","F","0.7","-0.8","0% (0/11)","0%","N/A"
"91","Nick Muse",MIN,"at NYG","2 out of 5 stars","F","0.7","-0.9","0% (0/1)","0%","N/A"
"92","Hunter Long",LAR,"at DET","3 out of 5 stars","F","0.7","-1.3","0% (0/2)","0%","N/A"
"93","MyCole Pruitt",PIT,"at ATL","4 out of 5 stars","F","0.7","+0.5","37% (6/16)","0%","N/A"
"94","Messiah Swinson",CAR,"at NO","3 out of 5 stars","F","0.6","-","-","0%","N/A"
"95","Ben Sims",GB,"at PHI","3 out of 5 stars","F","0.6","-0.5","8% (1/12)","5%","Average"
"96","AJ Barner",SEA,"vs. DEN","4 out of 5 stars","F","0.6","-","-","0%","N/A"
"97","Marcedes Lewis",CHI,"vs. TEN","3 out of 5 stars","F","0.6","+0.1","20% (3/15)","7%","Great"
"98","Brenden Bates",NYJ,"at SF","2 out of 5 stars","F","0.6","-","-","0%","N/A"
"99","Nick Vannett",TEN,"at CHI","4 out of 5 stars","F","0.6","-1.0","0% (0/3)","0%","N/A"
"100","Parker Hesse",DET,"vs. LAR","4 out of 5 stars","F","0.5","-","-","0%","N/A"
"101","E.J. Jenkins",PHI,"vs. GB","3 out of 5 stars","F","0.3","-","-","0%","N/A"
"102","Moral Stephens",FA,"-","-","F","0.3","-","-","0%","N/A"
