"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"27","Michael Pittman Jr.",IND,"vs. CHI","1 out of 5 stars","B","12.5","-0.3","53% (8/15)","9%","Bad"
"28","Calvin Ridley",TEN,"vs. GB","3 out of 5 stars","B","11.7","+0.1","37% (6/16)","35%","Great"
"29","Xavier Worthy",KC,"at ATL","1 out of 5 stars","B-","11.7","+1.6","50% (1/2)","6%","Great"
"30","George Pickens",PIT,"vs. LAC","2 out of 5 stars","C+","11.7","+0.8","31% (5/16)","11%","Bad"
"31","Diontae Johnson",CAR,"at LV","3 out of 5 stars","C+","11.6","-0.7","53% (7/13)","23%","Bad"
"32","Jaylen Waddle",MIA,"at SEA","2 out of 5 stars","C+","11.4","-0.6","42% (6/14)","8%","Bad"
"33","Brian Thomas Jr.",JAC,"at BUF","1 out of 5 stars","C+","11.4","+2.3","100% (2/2)","7%","Great"
"34","Terry McLaurin",WAS,"at CIN","2 out of 5 stars","C+","11.3","-1.4","37% (6/16)","6%","Bad"
"35","Christian Kirk",JAC,"at BUF","1 out of 5 stars","C+","11.3","-2.2","50% (6/12)","4%","Bad"
"36","Jerry Jeudy",CLE,"vs. NYG","3 out of 5 stars","C+","11.3","-1.7","37% (6/16)","16%","Average"
"37","Tee Higgins",CIN,"vs. WAS","5 out of 5 stars","C","11.0","-1.0","30% (3/10)","0%","N/A"
"38","Khalil Shakir",BUF,"vs. JAC","4 out of 5 stars","C","10.9","+1.6","56% (9/16)","6%","Great"
"39","Demarcus Robinson",LAR,"vs. SF","5 out of 5 stars","C","10.5","+4.2","60% (6/10)","11%","Bad"
"40","Courtland Sutton",DEN,"at TB","3 out of 5 stars","C","10.4","0.0","53% (8/15)","36%","Bad"
"41","Ladd McConkey",LAC,"at PIT","2 out of 5 stars","C","10.2","-1.6","50% (1/2)","20%","Great"
"42","Gabe Davis",JAC,"at BUF","1 out of 5 stars","C","10.2","-0.5","37% (6/16)","19%","Bad"
"43","Brandin Cooks",DAL,"vs. BAL","4 out of 5 stars","C","10.1","+1.0","50% (8/16)","7%","Great"
"44","Tyler Lockett",SEA,"vs. MIA","2 out of 5 stars","C","10.1","-1.8","37% (6/16)","6%","Bad"
"45","Jauan Jennings",SF,"at LAR","4 out of 5 stars","C","10.0","-0.4","38% (5/13)","17%","Bad"
"46","Jakobi Meyers",LV,"vs. CAR","1 out of 5 stars","C","10.0","+0.3","43% (7/16)","8%","Bad"
"47","Adam Thielen",CAR,"at LV","3 out of 5 stars","C","9.7","+0.1","37% (6/16)","3%","Bad"
"48","Darnell Mooney",ATL,"vs. KC","1 out of 5 stars","C-","9.5","-1.5","33% (5/15)","35%","Poor"
"49","Rome Odunze",CHI,"at IND","2 out of 5 stars","C-","9.4","-5.6","0% (0/2)","17%","Bad"
"50","Quentin Johnston",LAC,"at PIT","2 out of 5 stars","C-","9.4","-0.3","37% (6/16)","37%","Great"
"51","Jayden Reed",GB,"at TEN","3 out of 5 stars","C-","9.3","+4.2","66% (10/15)","8%","Great"
"52","Keon Coleman",BUF,"vs. JAC","4 out of 5 stars","C-","9.2","-5.4","0% (0/2)","18%","Bad"
"53","Wan'Dale Robinson",NYG,"at CLE","1 out of 5 stars","D+","9.2","+0.3","50% (8/16)","14%","Great"
"54","Andrei Iosivas",CIN,"vs. WAS","5 out of 5 stars","C-","9.2","+0.7","50% (7/14)","12%","Great"
"55","Jalen Nailor",MIN,"vs. HOU","4 out of 5 stars","D+","8.8","+1.7","60% (3/5)","17%","Great"
"56","Greg Dortch",ARI,"vs. DET","4 out of 5 stars","D","8.8","+0.8","33% (5/15)","9%","Bad"
"57","DeAndre Hopkins",TEN,"vs. GB","3 out of 5 stars","D","8.4","-0.9","31% (5/16)","4%","Bad"
"58","Tyler Johnson",LAR,"vs. SF","5 out of 5 stars","D","8.4","+2.5","50% (1/2)","10%","Bad"
"59","Ray-Ray McCloud III",ATL,"vs. KC","1 out of 5 stars","D","8.4","+0.6","66% (6/9)","13%","Bad"
"60","Alec Pierce",IND,"vs. CHI","1 out of 5 stars","D","8.4","+1.9","56% (9/16)","23%","Great"
"61","Rashod Bateman",BAL,"at DAL","2 out of 5 stars","D","8.2","-0.8","40% (6/15)","8%","Bad"
"62","Jalen McMillan",TB,"vs. DEN","1 out of 5 stars","F","7.9","+0.7","50% (1/2)","14%","Good"
"63","Jalen Tolbert",DAL,"vs. BAL","4 out of 5 stars","D","7.7","+0.2","31% (5/16)","17%","Bad"
"64","Allen Lazard",NYJ,"vs. NE","3 out of 5 stars","F","7.7","-0.6","28% (4/14)","20%","Great"
"65","Josh Reynolds",DEN,"at TB","3 out of 5 stars","D","7.6","-0.1","50% (8/16)","11%","Bad"
"66","Romeo Doubs",GB,"at TEN","3 out of 5 stars","F","7.4","+0.7","56% (9/16)","5%","Bad"
"67","Elijah Moore",CLE,"vs. NYG","3 out of 5 stars","F","7.3","-0.7","37% (6/16)","3%","Bad"
"68","Jordan Whittington",LAR,"vs. SF","5 out of 5 stars","F","7.3","+0.6","50% (1/2)","0%","Bad"
"69","Michael Wilson",ARI,"vs. DET","4 out of 5 stars","F","7.3","+1.3","50% (6/12)","13%","Great"
"70","Christian Watson",GB,"at TEN","3 out of 5 stars","F","7.3","-0.5","45% (5/11)","43%","Poor"
"71","Mike Williams",NYJ,"vs. NE","3 out of 5 stars","F","7.2","-0.6","33% (1/3)","8%","Bad"
"72","Adonai Mitchell",IND,"vs. CHI","1 out of 5 stars","F","7.1","-5.0","0% (0/2)","8%","Bad"
"73","Josh Downs",IND,"vs. CHI","1 out of 5 stars","F","7.0","-0.2","35% (5/14)","0%","N/A"
"74","Tutu Atwell",LAR,"vs. SF","5 out of 5 stars","F","6.9","-1.3","40% (6/15)","4%","Bad"
"75","Xavier Legette",CAR,"at LV","3 out of 5 stars","F","6.9","-3.0","50% (1/2)","42%","Bad"
"76","Ja'Lynn Polk",NE,"at NYJ","1 out of 5 stars","F","6.8","-1.2","50% (1/2)","11%","Great"
"77","Jahan Dotson",PHI,"at NO","2 out of 5 stars","F","6.7","-1.5","37% (6/16)","1%","Bad"
"78","Curtis Samuel",BUF,"vs. JAC","4 out of 5 stars","F","6.6","+0.2","46% (7/15)","6%","Bad"
"79","Dontayvion Wicks",GB,"at TEN","3 out of 5 stars","F","6.6","+1.0","71% (10/14)","4%","Great"
"80","Noah Brown",WAS,"at CIN","2 out of 5 stars","F","6.5","+2.5","54% (6/11)","3%","Bad"
"81","Joshua Palmer",LAC,"at PIT","2 out of 5 stars","F","6.5","+0.4","33% (3/9)","9%","Bad"
"82","Tyler Boyd",TEN,"vs. GB","3 out of 5 stars","F","6.5","-0.3","31% (5/16)","8%","Bad"
"83","Darius Slayton",NYG,"at CLE","1 out of 5 stars","F","6.4","+0.9","37% (6/16)","7%","Bad"
"84","DeMario Douglas",NE,"at NYJ","1 out of 5 stars","F","6.3","-0.8","46% (6/13)","3%","Bad"
"85","Jonathan Mingo",CAR,"at LV","3 out of 5 stars","F","6.3","-2.2","26% (4/15)","5%","Bad"
"86","K.J. Osborn",NE,"at NYJ","1 out of 5 stars","F","6.1","-0.6","33% (5/15)","7%","Bad"
"87","Mack Hollins",BUF,"vs. JAC","4 out of 5 stars","F","6.1","-0.2","44% (4/9)","3%","Great"
"88","Devaughn Vele",DEN,"at TB","3 out of 5 stars","F","6.0","+6.7","100% (1/1)","1%","Bad"
"89","Luke McCaffrey",WAS,"at CIN","2 out of 5 stars","F","5.9","-2.9","0% (0/2)","5%","Bad"
"90","Van Jefferson",PIT,"vs. LAC","2 out of 5 stars","F","5.8","-1.8","12% (2/16)","11%","Bad"
"91","Kalif Raymond",DET,"at ARI","2 out of 5 stars","F","5.4","+0.2","43% (7/16)","2%","Bad"
"92","Brandon Powell",MIN,"vs. HOU","4 out of 5 stars","F","5.0","0.0","31% (5/16)","5%","Bad"
"93","Tre Tucker",LV,"vs. CAR","1 out of 5 stars","F","4.6","+1.0","43% (7/16)","0%","Bad"
"94","Dyami Brown",WAS,"at CIN","2 out of 5 stars","F","4.0","-0.8","18% (3/16)","9%","Bad"
"95","Britain Covey",PHI,"at NO","2 out of 5 stars","F","4.0","+1.0","33% (1/3)","6%","Bad"
"96","Justin Watson",KC,"at ATL","1 out of 5 stars","F","3.9","+0.5","46% (7/15)","2%","Bad"
"97","Nelson Agholor",BAL,"at DAL","2 out of 5 stars","F","3.8","0.0","43% (7/16)","5%","Bad"
"98","Calvin Austin III",PIT,"vs. LAC","2 out of 5 stars","F","3.8","-0.7","18% (3/16)","3%","Bad"
"99","Tim Patrick",DET,"at ARI","2 out of 5 stars","F","3.6","+1.6","100% (1/1)","7%","Bad"
"100","Lil'Jordan Humphrey",DEN,"at TB","3 out of 5 stars","F","3.5","+1.4","61% (8/13)","0%","Bad"
"101","Trenton Irwin",CIN,"vs. WAS","5 out of 5 stars","F","3.5","-0.3","40% (6/15)","27%","Bad"
"102","Jermaine Burton",CIN,"vs. WAS","5 out of 5 stars","F","3.5","+0.4","50% (1/2)","8%","Bad"
"103","Cedric Tillman",CLE,"vs. NYG","3 out of 5 stars","F","3.4","-0.7","25% (3/12)","0%","N/A"
"104","Treylon Burks",TEN,"vs. GB","3 out of 5 stars","F","3.2","-3.1","10% (1/10)","3%","Bad"
"105","Tyquan Thornton",NE,"at NYJ","1 out of 5 stars","F","3.1","-2.1","25% (3/12)","14%","Bad"
"106","DeAndre Carter",CHI,"at IND","2 out of 5 stars","F","3.1","-0.2","26% (4/15)","4%","Bad"
"107","Ronnie Bell",SF,"at LAR","4 out of 5 stars","F","3.0","-0.2","13% (2/15)","0%","N/A"
"108","Marvin Mims Jr.",DEN,"at TB","3 out of 5 stars","F","2.9","-1.8","20% (3/15)","2%","Bad"
"109","Olamide Zaccheaus",WAS,"at CIN","2 out of 5 stars","F","2.9","+0.2","18% (3/16)","0%","Bad"
"110","Jalin Hyatt",NYG,"at CLE","1 out of 5 stars","F","2.7","-1.8","25% (4/16)","3%","Bad"
"111","Chris Conley",SF,"at LAR","4 out of 5 stars","F","2.6","-0.4","33% (1/3)","0%","N/A"
"112","Jacob Cowing",SF,"at LAR","4 out of 5 stars","F","2.6","-0.2","0% (0/1)","0%","N/A"
"113","Braxton Berrios",MIA,"at SEA","2 out of 5 stars","F","2.3","-2.0","6% (1/15)","2%","Bad"
"114","KaVontae Turpin",DAL,"vs. BAL","4 out of 5 stars","F","2.3","+1.5","46% (7/15)","1%","Bad"
"115","Jalen Brooks",DAL,"vs. BAL","4 out of 5 stars","F","2.2","+0.7","50% (2/4)","3%","Bad"
"116","Johnny Wilson",PHI,"at NO","2 out of 5 stars","F","2.2","-1.6","0% (0/2)","0%","N/A"
"117","Trey Palmer",TB,"vs. DEN","1 out of 5 stars","F","2.2","-0.5","31% (5/16)","3%","Bad"
"118","Parker Washington",JAC,"at BUF","1 out of 5 stars","F","2.1","-1.6","14% (1/7)","0%","N/A"
"119","JuJu Smith-Schuster",KC,"at ATL","1 out of 5 stars","F","2.1","-2.2","27% (3/11)","3%","Bad"
"120","Derius Davis",LAC,"at PIT","2 out of 5 stars","F","2.1","-0.7","31% (5/16)","0%","N/A"
"121","Jake Bobo",SEA,"vs. MIA","2 out of 5 stars","F","2.1","+1.0","50% (8/16)","0%","Bad"
"122","Parris Campbell",PHI,"at NO","2 out of 5 stars","F","2.0","-1.0","18% (2/11)","0%","N/A"
"123","Xavier Gipson",NYJ,"vs. NE","3 out of 5 stars","F","1.8","-0.1","50% (7/14)","0%","Bad"
"124","Roman Wilson",PIT,"vs. LAC","2 out of 5 stars","F","1.5","-","-","0%","N/A"
"125","Laviska Shenault Jr.",SEA,"vs. MIA","2 out of 5 stars","F","1.3","-1.3","25% (2/8)","0%","N/A"
"126","Cedrick Wilson Jr.",NO,"vs. PHI","5 out of 5 stars","F","1.3","0.0","50% (8/16)","0%","N/A"
"127","David Moore",CAR,"at LV","3 out of 5 stars","F","1.2","+2.0","50% (3/6)","11%","Bad"
"128","Trent Sherfield Sr.",MIN,"vs. HOU","4 out of 5 stars","F","1.2","-0.9","25% (4/16)","1%","Bad"
"129","Malachi Corley",NYJ,"vs. NE","3 out of 5 stars","F","1.1","-1.3","0% (0/2)","0%","N/A"
"130","Mason Tipton",NO,"vs. PHI","5 out of 5 stars","F","1.1","-0.9","0% (0/1)","0%","N/A"
"131","DJ Turner",LV,"vs. CAR","1 out of 5 stars","F","1.0","+0.1","33% (1/3)","0%","N/A"
"132","Marquez Valdes-Scantling",BUF,"vs. JAC","4 out of 5 stars","F","1.0","-1.6","12% (2/16)","7%","Bad"
"133","Ashton Dulin",IND,"vs. CHI","1 out of 5 stars","F","1.0","+4.2","50% (1/2)","7%","Great"
"134","Xavier Hutchinson",HOU,"at MIN","3 out of 5 stars","F","0.9","-0.4","33% (5/15)","0%","N/A"
"135","Scotty Miller",PIT,"vs. LAC","2 out of 5 stars","F","0.9","+0.5","37% (6/16)","0%","N/A"
"136","Skyy Moore",KC,"at ATL","1 out of 5 stars","F","0.8","-2.5","0% (0/14)","0%","N/A"
"137","Troy Franklin",DEN,"at TB","3 out of 5 stars","F","0.7","-1.9","0% (0/1)","0%","N/A"
"138","Bo Melton",GB,"at TEN","3 out of 5 stars","F","0.6","+3.9","60% (3/5)","0%","Bad"
"139","Robert Woods",HOU,"at MIN","3 out of 5 stars","F","0.5","-2.5","7% (1/14)","0%","N/A"
"140","Tyler Scott",CHI,"at IND","2 out of 5 stars","F","0.5","-0.9","33% (5/15)","0%","N/A"
"141","Nick Westbrook-Ikhine",TEN,"vs. GB","3 out of 5 stars","F","0.5","-0.3","28% (4/14)","0%","N/A"
"142","KhaDarel Hodge",ATL,"vs. KC","1 out of 5 stars","F","0.4","+0.4","43% (7/16)","0%","N/A"
"143","Chris Moore",ARI,"vs. DET","4 out of 5 stars","F","0.4","0.0","33% (5/15)","0%","N/A"
"144","Bub Means",NO,"vs. PHI","5 out of 5 stars","F","0.3","-0.9","0% (0/2)","0%","N/A"
"145","Zach Pascal",ARI,"vs. DET","4 out of 5 stars","F","0.2","-1.6","9% (1/11)","0%","N/A"
"146","Tom Kennedy",DET,"at ARI","2 out of 5 stars","F","0.2","-","-","0%","N/A"
"147","Simi Fehoko",LAC,"at PIT","2 out of 5 stars","F","0.2","-1.4","0% (0/7)","0%","N/A"
"148","Devin Duvernay",JAC,"at BUF","1 out of 5 stars","F","0.2","-0.8","8% (1/12)","0%","Bad"
"149","Javon Baker",NE,"at NYJ","1 out of 5 stars","F","0.2","-0.1","0% (0/1)","0%","N/A"
"150","Tylan Wallace",BAL,"at DAL","2 out of 5 stars","F","0.1","-0.2","0% (0/4)","0%","N/A"
"151","Jamari Thrash",CLE,"vs. NYG","3 out of 5 stars","F","0.1","-","-","0%","N/A"
"152","Mecole Hardman Jr.",KC,"at ATL","1 out of 5 stars","F","0.1","-1.5","0% (0/10)","0%","N/A"
"153","Dareke Young",SEA,"vs. MIA","2 out of 5 stars","F","0.1","-0.7","0% (0/2)","0%","N/A"
"154","Kameron Johnson",TB,"vs. DEN","1 out of 5 stars","F","0.1","-0.5","0% (0/1)","1%","Bad"
"155","Deonte Harty",BAL,"at DAL","2 out of 5 stars","F","0.1","-0.6","20% (3/15)","0%","N/A"
