"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"101","Van Jefferson",PIT,"at IND","4 out of 5 stars","F","2.2","-2.0","12% (2/16)","9%","Bad"
"102","KaVontae Turpin",DAL,"at NYG","3 out of 5 stars","F","2.2","+2.3","53% (8/15)","11%","Good"
"103","Treylon Burks",TEN,"at MIA","4 out of 5 stars","F","2.2","-2.5","10% (1/10)","3%","Bad"
"104","Robert Woods",HOU,"vs. JAC","3 out of 5 stars","F","2.0","-2.2","14% (2/14)","0%","Bad"
"105","DeAndre Carter",CHI,"vs. LAR","2 out of 5 stars","F","2.0","-0.2","26% (4/15)","4%","Bad"
"106","Xavier Hutchinson",HOU,"vs. JAC","3 out of 5 stars","F","2.0","-0.4","33% (5/15)","0%","N/A"
"107","Ronnie Bell",SF,"vs. NE","3 out of 5 stars","F","1.9","-0.6","6% (1/15)","2%","Bad"
"108","Kalif Raymond",DET,"vs. SEA","3 out of 5 stars","F","1.9","-0.1","37% (6/16)","3%","Bad"
"109","Marquez Valdes-Scantling",BUF,"at BAL","1 out of 5 stars","F","1.8","-1.5","12% (2/16)","3%","Bad"
"110","Tyquan Thornton",NE,"at SF","3 out of 5 stars","F","1.7","-2.1","23% (3/13)","13%","Bad"
"111","DJ Turner",LV,"vs. CLE","2 out of 5 stars","F","1.6","-0.2","25% (1/4)","0%","N/A"
"112","Parker Washington",JAC,"at HOU","3 out of 5 stars","F","1.6","-1.3","25% (2/8)","2%","Bad"
"113","Braxton Berrios",MIA,"vs. TEN","4 out of 5 stars","F","1.5","-1.9","6% (1/15)","2%","Bad"
"114","David Moore",CAR,"vs. CIN","3 out of 5 stars","F","1.5","+1.5","42% (3/7)","8%","Bad"
"115","Jalen Brooks",DAL,"at NYG","3 out of 5 stars","F","1.5","+0.8","60% (3/5)","2%","Bad"
"116","John Metchie III",HOU,"vs. JAC","3 out of 5 stars","F","1.3","-1.3","30% (4/13)","0%","N/A"
"117","Marvin Mims Jr.",DEN,"at NYJ","2 out of 5 stars","F","1.3","-2.7","13% (2/15)","1%","Bad"
"118","Jalin Hyatt",NYG,"vs. DAL","2 out of 5 stars","F","1.3","-1.7","25% (4/16)","2%","Bad"
"119","Derius Davis",LAC,"vs. KC","3 out of 5 stars","F","1.2","-0.9","25% (4/16)","2%","Bad"
"120","Olamide Zaccheaus",WAS,"at ARI","4 out of 5 stars","F","1.2","-0.6","12% (2/16)","0%","Bad"
"121","Jermaine Burton",CIN,"at CAR","3 out of 5 stars","F","1.2","-0.2","33% (1/3)","5%","Bad"
"122","Sterling Shepard",TB,"vs. PHI","3 out of 5 stars","F","1.1","-0.5","23% (3/13)","0%","N/A"
"123","Cedrick Wilson Jr.",NO,"at ATL","3 out of 5 stars","F","1.1","0.0","50% (8/16)","0%","N/A"
"124","Troy Franklin",DEN,"at NYJ","2 out of 5 stars","F","1.1","-1.0","0% (0/2)","8%","Bad"
"125","John Ross",PHI,"at TB","4 out of 5 stars","F","0.9","-","-","0%","N/A"
"126","Simi Fehoko",LAC,"vs. KC","3 out of 5 stars","F","0.9","-1.3","0% (0/8)","11%","Bad"
"127","Jake Bobo",SEA,"at DET","4 out of 5 stars","F","0.8","+0.5","43% (7/16)","1%","Bad"
"128","Xavier Gipson",NYJ,"vs. DEN","4 out of 5 stars","F","0.8","+0.1","53% (8/15)","0%","Bad"
"129","Ashton Dulin",IND,"vs. PIT","2 out of 5 stars","F","0.8","+2.5","33% (1/3)","8%","Good"
"130","Roman Wilson",PIT,"at IND","4 out of 5 stars","F","0.8","-","-","0%","N/A"
"131","Devaughn Vele",DEN,"at NYJ","2 out of 5 stars","F","0.6","+6.7","100% (1/1)","1%","Bad"
"132","Scotty Miller",PIT,"at IND","4 out of 5 stars","F","0.6","+0.8","43% (7/16)","0%","Bad"
"133","Laviska Shenault Jr.",SEA,"at DET","4 out of 5 stars","F","0.5","-1.3","25% (2/8)","0%","N/A"
"134","Trenton Irwin",CIN,"at CAR","3 out of 5 stars","F","0.5","-0.3","40% (6/15)","21%","Bad"
"135","Jacob Cowing",SF,"vs. NE","3 out of 5 stars","F","0.4","-1.1","0% (0/2)","0%","N/A"
"136","Chris Conley",SF,"vs. NE","3 out of 5 stars","F","0.4","-1.7","25% (1/4)","0%","N/A"
"137","Skyy Moore",KC,"at LAC","3 out of 5 stars","F","0.4","-2.5","0% (0/14)","0%","N/A"
"138","Malachi Corley",NYJ,"vs. DEN","4 out of 5 stars","F","0.3","-1.2","0% (0/3)","0%","N/A"
"139","Devin Duvernay",JAC,"at HOU","3 out of 5 stars","F","0.3","-0.6","8% (1/12)","3%","Bad"
"140","Bo Melton",GB,"vs. MIN","3 out of 5 stars","F","0.3","+3.1","50% (3/6)","0%","Bad"
"141","Kameron Johnson",TB,"vs. PHI","3 out of 5 stars","F","0.3","-0.5","0% (0/1)","1%","Bad"
"142","Chris Moore",ARI,"vs. WAS","4 out of 5 stars","F","0.3","-0.2","26% (4/15)","0%","N/A"
"143","Bub Means",NO,"at ATL","3 out of 5 stars","F","0.3","-0.9","0% (0/2)","0%","N/A"
"144","Zach Pascal",ARI,"vs. WAS","4 out of 5 stars","F","0.3","-1.5","9% (1/11)","0%","N/A"
"145","Dee Eskridge",MIA,"vs. TEN","4 out of 5 stars","F","0.2","-0.4","0% (0/2)","0%","N/A"
"146","Erik Ezukanma",MIA,"vs. TEN","4 out of 5 stars","F","0.2","-","-","11%","Bad"
"147","Trent Sherfield Sr.",MIN,"at GB","3 out of 5 stars","F","0.1","-1.1","18% (3/16)","1%","Bad"
"148","Tylan Wallace",BAL,"vs. BUF","3 out of 5 stars","F","0.1","-0.2","0% (0/4)","0%","N/A"
"149","Charlie Jones",CIN,"at CAR","3 out of 5 stars","F","0.1","-1.6","0% (0/7)","0%","Bad"
"150","KhaDarel Hodge",ATL,"vs. NO","4 out of 5 stars","F","0.1","+0.3","37% (6/16)","0%","N/A"
"151","Nick Westbrook-Ikhine",TEN,"at MIA","4 out of 5 stars","F","0.1","0.0","28% (4/14)","0%","N/A"
"152","Malik Washington",MIA,"vs. TEN","4 out of 5 stars","F","0.1","-","-","0%","N/A"
"153","Jalen Coker",CAR,"vs. CIN","3 out of 5 stars","F","0.1","-","-","0%","N/A"
"154","Tyler Scott",CHI,"vs. LAR","2 out of 5 stars","F","0.1","-1.1","26% (4/15)","0%","N/A"
"155","Kayshon Boutte",NE,"at SF","3 out of 5 stars","F","0.0","-0.1","50% (2/4)","1%","Bad"
"156","Allen Robinson II",DET,"vs. SEA","3 out of 5 stars","F","0.0","-1.3","30% (4/13)","0%","N/A"
"157","Javon Baker",NE,"at SF","3 out of 5 stars","F","0.0","-0.1","0% (0/2)","0%","N/A"
"158","Mecole Hardman Jr.",KC,"at LAC","3 out of 5 stars","F","0.0","-1.2","0% (0/10)","0%","N/A"
"159","Ramel Keyton",FA,"-","-","F","0.0","-","-","0%","N/A"
"160","Steven Sims Jr.",HOU,"vs. JAC","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"161","James Proche II",CLE,"at LV","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"162","Jalen Guyton",LV,"vs. CLE","2 out of 5 stars","F","0.0","-1.9","12% (1/8)","0%","N/A"
"163","Kristian Wilkerson",LV,"vs. CLE","2 out of 5 stars","F","0.0","-","-","0%","N/A"
"164","Deonte Harty",BAL,"vs. BUF","3 out of 5 stars","F","0.0","-0.6","20% (3/15)","0%","N/A"
