"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. DIFF ","% OVER ","OPPORTUNITY ","EFFICIENCY "
"84","Hassan Haskins",LAC,"vs. TB","3 out of 5 stars","F","0.5","-0.7","8% (1/12)","8%","Bad"
"85","Jeff Wilson Jr.",MIA,"at HOU","2 out of 5 stars","F","0.5","-0.7","37% (3/8)","1%","Bad"
"86","Michael Burton",DEN,"vs. IND","3 out of 5 stars","F","0.5","+0.4","56% (9/16)","6%","Bad"
"87","Tyler Goodson",IND,"at DEN","2 out of 5 stars","F","0.5","+0.8","40% (6/15)","8%","Good"
"88","C.J. Ham",MIN,"vs. CHI","4 out of 5 stars","F","0.4","0.0","14% (2/14)","5%","Great"
"89","DeeJay Dallas",ARI,"vs. NE","4 out of 5 stars","F","0.4","+0.3","7% (1/13)","0%","N/A"
"90","Patrick Ricard",BAL,"at NYG","4 out of 5 stars","F","0.2","+1.0","20% (3/15)","5%","Great"
"91","Julius Chestnut",TEN,"vs. CIN","4 out of 5 stars","F","0.2","-1.3","0% (0/9)","5%","Bad"
"92","Darrynton Evans",CHI,"at MIN","2 out of 5 stars","F","0.2","-0.4","0% (0/1)","0%","Bad"
"93","Eric Gray",NYG,"vs. BAL","3 out of 5 stars","F","0.2","-1.0","15% (2/13)","10%","Bad"
"94","Will Shipley",PHI,"vs. PIT","3 out of 5 stars","F","0.2","-0.1","12% (1/8)","1%","Bad"
"95","Ty Chandler",MIN,"vs. CHI","4 out of 5 stars","F","0.1","-1.3","25% (4/16)","3%","Bad"
"96","Carson Steele",KC,"at CLE","4 out of 5 stars","F","0.0","-1.8","7% (1/13)","4%","Bad"
"97","George Holani",SEA,"vs. GB","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"98","Craig Reynolds",DET,"vs. BUF","4 out of 5 stars","F","0.0","0.0","30% (3/10)","0%","Bad"
"99","Avery Williams",ATL,"at LV","4 out of 5 stars","F","0.0","-0.2","0% (0/3)","0%","N/A"
"100","Keilan Robinson",JAC,"vs. NYJ","2 out of 5 stars","F","0.0","-","-","0%","N/A"
"101","Adam Prentice",NO,"vs. WAS","4 out of 5 stars","F","0.0","-0.3","9% (1/11)","0%","Bad"
"102","Khari Blasingame",PHI,"vs. PIT","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"103","Trayveon Williams",CIN,"at TEN","3 out of 5 stars","F","0.0","-0.8","14% (1/7)","0%","N/A"
"104","Ronnie Rivers",LAR,"at SF","4 out of 5 stars","F","0.0","-0.9","37% (3/8)","1%","Bad"
