"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"52","Luke Farrell",JAC,"at HOU","3 out of 5 stars","F","1.2","+0.2","37% (6/16)","0%","Bad"
"53","Josh Oliver",MIN,"at GB","3 out of 5 stars","F","1.2","-0.5","31% (5/16)","4%","Bad"
"54","Mo Alie-Cox",IND,"vs. PIT","3 out of 5 stars","F","1.2","+0.4","37% (6/16)","2%","Bad"
"55","Pharaoh Brown",SEA,"at DET","3 out of 5 stars","F","1.2","-0.1","35% (5/14)","1%","Bad"
"56","Drew Sample",CIN,"at CAR","3 out of 5 stars","F","1.1","+1.1","62% (10/16)","0%","Bad"
"57","Adam Trautman",DEN,"at NYJ","3 out of 5 stars","F","1.1","-0.4","31% (5/16)","0%","N/A"
"58","Darnell Washington",PIT,"at IND","2 out of 5 stars","F","1.1","-0.4","43% (7/16)","13%","Great"
"59","Durham Smythe",MIA,"vs. TEN","3 out of 5 stars","F","1.1","0.0","46% (7/15)","7%","Bad"
"60","Eric Saubert",SF,"vs. NE","3 out of 5 stars","F","1.0","-0.3","18% (2/11)","3%","Bad"
"61","Daniel Bellinger",NYG,"vs. DAL","3 out of 5 stars","F","0.9","0.0","50% (8/16)","4%","Bad"
"62","Payne Durham",TB,"vs. PHI","3 out of 5 stars","F","0.9","-0.3","28% (4/14)","0%","Bad"
"63","John Bates",WAS,"at ARI","3 out of 5 stars","F","0.9","-0.6","31% (5/16)","0%","N/A"
"64","Ben Sinnott",WAS,"at ARI","3 out of 5 stars","F","0.9","-1.3","0% (0/3)","0%","N/A"
"65","Jared Wiley",KC,"at LAC","4 out of 5 stars","F","0.8","-0.2","33% (1/3)","0%","N/A"
"66","Nick Vannett",TEN,"at MIA","4 out of 5 stars","F","0.8","+0.7","20% (1/5)","19%","Great"
"67","Julian Hill",MIA,"vs. TEN","3 out of 5 stars","F","0.7","-0.1","31% (5/16)","10%","Bad"
"68","AJ Barner",SEA,"at DET","3 out of 5 stars","F","0.7","-0.3","33% (1/3)","1%","Bad"
"69","Drew Ogletree",IND,"vs. PIT","3 out of 5 stars","F","0.7","-0.2","38% (5/13)","2%","Bad"
"70","Charlie Kolar",BAL,"vs. BUF","3 out of 5 stars","F","0.7","+1.0","50% (4/8)","0%","N/A"
"71","Hunter Long",LAR,"at CHI","4 out of 5 stars","F","0.7","-1.7","0% (0/5)","0%","N/A"
"72","Charlie Woerner",ATL,"vs. NO","3 out of 5 stars","F","0.6","-0.7","11% (1/9)","0%","Bad"
"73","Davis Allen",LAR,"at CHI","4 out of 5 stars","F","0.6","+1.3","42% (3/7)","4%","Bad"
"74","Nate Adkins",DEN,"at NYJ","3 out of 5 stars","F","0.5","-0.5","22% (2/9)","1%","Bad"
"75","Connor Heyward",PIT,"at IND","2 out of 5 stars","F","0.4","-0.7","33% (5/15)","0%","N/A"
"76","Tanner Conner",MIA,"vs. TEN","3 out of 5 stars","F","0.3","-","-","9%","Bad"
"77","Blake Whiteheart",CLE,"at LV","3 out of 5 stars","F","0.3","-","-","0%","N/A"
"78","Tanner Hudson",CIN,"at CAR","3 out of 5 stars","F","0.3","+0.5","46% (6/13)","3%","Bad"
"79","Eric Tomlinson",LAC,"vs. KC","2 out of 5 stars","F","0.3","-","-","0%","Bad"
"80","Jack Stoll",PHI,"at TB","3 out of 5 stars","F","0.3","-0.9","11% (1/9)","0%","N/A"
"81","Jake Tonges",SF,"vs. NE","3 out of 5 stars","F","0.2","-1.5","0% (0/2)","0%","N/A"
"82","Travis Vokolek",ARI,"vs. WAS","4 out of 5 stars","F","0.2","-","-","0%","N/A"
"83","Ben Sims",GB,"vs. MIN","4 out of 5 stars","F","0.1","-0.3","9% (1/11)","0%","N/A"
"84","Ross Dwelley",ATL,"vs. NO","3 out of 5 stars","F","0.1","-0.3","20% (1/5)","0%","N/A"
"85","Marcedes Lewis",CHI,"vs. LAR","4 out of 5 stars","F","0.1","+0.2","23% (3/13)","0%","N/A"
"86","Quintin Morris",BUF,"at BAL","2 out of 5 stars","F","0.1","-0.4","16% (1/6)","0%","N/A"
"87","Dallin Holker",NO,"at ATL","4 out of 5 stars","F","0.1","-0.9","0% (0/1)","0%","N/A"
"88","Robert Tonyan",MIN,"at GB","3 out of 5 stars","F","0.1","-0.1","38% (5/13)","0%","N/A"
"89","Brevyn Spann-Ford",DAL,"at NYG","2 out of 5 stars","F","0.0","-2.4","0% (0/2)","0%","N/A"
"90","Parker Hesse",DET,"vs. SEA","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"91","Ko Kieft",TB,"vs. PHI","3 out of 5 stars","F","0.0","+0.4","14% (1/7)","0%","N/A"
"92","Brady Russell",SEA,"at DET","3 out of 5 stars","F","0.0","-0.6","0% (0/1)","0%","N/A"
"93","Jordan Matthews",CAR,"vs. CIN","3 out of 5 stars","F","0.0","-","-","2%","Bad"
"94","Chris Manhertz",NYG,"vs. DAL","3 out of 5 stars","F","0.0","-0.8","7% (1/14)","0%","N/A"
"95","Geoff Swaim",CLE,"at LV","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"96","Jaheim Bell",NE,"at SF","2 out of 5 stars","F","0.0","-0.5","0% (0/1)","0%","N/A"
"97","Brenden Bates",NYJ,"vs. DEN","4 out of 5 stars","F","0.0","-","-","0%","N/A"
