"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"83","Ameer Abdullah",LV,"at BAL","3 out of 5 stars","F","0.7","-0.5","31% (5/16)","0%","N/A"
"84","Tyler Goodson",IND,"at GB","4 out of 5 stars","F","0.7","+0.6","40% (2/5)","0%","N/A"
"85","D'Ernest Johnson",JAC,"vs. CLE","3 out of 5 stars","F","0.7","-0.3","43% (7/16)","0%","N/A"
"86","Patrick Ricard",BAL,"vs. LV","4 out of 5 stars","F","0.5","+0.3","25% (4/16)","0%","N/A"
"87","Isaiah Davis",NYJ,"at TEN","2 out of 5 stars","F","0.5","-2.3","0% (0/1)","0%","N/A"
"88","Hunter Luepke",DAL,"vs. NO","3 out of 5 stars","F","0.4","+0.3","31% (5/16)","0%","N/A"
"89","Mike Boone",CAR,"vs. LAC","2 out of 5 stars","F","0.2","-1.8","25% (2/8)","1%","Bad"
"90","DeeJay Dallas",ARI,"vs. LAR","1 out of 5 stars","F","0.2","-1.1","6% (1/15)","0%","N/A"
"91","Jordan Mims",NO,"at DAL","3 out of 5 stars","F","0.2","+0.3","100% (1/1)","0%","N/A"
"92","Kenny McIntosh",SEA,"at NE","2 out of 5 stars","F","0.2","-1.1","0% (0/2)","0%","N/A"
"93","Raheem Blackshear",CAR,"vs. LAC","2 out of 5 stars","F","0.2","-0.1","50% (5/10)","0%","N/A"
"94","Michael Carter",ARI,"vs. LAR","1 out of 5 stars","F","0.2","+1.1","46% (6/13)","0%","N/A"
"95","Adam Prentice",NO,"at DAL","3 out of 5 stars","F","0.2","-0.2","16% (1/6)","0%","N/A"
"96","Israel Abanikanda",NYJ,"at TEN","2 out of 5 stars","F","0.2","+0.2","42% (3/7)","0%","N/A"
"97","Sean Tucker",TB,"at DET","3 out of 5 stars","F","0.2","-2.3","0% (0/7)","0%","N/A"
"98","Evan Hull",IND,"at GB","4 out of 5 stars","F","0.2","-","-","0%","N/A"
"99","Hassan Haskins",LAC,"at CAR","4 out of 5 stars","F","0.1","-0.4","0% (0/1)","0%","N/A"
"100","JaMycal Hasty",NE,"vs. SEA","4 out of 5 stars","F","0.1","-1.0","0% (0/4)","0%","N/A"
"101","Craig Reynolds",DET,"vs. TB","3 out of 5 stars","F","0.1","-0.1","36% (4/11)","0%","N/A"
"102","Dalvin Cook",DAL,"vs. NO","3 out of 5 stars","F","0.0","-3.0","0% (0/16)","0%","N/A"
"103","Reggie Gilliam",BUF,"at MIA","4 out of 5 stars","F","0.0","-0.4","14% (1/7)","0%","N/A"
"104","Chris Rodriguez Jr.",WAS,"vs. NYG","5 out of 5 stars","F","0.0","+0.7","36% (4/11)","0%","N/A"
"105","Trayveon Williams",CIN,"at KC","3 out of 5 stars","F","0.0","-1.0","12% (2/16)","0%","N/A"
"106","Jeremy McNichols",WAS,"vs. NYG","5 out of 5 stars","F","0.0","-0.6","0% (0/1)","0%","N/A"
"107","Cody Schrader",LAR,"at ARI","4 out of 5 stars","F","0.0","-0.8","0% (0/1)","0%","N/A"
"108","Patrick Taylor Jr.",SF,"at MIN","2 out of 5 stars","F","0.0","-0.9","25% (3/12)","0%","N/A"
"109","Audric Estime",DEN,"vs. PIT","2 out of 5 stars","F","0.0","-1.7","0% (0/1)","1%","Bad"
"110","Avery Williams",ATL,"at PHI","2 out of 5 stars","F","0.0","-0.4","0% (0/1)","0%","N/A"
"111","Kendall Milton",CIN,"at KC","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"112","Blake Watson",DEN,"vs. PIT","2 out of 5 stars","F","0.0","-","-","0%","N/A"
"113","Sione Vaki",DET,"vs. TB","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"114","Kimani Vidal",LAC,"at CAR","4 out of 5 stars","F","0.0","-","-","0%","N/A"
"115","Khari Blasingame",CHI,"at HOU","2 out of 5 stars","F","0.0","-0.2","13% (2/15)","0%","N/A"
"116","Myles Gaskin",MIN,"vs. SF","3 out of 5 stars","F","0.0","-0.8","0% (0/5)","0%","N/A"
