"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"61","Mike Williams",NYJ,"vs. BUF","1 out of 5 stars","D-","7.5","-2.8","20% (1/5)","14%","Bad"
"62","Greg Dortch",ARI,"at GB","4 out of 5 stars","F","7.4","+0.4","33% (5/15)","7%","Bad"
"63","KaVontae Turpin",DAL,"vs. DET","5 out of 5 stars","F","7.4","+1.5","46% (7/15)","9%","Average"
"64","Xavier Hutchinson",HOU,"at NE","3 out of 5 stars","F","7.3","-0.3","40% (6/15)","1%","Bad"
"65","Tyler Boyd",TEN,"vs. IND","5 out of 5 stars","F","7.1","0.0","33% (5/15)","7%","Bad"
"66","Noah Brown",WAS,"at BAL","5 out of 5 stars","F","6.7","+2.1","53% (7/13)","2%","Bad"
"67","Curtis Samuel",BUF,"at NYJ","1 out of 5 stars","F","6.4","-1.7","26% (4/15)","5%","Bad"
"68","Adonai Mitchell",IND,"at TEN","1 out of 5 stars","F","6.3","-3.1","20% (1/5)","5%","Bad"
"69","Lil'Jordan Humphrey",DEN,"vs. LAC","1 out of 5 stars","F","6.3","+1.5","69% (9/13)","3%","Bad"
"70","Luke McCaffrey",WAS,"at BAL","5 out of 5 stars","F","6.2","-1.5","20% (1/5)","2%","Bad"
"71","Jonathan Mingo",CAR,"vs. ATL","3 out of 5 stars","F","6.2","-2.3","18% (3/16)","4%","Bad"
"72","Mack Hollins",BUF,"at NYJ","1 out of 5 stars","F","6.1","+0.2","44% (4/9)","7%","Good"
"73","Elijah Moore",CLE,"at PHI","5 out of 5 stars","F","6.0","-0.8","35% (6/17)","4%","Bad"
"74","DJ Turner",LV,"vs. PIT","3 out of 5 stars","F","6.0","+0.4","33% (2/6)","6%","Great"
"75","Khalil Shakir",BUF,"at NYJ","1 out of 5 stars","F","5.6","+2.3","66% (10/15)","6%","Great"
"76","Christian Watson",GB,"vs. ARI","2 out of 5 stars","F","5.5","-1.0","36% (4/11)","19%","Bad"
"77","Calvin Austin III",PIT,"at LV","4 out of 5 stars","F","5.5","0.0","18% (3/16)","6%","Great"
"78","Van Jefferson",PIT,"at LV","4 out of 5 stars","F","5.3","-1.7","12% (2/16)","7%","Bad"
"79","Tim Patrick",DET,"at DAL","3 out of 5 stars","F","5.3","+0.9","66% (2/3)","3%","Bad"
"80","Nelson Agholor",BAL,"vs. WAS","5 out of 5 stars","F","5.3","-0.1","37% (6/16)","4%","Bad"
"81","Kendrick Bourne",NE,"vs. HOU","3 out of 5 stars","F","5.1","+2.2","75% (3/4)","0%","N/A"
"82","Olamide Zaccheaus",WAS,"at BAL","5 out of 5 stars","F","4.6","-0.1","18% (3/16)","0%","Bad"
"83","Mason Tipton",NO,"vs. TB","4 out of 5 stars","F","5.1","-0.7","25% (1/4)","4%","Bad"
"84","Jalen McMillan",TB,"at NO","2 out of 5 stars","F","4.6","-0.9","33% (1/3)","6%","Great"
"85","Dyami Brown",WAS,"at BAL","5 out of 5 stars","F","4.1","-0.6","18% (3/16)","4%","Great"
"86","Jalen Brooks",DAL,"vs. DET","5 out of 5 stars","F","4.0","+0.1","42% (3/7)","1%","Bad"
"87","Troy Franklin",DEN,"vs. LAC","1 out of 5 stars","F","3.8","-1.3","0% (0/4)","9%","Bad"
"88","Sterling Shepard",TB,"at NO","2 out of 5 stars","F","3.8","-0.4","16% (2/12)","11%","Good"
"89","Bo Melton",GB,"vs. ARI","2 out of 5 stars","F","3.8","+2.1","50% (4/8)","5%","Bad"
"90","Jalin Hyatt",NYG,"vs. CIN","4 out of 5 stars","F","3.5","-2.0","18% (3/16)","1%","Bad"
"91","Jalen Coker",CAR,"vs. ATL","3 out of 5 stars","F","3.6","+6.9","100% (1/1)","4%","Bad"
"92","Jahan Dotson",PHI,"vs. CLE","2 out of 5 stars","F","3.5","-1.8","33% (5/15)","2%","Bad"
"93","Treylon Burks",TEN,"vs. IND","5 out of 5 stars","F","3.4","-2.3","9% (1/11)","2%","Bad"
"94","Kalif Raymond",DET,"at DAL","3 out of 5 stars","F","3.3","+0.1","46% (7/15)","2%","Bad"
"95","Marvin Mims Jr.",DEN,"vs. LAC","1 out of 5 stars","F","3.2","-2.3","20% (3/15)","1%","Bad"
"96","John Metchie III",HOU,"at NE","3 out of 5 stars","F","3.0","-1.5","15% (2/13)","0%","N/A"
"97","Malik Heath",GB,"vs. ARI","2 out of 5 stars","F","2.7","+0.1","38% (5/13)","0%","Bad"
"98","Kayshon Boutte",NE,"vs. HOU","3 out of 5 stars","F","2.7","+0.4","50% (3/6)","1%","Bad"
"99","K.J. Osborn",NE,"vs. HOU","3 out of 5 stars","F","2.7","-1.3","21% (3/14)","7%","Bad"
"100","KhaDarel Hodge",ATL,"at CAR","4 out of 5 stars","F","2.9","+0.9","33% (5/15)","10%","Great"
"101","Jake Bobo",SEA,"vs. SF","3 out of 5 stars","F","2.3","+0.8","47% (8/17)","2%","Bad"
"102","Marquez Valdes-Scantling",BUF,"at NYJ","1 out of 5 stars","F","2.1","-1.5","12% (2/16)","3%","Bad"
"103","Cedric Tillman",CLE,"at PHI","5 out of 5 stars","F","2.0","-1.1","14% (2/14)","0%","Bad"
"104","Devaughn Vele",DEN,"vs. LAC","1 out of 5 stars","F","1.6","+6.7","100% (1/1)","1%","Bad"
"105","David Moore",CAR,"vs. ATL","3 out of 5 stars","F","1.6","+1.1","44% (4/9)","6%","Bad"
"106","Ashton Dulin",IND,"at TEN","1 out of 5 stars","F","1.4","+1.0","20% (1/5)","4%","Good"
"107","Parker Washington",JAC,"at CHI","1 out of 5 stars","F","1.5","-1.4","20% (2/10)","2%","Bad"
"108","Isaiah Hodgins",NYG,"vs. CIN","4 out of 5 stars","F","1.3","-0.4","45% (5/11)","0%","N/A"
"109","Kristian Wilkerson",LV,"vs. PIT","3 out of 5 stars","F","1.2","-","-","0%","N/A"
"110","Roman Wilson",PIT,"at LV","4 out of 5 stars","F","1.0","-","-","0%","N/A"
"111","Scotty Miller",PIT,"at LV","4 out of 5 stars","F","1.1","+0.6","37% (6/16)","0%","Bad"
"112","Johnny Wilson",PHI,"vs. CLE","2 out of 5 stars","F","1.0","-2.3","0% (0/4)","3%","Bad"
"113","Alex Bachman",LV,"vs. PIT","3 out of 5 stars","F","0.9","-","-","0%","N/A"
"114","Tylan Wallace",BAL,"vs. WAS","5 out of 5 stars","F","0.8","-","-","0%","Bad"
"115","Laviska Shenault Jr.",SEA,"vs. SF","3 out of 5 stars","F","0.8","-1.2","25% (2/8)","0%","N/A"
"116","Simi Fehoko",LAC,"at DEN","1 out of 5 stars","F","0.8","-1.3","0% (0/8)","11%","Bad"
"117","Jakobi Meyers",LV,"vs. PIT","3 out of 5 stars","F","0.9","+0.7","43% (7/16)","14%","Poor"
"118","Parris Campbell",PHI,"vs. CLE","2 out of 5 stars","F","0.7","-0.5","22% (2/9)","8%","Great"
"119","Cedrick Wilson Jr.",NO,"vs. TB","4 out of 5 stars","F","0.6","-0.7","37% (6/16)","0%","N/A"
"120","Xavier Gipson",NYJ,"vs. BUF","1 out of 5 stars","F","0.6","+0.1","50% (8/16)","1%","Bad"
"121","Zach Pascal",ARI,"at GB","4 out of 5 stars","F","0.5","-1.7","0% (0/10)","0%","N/A"
"122","Derius Davis",LAC,"at DEN","1 out of 5 stars","F","0.5","-1.3","18% (3/16)","2%","Bad"
"123","DeAndre Carter",CHI,"vs. JAC","5 out of 5 stars","F","0.5","-0.1","26% (4/15)","4%","Bad"
"124","Ronnie Bell",SF,"at SEA","2 out of 5 stars","F","0.5","-0.5","7% (1/14)","1%","Bad"
"125","Ryan Flournoy",DAL,"vs. DET","5 out of 5 stars","F","0.4","-1.0","0% (0/1)","0%","N/A"
"126","Jermaine Burton",CIN,"at NYG","2 out of 5 stars","F","0.4","-0.3","20% (1/5)","5%","Bad"
"127","Malachi Corley",NYJ,"vs. BUF","1 out of 5 stars","F","0.3","-1.0","0% (0/4)","0%","N/A"
"128","Chris Conley",SF,"at SEA","2 out of 5 stars","F","0.4","-","-","1%","Bad"
"129","Tim Jones",JAC,"at CHI","1 out of 5 stars","F","0.3","-0.8","18% (2/11)","0%","N/A"
"130","Trenton Irwin",CIN,"at NYG","2 out of 5 stars","F","0.2","-0.8","28% (4/14)","21%","Bad"
"131","Nick Westbrook-Ikhine",TEN,"vs. IND","5 out of 5 stars","F","0.2","-0.2","25% (3/12)","0%","N/A"
"132","Charlie Jones",CIN,"at NYG","2 out of 5 stars","F","0.2","-1.4","0% (0/9)","0%","Bad"
"133","Tyrell Shavers",BUF,"at NYJ","1 out of 5 stars","F","0.1","-","-","0%","N/A"
"134","Jaelon Darden",CLE,"at PHI","5 out of 5 stars","F","0.0","-","-","0%","N/A"
"135","Tyler Scott",CHI,"vs. JAC","5 out of 5 stars","F","0.0","-1.1","30% (4/13)","0%","N/A"
"136","Bub Means",NO,"vs. TB","4 out of 5 stars","F","0.0","-0.9","0% (0/2)","0%","N/A"
"137","Brandon Johnson",PIT,"at LV","4 out of 5 stars","F","0.0","+0.8","33% (2/6)","0%","N/A"
"138","Steven Sims Jr.",HOU,"at NE","3 out of 5 stars","F","0.0","-2.9","0% (0/1)","0%","Bad"
"139","Ryan Miller",TB,"at NO","2 out of 5 stars","F","0.0","-","-","0%","N/A"
"140","Allen Robinson II",DET,"at DAL","3 out of 5 stars","F","0.0","-1.0","36% (4/11)","0%","N/A"
"141","Deonte Harty",BAL,"vs. WAS","5 out of 5 stars","F","0.0","-0.9","15% (2/13)","0%","N/A"
"142","Jacob Cowing",SF,"at SEA","2 out of 5 stars","F","0.0","-1.1","0% (0/2)","0%","N/A"
"143","Chris Moore",ARI,"at GB","4 out of 5 stars","F","0.0","+0.2","28% (4/14)","0%","N/A"
