"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. DIFF ","% OVER ","OPPORTUNITY ","EFFICIENCY "
"85","Sione Vaki",DET,"at CHI","4 out of 5 stars","F","0.7","-0.2","0% (0/5)","0%","Bad"
"86","Tyler Goodson",IND,"vs. TEN","3 out of 5 stars","F","0.5","+0.3","40% (6/15)","7%","Good"
"87","Michael Burton",DEN,"at LAC","1 out of 5 stars","F","0.4","+0.3","56% (9/16)","8%","Average"
"88","Patrick Ricard",BAL,"vs. PIT","3 out of 5 stars","F","0.4","+1.0","20% (3/15)","4%","Great"
"89","Kenny McIntosh",SEA,"vs. MIN","2 out of 5 stars","F","0.4","-1.3","14% (1/7)","1%","Bad"
"90","Hassan Haskins",LAC,"vs. DEN","2 out of 5 stars","F","0.4","-0.7","7% (1/13)","7%","Average"
"91","Ty Chandler",MIN,"at SEA","3 out of 5 stars","F","0.3","-2.1","18% (3/16)","2%","Bad"
"92","Blake Watson",DEN,"at LAC","1 out of 5 stars","F","0.2","-0.9","0% (0/1)","6%","Bad"
"93","Terrell Jennings",NE,"at BUF","4 out of 5 stars","F","0.2","-","-","3%","Bad"
"94","Eric Gray",NYG,"at ATL","3 out of 5 stars","F","0.1","-1.0","14% (2/14)","10%","Bad"
"95","Rasheen Ali",BAL,"vs. PIT","3 out of 5 stars","F","0.0","-","-","5%","Bad"
"96","Darrynton Evans",CHI,"vs. DET","3 out of 5 stars","F","0.0","-","-","0%","Bad"
"97","Dylan Laube",LV,"vs. JAC","4 out of 5 stars","F","0.0","-2.6","0% (0/4)","0%","N/A"
"98","Adam Prentice",NO,"at GB","2 out of 5 stars","F","0.0","-0.3","8% (1/12)","0%","Bad"
"99","George Holani",SEA,"vs. MIN","2 out of 5 stars","F","0.0","-","-","0%","N/A"
"100","Carson Steele",KC,"vs. HOU","2 out of 5 stars","F","0.0","-1.8","7% (1/13)","4%","Bad"
"101","Keilan Robinson",JAC,"at LV","4 out of 5 stars","F","0.0","-","-","0%","N/A"
