"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"33","D'Andre Swift",CHI,"vs. LAR","1 out of 5 stars","C","7.7","-2.9","18% (3/16)","7%","Bad"
"34","Cam Akers",HOU,"vs. JAC","3 out of 5 stars","C","6.8","-0.3","50% (4/8)","10%","Great"
"35","Roschon Johnson",CHI,"vs. LAR","1 out of 5 stars","C","6.7","-1.0","28% (4/14)","13%","Bad"
"36","Chase Brown",CIN,"at CAR","4 out of 5 stars","C","6.2","+0.7","45% (5/11)","1%","Bad"
"37","Javonte Williams",DEN,"at NYJ","3 out of 5 stars","C-","6.1","-2.2","26% (4/15)","20%","Bad"
"38","Tyjae Spears",TEN,"at MIA","4 out of 5 stars","C-","6.1","-0.3","43% (7/16)","3%","Bad"
"39","Ezekiel Elliott",DAL,"at NYG","5 out of 5 stars","D+","5.9","0.0","46% (7/15)","10%","Good"
"40","Ty Chandler",MIN,"at GB","4 out of 5 stars","D+","5.9","+0.2","37% (6/16)","5%","Bad"
"41","Justice Hill",BAL,"vs. BUF","4 out of 5 stars","D","5.8","+0.7","43% (7/16)","7%","Bad"
"42","Cordarrelle Patterson",PIT,"at IND","4 out of 5 stars","D","5.5","-0.2","37% (6/16)","4%","Bad"
"43","Alexander Mattison",LV,"vs. CLE","3 out of 5 stars","D","5.5","-1.2","26% (4/15)","22%","Great"
"44","Miles Sanders",CAR,"vs. CIN","3 out of 5 stars","D","5.5","-3.1","26% (4/15)","8%","Great"
"45","Zach Charbonnet",SEA,"at DET","3 out of 5 stars","D","5.4","+0.4","53% (8/15)","27%","Great"
"46","Emanuel Wilson",GB,"vs. MIN","2 out of 5 stars","D-","5.3","+2.0","50% (5/10)","5%","Great"
"47","Antonio Gibson",NE,"at SF","3 out of 5 stars","D-","5.2","+0.7","53% (8/15)","6%","Bad"
"48","D'Onta Foreman",CLE,"at LV","4 out of 5 stars","D-","5.2","+0.5","54% (6/11)","15%","Bad"
"49","Samaje Perine",KC,"at LAC","2 out of 5 stars","F","5.1","-0.5","37% (6/16)","1%","Bad"
"50","Gus Edwards",LAC,"vs. KC","3 out of 5 stars","F","5.0","+1.7","43% (7/16)","10%","Bad"
"51","Tyrone Tracy Jr.",NYG,"vs. DAL","3 out of 5 stars","F","4.8","-1.6","33% (1/3)","2%","Bad"
"52","Joe Mixon",HOU,"vs. JAC","3 out of 5 stars","C-","4.4","+1.2","46% (7/15)","19%","Average"
"53","Tyler Allgeier",ATL,"vs. NO","3 out of 5 stars","F","4.3","-0.3","31% (5/16)","6%","Bad"
"54","Jaleel McLaughlin",DEN,"at NYJ","3 out of 5 stars","F","4.3","0.0","31% (5/16)","17%","Poor"
"55","Tyler Badie",DEN,"at NYJ","3 out of 5 stars","F","4.0","+6.0","100% (1/1)","4%","Bad"
"56","Tank Bigsby",JAC,"at HOU","2 out of 5 stars","F","3.9","-1.3","12% (2/16)","1%","Bad"
"57","Jamaal Williams",NO,"at ATL","3 out of 5 stars","F","3.8","-1.4","23% (3/13)","6%","Great"
"58","Kareem Hunt",KC,"at LAC","2 out of 5 stars","F","3.8","+1.0","61% (8/13)","0%","N/A"
"59","Trey Benson",ARI,"vs. WAS","4 out of 5 stars","F","3.7","-3.2","0% (0/3)","3%","Bad"
"60","Khalil Herbert",CHI,"vs. LAR","1 out of 5 stars","F","3.6","+0.4","36% (4/11)","17%","Bad"
"61","Ray Davis",BUF,"at BAL","3 out of 5 stars","F","2.7","+0.9","66% (2/3)","8%","Great"
"62","Ty Johnson",BUF,"at BAL","3 out of 5 stars","F","2.2","+1.1","50% (5/10)","20%","Poor"
"63","Raheem Mostert",MIA,"vs. TEN","2 out of 5 stars","F","2.2","+0.3","46% (6/13)","2%","Bad"
"64","Trey Sermon",IND,"vs. PIT","2 out of 5 stars","F","2.2","-0.3","23% (3/13)","11%","Great"
"65","Isaac Guerendo",SF,"vs. NE","2 out of 5 stars","F","2.1","-1.6","0% (0/3)","1%","Bad"
"66","Jaylen Wright",MIA,"vs. TEN","2 out of 5 stars","F","2.1","-2.1","0% (0/2)","1%","Bad"
"67","Emari Demercado",ARI,"vs. WAS","4 out of 5 stars","F","2.0","+1.6","53% (7/13)","3%","Bad"
"68","Dare Ogunbowale",HOU,"vs. JAC","3 out of 5 stars","F","1.9","-0.3","33% (3/9)","0%","Bad"
"69","Kyle Juszczyk",SF,"vs. NE","2 out of 5 stars","F","1.7","+0.9","43% (7/16)","2%","Bad"
"70","Jeff Wilson Jr.",MIA,"vs. TEN","2 out of 5 stars","F","1.6","-1.1","25% (3/12)","1%","Bad"
"71","Jeremy McNichols",WAS,"at ARI","4 out of 5 stars","F","1.6","-0.6","0% (0/1)","0%","Bad"
"72","Kenneth Gainwell",PHI,"at TB","3 out of 5 stars","F","1.6","-0.6","37% (6/16)","1%","Bad"
"73","Ronnie Rivers",LAR,"at CHI","3 out of 5 stars","F","1.5","-1.0","37% (3/8)","0%","N/A"
"74","D'Ernest Johnson",JAC,"at HOU","2 out of 5 stars","F","1.1","-0.2","43% (7/16)","6%","Bad"
"75","Ameer Abdullah",LV,"vs. CLE","3 out of 5 stars","F","0.8","-0.4","37% (6/16)","1%","Bad"
"76","Chris Rodriguez Jr.",WAS,"at ARI","4 out of 5 stars","F","0.7","+1.0","44% (4/9)","0%","N/A"
"77","Deuce Vaughn",DAL,"at NYG","5 out of 5 stars","F","0.7","-0.1","50% (3/6)","1%","Bad"
"78","Blake Corum",LAR,"at CHI","3 out of 5 stars","F","0.6","-2.3","33% (1/3)","1%","Bad"
"79","Hunter Luepke",DAL,"at NYG","5 out of 5 stars","F","0.6","+0.5","31% (5/16)","1%","Bad"
"80","Eric Gray",NYG,"vs. DAL","3 out of 5 stars","F","0.5","-0.6","25% (2/8)","2%","Bad"
"81","Isaiah Davis",NYJ,"vs. DEN","5 out of 5 stars","F","0.5","-2.3","0% (0/1)","1%","Bad"
"82","Will Shipley",PHI,"at TB","3 out of 5 stars","F","0.4","-0.8","0% (0/2)","0%","N/A"
"83","JaMycal Hasty",NE,"at SF","3 out of 5 stars","F","0.3","-0.6","33% (2/6)","0%","Bad"
"84","Tyler Goodson",IND,"vs. PIT","2 out of 5 stars","F","0.3","+0.4","33% (2/6)","0%","N/A"
"85","Sione Vaki",DET,"vs. SEA","4 out of 5 stars","F","0.3","-0.3","0% (0/1)","0%","N/A"
"86","Jordan Mims",NO,"at ATL","3 out of 5 stars","F","0.2","-0.1","33% (1/3)","0%","N/A"
"87","Alec Ingold",MIA,"vs. TEN","2 out of 5 stars","F","0.2","+0.2","50% (8/16)","2%","Bad"
"88","Michael Burton",DEN,"at NYJ","3 out of 5 stars","F","0.2","-0.2","37% (6/16)","0%","N/A"
"89","J.J. Taylor",HOU,"vs. JAC","3 out of 5 stars","F","0.2","-","-","0%","Bad"
"90","Gary Brightwell",CLE,"at LV","4 out of 5 stars","F","0.2","-","-","0%","N/A"
"91","Craig Reynolds",DET,"vs. SEA","4 out of 5 stars","F","0.1","+0.4","30% (3/10)","0%","N/A"
"92","Kenny McIntosh",SEA,"at DET","3 out of 5 stars","F","0.1","-2.1","0% (0/4)","0%","N/A"
"93","Adam Prentice",NO,"at ATL","3 out of 5 stars","F","0.1","-0.2","16% (1/6)","0%","N/A"
"94","C.J. Ham",MIN,"at GB","4 out of 5 stars","F","0.1","-0.4","25% (4/16)","0%","N/A"
"95","Raheem Blackshear",CAR,"vs. CIN","3 out of 5 stars","F","0.1","-0.1","50% (5/10)","0%","N/A"
"96","Michael Carter",ARI,"vs. WAS","4 out of 5 stars","F","0.0","+1.4","54% (6/11)","0%","N/A"
"97","Evan Hull",IND,"vs. PIT","2 out of 5 stars","F","0.0","-","-","0%","N/A"
"98","Sean Tucker",TB,"vs. PHI","2 out of 5 stars","F","0.0","-1.2","0% (0/6)","0%","N/A"
"99","Chris Brooks",GB,"vs. MIN","2 out of 5 stars","F","0.0","-","-","0%","N/A"
"100","DeeJay Dallas",ARI,"vs. WAS","4 out of 5 stars","F","0.0","-1.0","7% (1/14)","0%","N/A"
"101","Cody Schrader",LAR,"at CHI","3 out of 5 stars","F","0.0","-0.8","0% (0/1)","0%","N/A"
"102","Patrick Ricard",BAL,"vs. BUF","4 out of 5 stars","F","0.0","+0.3","25% (4/16)","0%","N/A"
"103","Patrick Taylor Jr.",SF,"vs. NE","2 out of 5 stars","F","0.0","-0.6","16% (2/12)","0%","N/A"
"104","Jonathan Ward",PIT,"at IND","4 out of 5 stars","F","0.0","-","-","0%","N/A"
"105","Hassan Haskins",LAC,"vs. KC","3 out of 5 stars","F","0.0","-0.5","0% (0/2)","0%","N/A"
"106","Dalvin Cook",DAL,"at NYG","5 out of 5 stars","F","0.0","-2.4","0% (0/15)","0%","N/A"
"107","British Brooks",HOU,"vs. JAC","3 out of 5 stars","F","0.0","-0.2","0% (0/2)","0%","Bad"
"108","Kendall Milton",CIN,"at CAR","4 out of 5 stars","F","0.0","-","-","0%","N/A"
"109","Trayveon Williams",CIN,"at CAR","4 out of 5 stars","F","0.0","-0.8","14% (2/14)","0%","N/A"
"110","Avery Williams",ATL,"vs. NO","3 out of 5 stars","F","0.0","-0.2","0% (0/3)","0%","N/A"
"111","Julius Chestnut",TEN,"at MIA","4 out of 5 stars","F","0.0","-0.1","0% (0/1)","0%","N/A"
"112","Myles Gaskin",MIN,"at GB","4 out of 5 stars","F","0.0","-0.7","0% (0/5)","0%","N/A"
"113","Reggie Gilliam",BUF,"at BAL","3 out of 5 stars","F","0.0","-0.5","0% (0/6)","0%","N/A"
