"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"51","Jamaal Williams",NO,"at KC","1 out of 5 stars","F","4.5","-1.4","21% (3/14)","5%","Great"
"52","Ameer Abdullah",LV,"at DEN","2 out of 5 stars","F","4.4","-0.5","37% (6/16)","1%","Bad"
"53","Kyle Juszczyk",SF,"vs. ARI","2 out of 5 stars","F","4.3","+0.9","37% (6/16)","2%","Bad"
"54","Ty Johnson",BUF,"at HOU","2 out of 5 stars","F","4.1","+1.5","60% (6/10)","21%","Average"
"55","Aaron Shampklin",PIT,"vs. DAL","4 out of 5 stars","F","3.9","-","-","1%","Bad"
"56","Carson Steele",KC,"vs. NO","4 out of 5 stars","F","3.7","-3.1","0% (0/4)","15%","Bad"
"57","Trey Benson",ARI,"at SF","4 out of 5 stars","F","3.7","-2.2","25% (1/4)","3%","Bad"
"58","Ronnie Rivers",LAR,"vs. GB","3 out of 5 stars","F","3.1","-1.3","37% (3/8)","1%","Bad"
"59","Emari Demercado",ARI,"at SF","4 out of 5 stars","F","2.8","+1.5","53% (7/13)","3%","Bad"
"60","Jaylen Wright",MIA,"at NE","3 out of 5 stars","F","2.8","-0.8","33% (1/3)","1%","Bad"
"61","J.J. Taylor",HOU,"vs. BUF","4 out of 5 stars","F","2.8","-","-","2%","Bad"
"62","JaMycal Hasty",NE,"vs. MIA","4 out of 5 stars","F","2.2","-0.4","50% (3/6)","1%","Bad"
"63","Hunter Luepke",DAL,"at PIT","2 out of 5 stars","F","2.1","+0.2","31% (5/16)","1%","Bad"
"64","Isaac Guerendo",SF,"vs. ARI","2 out of 5 stars","F","2.1","-2.4","0% (0/4)","0%","Bad"
"65","Jeremy McNichols",WAS,"vs. CLE","4 out of 5 stars","F","1.9","+7.5","50% (1/2)","4%","Great"
"66","D'Ernest Johnson",JAC,"vs. IND","3 out of 5 stars","F","1.8","-0.1","43% (7/16)","4%","Bad"
"67","Alec Ingold",MIA,"at NE","3 out of 5 stars","F","1.6","+0.1","43% (7/16)","2%","Bad"
"68","C.J. Ham",MIN,"vs. NYJ","3 out of 5 stars","F","1.6","-0.4","25% (4/16)","0%","Bad"
"69","Khalil Herbert",CHI,"vs. CAR","4 out of 5 stars","F","1.0","-0.8","27% (3/11)","17%","Bad"
"70","Evan Hull",IND,"at JAC","4 out of 5 stars","F","1.0","-","-","0%","N/A"
"71","Patrick Ricard",BAL,"at CIN","4 out of 5 stars","F","0.9","+0.6","25% (4/16)","0%","N/A"
"72","Deuce Vaughn",DAL,"at PIT","2 out of 5 stars","F","0.9","-0.5","50% (3/6)","2%","Bad"
"73","Jonathan Ward",PIT,"vs. DAL","4 out of 5 stars","F","0.8","-","-","0%","N/A"
"74","Dylan Laube",LV,"at DEN","2 out of 5 stars","F","0.7","-","-","0%","N/A"
"75","Pierre Strong Jr.",CLE,"at WAS","4 out of 5 stars","F","0.6","-0.2","50% (7/14)","1%","Bad"
"76","Jeff Wilson Jr.",MIA,"at NE","3 out of 5 stars","F","0.6","-1.1","23% (3/13)","1%","Bad"
"77","Dameon Pierce",HOU,"vs. BUF","4 out of 5 stars","F","0.5","-2.5","20% (2/10)","2%","Bad"
"78","Blake Watson",DEN,"vs. LV","3 out of 5 stars","F","0.5","-","-","0%","N/A"
"79","Michael Burton",DEN,"vs. LV","3 out of 5 stars","F","0.5","-0.1","43% (7/16)","0%","N/A"
"80","Blake Corum",LAR,"vs. GB","3 out of 5 stars","F","0.4","-1.9","25% (1/4)","1%","Bad"
"81","Dante Miller",NYG,"at SEA","3 out of 5 stars","F","0.4","-","-","0%","N/A"
"82","Kendre Miller",NO,"at KC","1 out of 5 stars","F","0.3","+0.9","60% (3/5)","0%","N/A"
"83","Sincere McCormick",LV,"at DEN","2 out of 5 stars","F","0.2","-","-","0%","N/A"
"84","Raheem Blackshear",CAR,"at CHI","3 out of 5 stars","F","0.2","-0.1","50% (5/10)","0%","N/A"
"85","Sean Tucker",TB,"at ATL","3 out of 5 stars","F","0.1","-0.3","16% (1/6)","0%","N/A"
"86","Adam Prentice",NO,"at KC","1 out of 5 stars","F","0.0","-0.2","16% (1/6)","0%","N/A"
"87","Isaiah Davis",NYJ,"at MIN","2 out of 5 stars","F","0.0","-1.3","0% (0/2)","1%","Bad"
"88","British Brooks",HOU,"vs. BUF","4 out of 5 stars","F","0.0","-0.7","0% (0/3)","0%","Bad"
"89","Tyreik McAllister",LV,"at DEN","2 out of 5 stars","F","0.0","-","-","3%","Bad"
"90","Reggie Gilliam",BUF,"at HOU","2 out of 5 stars","F","0.0","-0.5","0% (0/6)","0%","N/A"
"91","Gary Brightwell",CLE,"at WAS","4 out of 5 stars","F","0.0","-","-","0%","N/A"
"92","Kenny McIntosh",SEA,"vs. NYG","3 out of 5 stars","F","0.0","-1.7","0% (0/5)","0%","N/A"
"93","Chris Brooks",GB,"at LAR","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"94","Jordan Mims",NO,"at KC","1 out of 5 stars","F","0.0","-0.1","33% (1/3)","0%","N/A"
"95","Patrick Taylor Jr.",SF,"vs. ARI","2 out of 5 stars","F","0.0","-0.6","18% (2/11)","0%","N/A"
"96","Avery Williams",ATL,"vs. TB","3 out of 5 stars","F","0.0","-0.2","0% (0/3)","0%","N/A"
"97","DeeJay Dallas",ARI,"at SF","4 out of 5 stars","F","0.0","-0.9","7% (1/14)","0%","N/A"
"98","Trayveon Williams",CIN,"vs. BAL","3 out of 5 stars","F","0.0","-0.7","15% (2/13)","0%","N/A"
"99","Myles Gaskin",MIN,"vs. NYJ","3 out of 5 stars","F","0.0","-0.7","0% (0/5)","0%","N/A"
